batting_avg,strike_rate,centuries,half_centuries,fours_per_innings,sixes_per_innings,bowling_avg,economy_rate,wickets,fielding_dismissals
52.91,127.47,9.34,26.18,8.22,0.34,73.52,7.96,1.62,13.33
42.88,117.6,10.12,24.59,7.65,1.5,57.78,7.4,0.25,14.77
48.82,118.23,7.98,20.24,7.75,1.13,64.4,,1.63,17.09
49.56,113.36,6.82,22.85,8.18,0.1,76.53,9.4,2.49,8.14
58.9,115.4,6.81,22.69,6.66,1.02,78.21,8.31,2.9,7.98
46.83,123.38,7.58,25.57,9.0,1.48,68.52,9.83,1.72,11.33
46.86,106.82,9.48,22.67,8.01,1.49,66.56,9.25,0.0,6.14
45.25,122.84,11.52,23.55,6.25,0.99,77.97,8.82,2.26,11.34
51.59,108.29,3.76,23.47,8.54,1.1,80.3,8.14,2.59,10.48
41.69,109.37,5.82,21.29,7.54,1.29,72.41,9.52,1.52,18.89
56.16,109.61,10.61,22.42,7.27,0.46,70.71,8.55,0.2,8.15
,112.64,8.39,20.52,7.84,0.0,76.38,7.01,1.3,16.05
51.96,105.47,7.22,22.57,8.65,0.72,84.61,8.98,0.18,6.52
58.33,120.79,9.0,19.91,8.02,0.7,69.15,8.91,0.85,7.86
57.28,126.33,8.79,16.05,6.48,1.51,69.08,7.5,,12.51
46.62,120.4,9.24,25.52,7.81,0.96,66.24,7.13,1.54,13.64
55.39,118.9,9.7,17.68,8.84,0.63,,8.54,1.96,10.82
45.12,109.89,8.64,18.61,9.25,0.48,64.93,8.45,1.77,9.93
47.65,106.17,7.93,18.72,8.98,0.97,63.19,8.29,2.86,11.41
53.41,117.68,8.8,22.22,7.56,1.4,82.34,8.97,3.51,14.88
53.15,114.17,10.7,24.93,8.77,0.43,68.29,7.3,1.18,11.16
57.77,111.9,8.56,25.19,7.65,1.69,75.08,8.39,2.18,9.01
53.99,117.87,11.06,18.19,7.01,1.41,67.07,8.05,2.21,10.21
58.39,117.2,9.77,20.17,8.78,0.57,77.09,9.15,2.5,7.71
49.27,121.67,3.55,15.39,5.54,1.12,66.96,8.55,1.62,12.39
58.66,113.55,4.85,,7.92,0.7,69.24,7.55,1.64,15.01
54.95,124.85,9.86,26.09,5.2,0.85,70.94,8.03,,12.75
41.63,119.73,7.92,26.19,9.92,0.75,61.94,8.25,1.47,14.33
66.3,123.56,6.65,24.8,6.26,0.7,65.62,8.29,2.23,9.62
50.07,102.44,11.77,16.98,7.17,1.32,69.96,8.32,1.85,11.42
55.16,107.45,10.71,22.96,7.01,0.91,57.83,7.79,2.44,15.75
,135.76,7.93,18.44,8.46,1.38,65.36,6.55,2.43,14.21
40.76,122.14,11.21,22.3,7.74,1.62,61.53,8.79,2.54,15.79
43.58,117.25,9.04,20.34,8.26,0.14,62.46,7.28,2.46,17.03
46.44,125.18,9.23,19.13,9.64,0.0,82.33,6.48,1.27,4.47
53.39,113.82,7.97,21.99,6.59,0.93,87.04,7.99,2.7,13.23
56.28,111.11,7.54,18.37,8.88,1.59,60.09,9.13,2.62,16.71
,110.71,6.77,21.41,6.47,1.02,72.75,,1.28,5.69
59.3,110.73,9.42,17.81,10.57,0.8,77.99,5.76,0.96,10.31
55.41,111.19,9.23,16.08,8.29,0.73,77.0,7.62,2.75,13.91
44.29,117.69,9.97,20.22,7.49,0.32,54.95,7.91,0.73,13.38
49.82,121.41,,17.57,7.65,0.72,60.86,8.46,1.59,13.27
59.15,,8.87,20.48,6.94,2.1,68.69,7.43,1.34,10.32
51.35,116.71,7.46,18.56,8.44,1.3,53.7,8.55,2.74,14.74
45.65,121.22,6.79,25.09,9.03,1.45,64.59,8.52,2.14,15.34
58.87,114.36,7.05,22.27,7.46,1.57,73.88,7.59,2.09,9.31
53.74,107.6,4.7,32.33,8.35,1.63,82.57,8.97,0.97,13.51
58.05,123.01,8.0,22.38,5.55,0.52,55.06,7.63,2.38,14.42
52.34,112.8,4.47,23.57,9.44,0.4,65.35,7.55,2.29,7.35
51.34,121.3,6.63,24.1,6.91,1.1,55.38,7.61,0.98,12.63
57.41,119.77,7.22,28.73,7.89,1.17,87.41,9.48,0.97,13.84
50.57,127.5,6.61,25.06,9.09,0.89,71.05,5.64,3.08,9.72
62.95,116.5,12.53,28.67,9.36,1.29,78.17,7.13,0.67,14.47
47.12,110.54,5.41,21.74,7.27,0.96,64.55,6.84,1.69,11.29
45.88,118.4,5.39,28.61,8.35,1.27,67.77,6.85,0.05,14.82
44.7,126.89,6.47,27.92,9.37,0.81,67.49,7.45,4.16,11.33
49.1,112.74,6.48,16.53,6.94,0.27,79.34,8.54,0.8,13.9
36.5,124.95,8.61,25.76,7.67,1.73,85.04,7.86,1.02,7.9
38.29,116.37,7.34,20.17,10.05,0.63,62.54,8.55,1.99,7.58
46.66,103.29,10.82,18.53,6.9,0.33,97.05,7.27,1.25,10.98
49.83,112.96,9.37,31.39,9.2,0.98,68.99,7.47,0.83,12.11
57.53,123.71,6.71,22.24,8.62,2.09,59.43,6.21,1.74,13.45
53.96,113.53,6.88,29.94,10.11,0.63,67.2,7.4,1.95,10.89
47.21,117.08,8.67,26.96,9.66,0.96,73.86,8.61,1.57,12.53
49.65,115.91,5.4,19.58,4.31,1.11,109.4,10.01,3.15,10.42
57.53,116.53,8.58,20.58,7.17,1.39,57.35,8.44,2.38,9.31
49.54,126.62,8.48,21.46,10.92,0.92,56.75,5.54,1.48,12.31
51.83,127.79,11.62,18.27,11.3,1.01,65.66,7.73,0.76,4.1
61.34,126.24,6.54,21.93,6.21,0.91,72.18,8.75,2.73,12.49
48.03,118.93,6.96,17.6,7.97,0.68,60.99,9.09,2.33,11.82
49.52,117.92,9.85,18.27,8.4,1.41,70.34,7.37,2.76,14.11
44.57,133.31,9.08,26.06,7.65,0.65,59.67,7.19,3.3,13.86
57.9,113.49,10.26,26.6,8.31,0.36,74.05,8.79,2.05,16.55
56.41,117.91,6.54,22.29,7.06,1.83,78.85,6.91,2.34,11.33
53.14,117.04,5.99,22.31,7.53,0.56,64.02,8.1,2.02,11.47
51.79,124.5,10.41,19.75,8.58,0.41,71.8,9.97,0.59,14.17
49.14,115.97,7.01,18.86,6.84,0.15,80.62,7.25,2.23,13.06
58.19,123.88,7.92,25.34,8.34,1.13,72.08,9.0,1.58,11.68
52.73,112.9,5.84,17.02,7.1,1.4,62.2,8.69,3.29,15.49
43.39,119.44,7.5,23.42,6.65,0.92,61.88,7.96,2.43,10.19
61.79,126.66,5.51,22.13,7.72,1.05,58.76,8.67,1.95,13.96
58.13,110.81,8.95,24.09,8.85,1.21,83.91,8.37,,13.23
50.45,111.01,11.57,21.96,6.46,0.86,70.06,8.31,0.82,16.75
49.33,108.29,10.83,22.35,8.12,0.17,54.49,8.46,4.15,12.86
56.51,,9.06,13.61,9.39,1.15,63.32,8.88,1.76,12.75
55.62,118.74,9.72,20.92,8.54,0.95,,7.86,2.41,15.52
46.37,115.84,7.74,22.02,10.01,1.42,65.71,6.57,1.35,12.4
48.47,106.51,7.64,24.17,7.61,1.1,73.98,9.0,0.85,12.57
51.59,108.19,9.06,19.38,8.2,1.36,80.25,7.42,1.77,10.37
56.64,107.29,8.6,25.44,7.92,,61.05,8.58,1.99,10.59
63.6,122.36,4.28,29.99,7.83,0.83,90.68,7.69,1.98,11.33
52.18,106.31,8.85,21.34,9.39,1.52,58.68,9.46,3.32,17.1
52.04,109.12,8.49,23.79,7.59,1.33,68.01,8.61,2.66,12.49
62.75,127.9,7.05,28.45,9.29,1.7,68.42,7.21,3.68,16.21
54.49,118.64,8.48,19.08,8.99,0.66,70.12,8.4,4.27,12.81
55.5,109.47,7.76,20.98,8.14,0.4,60.13,6.7,3.87,12.76
46.82,118.5,5.64,18.88,7.99,1.43,68.21,7.27,1.43,11.66
49.72,131.97,9.23,19.2,6.27,1.36,76.93,6.47,1.74,13.47
56.35,103.1,9.94,24.93,4.92,,65.84,10.07,2.23,9.37
47.73,126.44,5.23,18.0,7.11,1.28,82.62,8.61,3.1,17.55
53.33,121.62,9.04,23.04,5.8,1.2,49.39,7.07,3.31,18.92
55.84,117.34,5.63,20.41,7.75,1.71,62.39,6.43,1.04,10.38
51.38,130.79,,21.44,7.29,0.98,61.19,10.2,2.13,5.98
59.51,119.59,8.23,25.02,5.0,1.44,62.81,9.61,1.18,14.26
45.55,124.73,8.3,,7.76,1.67,66.0,9.01,1.11,10.5
57.51,116.81,13.58,23.76,7.49,1.35,73.09,6.06,2.14,12.67
50.72,121.74,4.44,17.22,6.23,1.04,75.34,8.26,1.9,10.29
48.11,124.04,7.51,22.75,8.35,2.01,72.79,8.56,1.93,10.9
48.6,120.45,5.46,20.37,6.54,2.14,61.46,6.74,4.03,9.41
55.45,126.16,6.6,21.14,9.22,0.74,55.75,8.85,2.33,6.06
55.11,118.59,9.01,19.62,8.01,0.52,76.24,9.22,2.75,11.33
48.37,115.24,10.8,22.73,8.8,,61.8,6.58,2.78,9.63
48.44,119.9,8.78,28.63,7.58,1.16,71.63,9.33,2.06,13.64
48.36,124.03,6.93,25.43,8.27,0.74,72.26,7.79,3.09,14.53
42.97,113.32,6.74,23.27,8.55,0.65,68.45,8.47,0.98,12.99
51.88,125.46,8.29,21.68,9.92,0.65,83.61,7.79,2.14,12.65
59.68,118.96,6.48,23.63,7.87,0.0,68.8,8.54,1.38,14.38
55.01,115.23,9.85,23.53,10.37,1.42,83.89,10.16,0.88,12.27
53.94,130.9,7.12,24.67,6.32,1.3,80.44,8.02,1.78,8.42
56.99,107.23,8.07,31.1,6.58,1.19,67.66,10.21,0.85,17.46
50.37,123.16,8.84,25.59,6.71,1.15,80.79,7.34,2.07,16.62
56.11,,6.23,22.93,,0.42,62.79,8.36,2.53,12.99
56.26,113.95,11.27,23.31,9.02,1.02,77.52,9.36,2.5,16.36
50.45,109.38,9.31,22.78,4.88,0.0,80.57,7.84,0.96,3.06
53.26,112.32,4.21,27.22,9.34,0.45,70.97,9.14,2.3,12.82
56.13,133.81,8.12,24.91,10.29,0.0,60.6,8.17,1.97,11.29
47.89,122.71,8.78,21.46,8.44,1.04,83.26,8.02,1.67,12.72
57.15,108.44,5.19,26.16,7.83,1.45,73.96,5.02,1.35,8.76
39.4,103.67,8.27,,5.13,1.03,59.47,8.59,3.28,12.72
49.07,128.41,8.35,19.59,9.16,1.4,63.85,7.37,0.8,10.52
67.74,123.99,9.71,25.72,9.7,1.0,86.29,7.98,3.05,12.07
,135.55,9.73,20.99,4.32,0.68,65.44,7.25,2.08,11.89
59.25,129.6,8.96,19.72,6.99,1.48,75.24,8.51,1.03,6.35
50.66,108.61,9.3,23.58,10.11,,65.71,8.16,1.83,10.02
54.03,117.33,8.3,16.92,9.03,,72.58,9.25,1.61,11.24
46.58,124.86,10.05,16.86,8.46,0.77,75.66,7.35,1.99,7.93
58.77,117.16,6.25,21.9,8.31,0.62,81.31,6.91,0.95,10.25
52.41,118.52,9.82,25.71,7.82,1.26,71.19,8.44,1.86,7.87
52.76,109.68,7.44,23.64,8.17,1.16,85.02,7.95,3.65,9.65
57.04,127.45,7.93,26.99,8.16,1.18,64.41,8.48,1.76,15.73
56.09,119.51,7.43,22.39,8.96,0.64,69.37,8.36,2.6,8.66
45.89,118.24,8.18,28.25,2.43,,83.32,8.02,1.78,13.01
52.09,107.39,6.4,25.72,5.32,0.84,63.52,7.36,3.06,7.22
46.23,120.73,7.17,28.19,6.45,0.21,69.21,7.99,1.42,10.2
56.7,117.06,9.59,22.39,6.57,1.19,70.04,8.26,1.53,10.84
43.18,132.25,7.26,23.54,8.04,1.42,72.27,9.03,2.23,12.94
51.67,127.76,9.78,18.82,6.15,0.76,95.47,9.17,3.76,11.93
47.66,125.6,11.08,22.47,7.41,0.35,68.51,6.78,3.09,7.68
51.87,116.72,8.86,23.54,6.19,,82.56,7.73,3.24,12.12
59.69,113.28,8.88,17.77,8.27,0.12,69.95,7.43,1.68,13.08
50.88,109.84,10.91,24.56,8.54,1.05,71.32,7.72,2.01,11.97
44.21,117.5,6.81,16.91,6.52,0.78,68.59,9.26,0.85,11.75
44.25,116.82,7.56,17.62,8.24,0.49,62.8,8.5,0.09,12.98
56.86,,9.25,16.31,6.52,0.76,77.68,7.05,0.57,10.42
46.4,126.35,11.32,21.96,6.21,1.55,73.44,8.26,1.76,10.56
51.21,133.56,7.43,20.77,10.18,0.22,55.86,8.09,1.19,13.22
51.44,121.72,5.88,25.28,8.2,0.27,60.45,5.92,2.67,16.5
51.02,126.43,10.4,22.1,7.2,0.76,77.41,8.67,1.23,10.79
63.23,106.18,8.06,20.32,8.33,1.31,64.6,9.24,1.19,14.29
53.47,130.07,6.66,27.58,6.88,,66.22,8.24,0.1,4.4
50.94,,8.84,17.15,11.27,0.85,64.24,8.17,2.5,10.1
49.52,108.18,6.75,25.18,8.24,0.48,67.86,8.21,3.07,13.91
60.35,133.27,,14.42,8.64,1.29,74.3,10.13,2.58,13.52
51.81,125.66,8.27,15.83,10.44,0.45,80.32,,0.0,16.34
,123.67,5.03,17.7,5.95,1.6,76.05,7.68,0.25,12.25
49.26,121.5,8.84,17.3,7.0,1.15,71.75,7.52,3.34,14.55
43.24,112.93,5.72,20.41,9.69,0.89,58.9,8.5,1.62,10.19
57.68,133.96,8.12,28.9,9.86,0.04,71.59,7.33,2.33,13.9
57.02,121.58,8.37,24.71,6.28,1.42,76.58,6.76,2.81,10.5
45.85,112.89,7.69,22.61,10.25,0.84,71.04,6.99,,17.02
45.1,110.24,5.21,24.78,6.81,0.57,78.31,7.86,2.08,5.75
52.54,109.65,8.64,22.05,10.08,1.26,51.87,8.45,1.5,9.99
60.64,116.02,6.66,17.29,9.03,0.36,78.57,9.01,2.26,16.78
46.24,132.9,5.65,30.23,7.01,1.08,67.42,8.23,1.67,7.05
51.17,104.23,9.05,23.73,8.05,2.16,67.14,7.05,0.42,18.26
50.0,123.08,6.64,25.85,6.14,0.63,89.31,8.85,2.55,9.5
51.89,113.37,9.36,14.07,,1.32,51.94,7.08,1.23,11.65
57.21,124.69,6.85,14.29,7.38,0.49,54.54,8.91,2.79,7.01
54.13,121.69,6.27,23.71,7.27,0.59,67.26,7.66,1.72,10.13
54.63,125.29,8.36,15.01,10.98,1.13,81.11,9.41,3.78,8.42
52.88,112.46,,26.86,8.36,0.0,59.33,11.25,2.54,13.11
44.84,115.7,10.6,22.14,7.01,1.09,73.25,8.28,3.18,13.42
50.0,97.71,12.04,24.25,8.15,0.54,87.0,8.44,1.86,8.28
48.45,111.58,12.27,23.73,8.34,0.32,71.27,6.91,2.7,14.2
57.07,118.96,7.04,29.97,6.33,0.59,72.09,9.46,3.43,14.31
52.01,114.78,9.44,20.59,9.58,1.41,66.24,9.17,2.16,9.44
47.75,106.49,6.9,30.19,8.32,1.87,67.52,8.74,2.87,13.99
47.15,124.61,8.41,23.49,8.81,1.42,74.53,7.85,2.15,8.01
56.12,,7.25,23.17,7.44,1.11,78.48,8.64,0.13,11.57
54.3,117.77,6.81,30.16,7.91,0.98,85.44,6.83,2.16,6.89
51.95,112.97,6.34,17.11,7.73,0.0,77.33,6.72,4.22,12.5
61.49,117.12,11.12,22.81,8.69,0.86,49.02,7.83,2.14,9.08
57.82,114.62,5.26,19.1,8.79,1.08,70.8,8.4,3.07,16.48
45.64,114.62,9.2,20.77,,1.25,75.53,9.04,1.8,15.08
,109.97,8.35,19.3,7.12,1.65,99.35,8.66,1.45,11.51
70.66,122.07,10.3,16.5,9.68,0.94,79.33,9.29,0.73,7.54
52.94,110.87,7.5,19.17,7.83,0.0,54.31,9.06,3.19,10.74
45.19,112.81,12.09,18.51,6.86,0.77,65.53,9.27,1.89,7.98
57.25,120.92,7.78,19.29,7.61,0.62,69.42,7.78,1.37,14.89
60.02,114.38,5.71,24.96,6.4,2.34,70.7,7.99,1.99,11.61
60.14,111.74,6.09,21.04,6.62,1.62,63.44,7.45,2.81,11.27
45.9,120.0,5.85,20.26,10.13,0.97,66.03,7.75,2.2,12.25
41.37,109.62,10.95,29.6,8.18,1.06,66.45,7.92,1.33,10.69
49.59,113.19,6.93,20.71,8.18,0.56,81.58,10.16,3.18,13.83
52.22,130.13,11.62,20.83,7.94,1.82,55.02,9.76,1.48,10.5
50.07,126.64,8.58,27.49,8.82,0.54,57.49,8.34,3.82,11.79
49.98,116.59,5.19,22.91,9.58,0.09,72.18,8.88,1.95,9.0
57.28,134.48,6.47,25.62,8.86,1.24,80.93,7.87,1.32,11.59
53.72,114.11,7.55,24.4,8.76,0.01,63.63,8.72,3.85,10.58
60.43,124.0,9.52,22.46,8.52,1.34,58.72,8.7,4.22,11.46
50.36,121.97,9.55,22.99,8.94,0.63,73.25,7.19,,9.97
60.04,116.63,11.32,22.43,8.32,1.42,78.2,7.87,1.11,11.12
54.42,120.74,6.7,28.19,9.39,0.0,76.56,6.87,0.91,9.69
53.91,113.84,9.65,22.54,6.63,1.4,71.5,7.69,0.87,11.12
48.83,121.06,8.33,26.13,7.35,1.74,66.4,9.51,1.34,14.83
63.22,115.67,7.26,23.91,9.66,1.27,90.14,7.18,3.38,12.85
56.32,129.29,3.56,24.13,9.74,1.12,72.25,7.82,2.27,6.76
44.74,127.35,6.22,,10.03,1.28,66.01,8.4,2.63,7.71
62.4,124.65,6.54,23.94,10.12,0.63,77.03,8.04,0.53,12.04
,112.06,7.8,19.39,8.98,0.63,83.77,9.65,2.99,7.71
62.96,109.41,8.41,21.23,8.23,1.37,83.66,6.96,0.87,15.38
56.44,110.68,,19.61,6.35,0.93,72.56,6.22,1.82,11.86
53.33,125.7,7.04,27.81,10.5,1.47,80.4,5.69,2.28,7.51
52.12,120.67,5.38,24.27,9.89,1.31,78.53,9.31,2.6,13.9
53.34,130.75,10.62,28.51,11.11,0.47,67.75,8.67,2.14,14.1
58.23,116.08,8.01,23.25,8.1,0.0,59.13,6.4,1.83,9.58
59.54,107.31,6.24,19.25,8.98,0.48,69.64,7.79,2.94,11.1
47.14,118.52,10.44,24.37,8.82,0.76,64.29,9.53,1.83,11.07
51.86,112.6,6.33,28.95,7.95,0.68,54.99,8.25,0.86,11.0
55.02,109.42,11.33,17.94,8.89,0.65,76.86,7.43,1.94,8.93
45.61,126.35,10.42,25.73,8.68,0.76,70.14,7.63,3.42,13.8
50.41,122.41,11.02,18.88,7.38,1.71,76.23,9.03,1.66,15.14
,129.59,7.14,23.92,9.65,0.74,67.21,7.39,2.39,9.8
57.6,119.99,3.34,21.65,5.59,1.62,78.7,7.97,2.0,11.18
64.16,95.49,7.5,21.71,7.33,1.42,78.31,7.94,2.81,7.28
43.01,115.44,4.66,25.0,7.38,1.06,87.71,6.21,3.19,13.46
,117.38,6.38,27.36,7.63,0.93,76.72,7.82,3.78,16.49
,124.26,8.86,19.27,7.08,0.6,65.94,,2.34,16.71
47.74,123.42,10.14,22.61,8.89,1.19,63.89,7.54,0.65,10.81
54.81,116.78,9.43,23.52,8.15,1.91,66.52,8.65,2.49,14.95
51.55,107.14,9.57,25.36,7.62,1.81,,7.96,3.93,11.32
54.22,89.66,8.93,22.41,10.26,0.55,74.71,9.04,1.63,
47.28,111.77,3.68,20.8,9.19,0.59,60.56,7.78,0.8,7.1
42.73,117.25,8.86,24.09,8.2,1.4,73.24,7.17,3.1,12.48
52.53,106.41,9.42,25.69,,1.15,78.4,8.26,2.72,10.24
46.64,112.37,10.84,18.77,7.28,0.81,77.67,9.48,1.38,14.66
47.94,118.92,8.67,22.05,6.83,0.92,67.11,8.88,3.42,11.55
60.87,122.3,6.74,17.13,10.36,0.99,69.51,7.77,3.25,13.41
50.25,113.91,6.39,18.73,10.27,1.15,64.91,10.16,3.08,13.17
52.29,120.13,7.48,19.11,9.93,1.12,68.43,8.47,2.86,9.69
61.07,116.73,8.73,18.91,7.81,0.0,,9.4,,9.71
61.77,120.7,13.4,26.03,7.2,0.97,65.25,7.37,1.81,
46.65,119.63,7.9,24.47,,0.0,67.84,7.59,1.31,8.29
54.22,130.97,,23.77,5.57,1.21,71.0,9.81,3.44,11.43
49.18,142.38,10.0,14.17,7.98,1.24,67.18,7.53,1.28,9.86
52.9,120.19,9.96,20.41,9.68,0.26,90.0,10.43,2.78,10.24
46.31,124.74,5.25,20.98,6.16,0.86,68.58,9.73,3.55,13.3
61.84,120.47,6.94,26.87,8.48,0.79,72.29,8.2,1.74,9.81
48.45,111.77,6.9,15.46,9.78,1.43,83.27,9.76,2.27,15.92
53.35,109.98,9.65,17.02,9.03,0.14,75.78,7.42,0.23,18.13
42.29,113.57,5.13,20.97,7.2,1.4,63.66,6.58,3.72,8.44
47.96,138.03,9.39,22.42,5.66,0.35,65.01,8.49,1.7,7.42
,124.3,8.63,18.79,4.99,1.08,73.9,8.98,2.24,12.53
49.17,127.79,8.44,17.31,8.81,0.89,63.8,6.73,2.12,12.57
51.09,118.87,6.9,25.0,6.28,1.58,79.15,9.98,3.16,7.51
56.98,121.17,7.09,24.55,5.14,1.95,67.96,6.92,1.48,18.11
54.94,124.69,6.24,19.14,6.69,0.76,62.29,8.54,2.1,11.51
44.97,121.01,8.27,16.56,9.17,1.65,62.22,9.28,1.48,6.41
44.49,116.99,9.19,23.31,7.51,1.07,83.87,7.85,2.82,8.25
54.11,103.73,5.87,23.82,9.94,0.56,68.96,7.2,0.0,13.9
50.91,118.12,7.74,28.73,7.49,0.59,55.49,9.11,2.8,11.11
52.27,134.91,7.8,12.88,7.48,1.32,80.61,8.68,1.44,12.15
59.74,127.47,5.1,19.51,10.12,0.61,,6.85,1.64,11.06
43.58,108.37,,25.12,9.7,0.5,65.53,7.84,1.05,11.48
52.8,119.68,9.24,18.81,11.53,1.93,89.43,8.34,2.94,8.76
60.48,105.65,7.09,25.59,,0.51,61.14,7.82,3.36,9.19
47.51,119.06,7.09,23.54,5.32,1.2,75.72,8.19,3.74,13.29
51.29,123.72,8.65,23.31,6.6,1.58,44.31,7.76,2.25,16.08
47.05,128.4,8.11,20.19,7.08,2.22,76.91,7.97,2.98,9.93
45.48,127.99,,12.52,9.38,0.9,66.48,7.67,3.33,8.09
54.87,103.3,5.87,19.78,7.04,0.87,79.57,7.4,0.95,16.75
38.02,127.22,9.04,18.12,9.86,0.96,75.66,6.44,0.3,11.4
60.63,131.43,8.75,29.36,6.44,0.95,87.59,7.76,2.62,10.05
47.52,114.09,6.89,24.02,6.14,0.88,68.09,8.92,3.93,8.5
57.79,118.13,7.39,25.37,8.24,1.55,70.82,7.69,1.53,10.53
61.37,109.25,6.23,22.3,9.32,1.05,54.56,8.34,0.8,16.25
51.36,117.06,8.29,21.69,6.84,0.17,65.17,6.92,1.73,14.58
61.08,109.48,5.76,26.24,6.14,0.89,67.15,8.0,1.22,6.63
53.85,106.54,9.15,19.47,,0.94,67.73,7.6,2.23,12.09
51.58,122.98,7.58,19.06,6.37,0.85,74.25,8.67,2.33,9.43
52.23,116.42,10.64,16.01,7.05,0.81,74.72,7.39,2.03,16.07
55.17,108.54,8.64,20.6,8.36,0.63,64.36,7.82,1.77,11.27
52.94,107.96,9.88,23.47,10.24,0.97,68.86,8.94,2.24,10.07
58.58,119.53,9.92,31.33,7.82,1.35,73.75,8.1,1.02,10.82
48.27,119.24,8.55,25.86,8.41,1.6,66.4,7.67,1.76,15.26
,132.17,7.87,16.37,7.23,0.79,60.99,5.24,2.1,12.41
54.63,112.8,10.01,20.14,8.0,0.29,69.26,5.63,0.9,14.29
47.28,115.09,10.16,17.41,7.78,1.92,74.05,8.06,0.99,4.73
56.18,120.6,3.25,22.76,9.25,1.51,70.4,7.2,1.8,14.62
54.66,114.3,7.24,17.52,6.59,0.87,67.86,10.2,2.54,12.8
54.69,125.12,10.33,19.89,5.46,0.68,84.38,8.07,1.15,11.63
55.35,125.99,6.42,18.26,8.05,0.71,73.92,7.96,2.25,12.28
49.04,104.77,6.99,19.58,7.56,0.91,62.82,6.9,1.24,7.64
54.72,104.7,3.9,30.87,6.89,0.84,63.39,7.13,1.35,10.23
45.8,118.48,7.7,16.44,7.31,0.6,62.75,8.44,1.7,9.42
65.78,118.69,9.08,23.31,8.2,0.68,,7.39,1.36,9.72
56.7,124.66,8.5,17.38,9.2,1.15,79.79,8.16,2.26,11.84
59.53,120.81,6.77,17.81,7.53,0.64,77.73,8.78,2.47,
50.57,126.92,10.34,26.61,6.97,1.05,74.88,8.51,2.81,12.39
51.42,118.99,10.18,21.12,10.42,1.74,78.81,8.97,2.44,7.77
52.99,113.78,10.82,20.98,6.71,1.32,79.93,7.8,1.72,9.14
56.91,121.55,8.56,23.4,9.76,0.49,72.86,8.52,2.55,9.04
62.93,114.36,10.02,16.6,10.42,0.91,80.65,8.5,4.29,7.58
41.34,130.04,7.87,17.97,10.34,0.88,69.01,9.18,1.21,14.32
49.55,119.87,10.13,19.94,8.1,2.11,60.76,8.31,1.6,19.33
52.18,122.14,6.19,24.55,9.46,1.3,77.46,6.98,2.22,7.8
59.3,113.37,,19.92,6.24,1.82,71.08,9.21,1.58,
48.26,125.28,6.24,15.65,6.49,1.85,53.27,9.41,3.35,11.66
59.42,104.11,9.22,20.18,7.28,1.38,66.5,8.05,2.81,15.6
50.94,106.43,10.11,18.26,8.65,1.64,80.16,7.55,4.27,14.29
49.28,116.99,11.84,23.79,6.37,0.93,66.62,9.23,2.17,5.01
47.24,112.89,10.1,17.89,6.27,0.85,81.43,8.5,2.49,13.84
50.22,126.2,9.64,20.96,9.51,1.24,56.59,7.21,0.87,10.75
53.69,118.74,9.96,23.33,5.09,1.06,79.88,9.88,1.28,15.8
45.02,130.84,9.54,19.14,11.58,1.5,64.83,7.98,1.95,16.66
49.58,116.43,7.06,24.6,8.1,,63.58,9.21,2.8,9.49
59.24,123.51,6.92,22.37,8.88,0.74,76.67,9.38,1.12,12.18
44.42,117.5,11.32,25.47,10.29,0.16,72.28,9.36,0.88,8.22
50.28,119.19,5.55,20.76,7.89,0.97,61.98,9.2,1.1,12.78
55.56,116.94,10.38,21.02,7.77,1.12,59.93,8.27,1.88,15.23
49.06,136.15,10.76,23.6,6.16,1.11,70.6,8.71,1.25,13.56
56.34,113.17,,13.31,7.92,2.04,76.88,7.55,2.31,14.52
49.89,125.88,11.85,26.02,9.8,1.06,54.77,7.48,0.78,13.69
57.79,111.72,8.28,27.2,4.79,0.28,64.76,8.42,1.72,12.39
46.22,134.92,4.15,13.51,7.74,0.81,59.9,7.54,1.37,13.93
52.48,121.63,8.76,23.8,6.94,1.56,45.57,7.53,2.35,10.2
52.36,132.17,4.16,21.25,4.67,1.32,60.39,5.44,1.91,8.82
44.7,118.25,10.97,17.94,8.07,0.33,72.71,7.31,1.34,14.04
53.39,134.03,9.39,27.73,9.3,1.25,65.41,7.8,2.31,12.86
53.78,111.7,7.09,25.37,7.06,,95.37,6.46,3.71,13.41
57.07,119.26,7.13,26.42,9.01,0.1,64.5,7.64,2.22,6.59
55.82,114.45,10.05,25.67,8.24,1.18,57.59,7.44,1.6,11.13
56.05,123.59,6.16,22.74,7.77,1.1,78.18,8.6,2.2,13.67
53.17,112.7,10.0,30.72,8.07,1.21,59.04,8.28,1.69,9.96
49.07,111.48,5.96,23.63,9.34,1.6,69.58,9.14,4.15,16.7
44.25,107.95,5.61,28.88,8.87,0.17,73.02,5.85,1.38,15.27
49.08,135.2,10.22,20.19,9.83,0.63,78.99,6.75,2.36,10.85
53.61,118.56,10.97,20.4,7.58,1.09,59.4,7.55,3.64,10.07
57.57,124.63,8.77,18.01,10.86,2.09,62.87,6.6,1.94,12.18
64.93,102.45,5.32,28.19,6.9,1.45,85.74,8.33,3.1,14.24
51.4,110.41,7.48,28.08,10.8,1.05,68.16,8.02,1.47,11.99
56.72,115.97,12.57,20.66,7.99,0.47,88.66,8.23,1.16,9.12
55.04,111.27,5.59,19.41,7.87,2.14,63.01,8.05,2.5,18.27
