performance_score,projects_completed,weekly_hours,training_hours_yr,salary_lakh,promotions,attendance_pct,satisfaction_score,years_experience,team_rating
83.06,9.32,39.9,,12.66,0.79,98.38,3.19,4.43,3.51
66.56,10.21,40.19,33.35,12.9,0.63,85.62,3.3,6.12,3.53
66.06,10.81,39.6,32.64,13.6,1.92,95.64,3.28,,3.26
61.99,8.69,38.34,48.29,16.42,0.13,88.38,3.32,4.33,3.75
75.02,11.29,43.55,36.55,10.06,0.64,88.56,2.6,7.47,3.02
67.86,12.23,45.04,37.9,18.05,0.87,89.68,3.06,5.8,4.02
64.88,13.83,42.5,44.69,15.26,1.14,89.33,3.76,4.17,3.5
74.64,8.15,42.23,31.84,8.99,1.5,92.47,2.84,5.93,3.68
70.54,13.75,41.66,53.65,20.29,0.72,89.9,3.3,7.4,3.5
69.49,9.12,38.39,40.08,16.54,0.52,88.66,3.76,3.72,4.04
77.19,12.84,40.86,35.35,14.69,1.02,90.4,3.41,3.04,3.74
69.89,12.21,42.66,35.8,14.6,0.68,91.02,3.03,4.75,4.18
71.62,9.41,44.6,25.03,15.23,1.39,90.88,3.02,5.1,3.79
79.12,9.26,43.26,53.86,13.89,0.72,94.23,4.18,3.82,3.25
68.14,10.51,41.39,46.43,14.31,0.01,90.63,3.66,5.35,4.05
76.7,12.02,42.44,33.88,15.52,1.51,90.51,3.19,2.82,3.85
61.88,12.44,37.78,52.46,12.36,0.84,89.39,3.91,5.18,4.01
75.05,7.17,42.48,46.39,13.62,1.3,92.05,3.41,5.51,3.65
83.64,10.64,46.56,37.59,17.9,1.79,96.61,3.43,8.76,2.67
74.99,8.8,47.17,43.5,15.13,0.43,94.54,3.29,9.09,3.56
75.44,11.46,49.06,38.76,15.9,1.85,90.91,3.49,5.09,3.41
81.89,,47.26,48.22,18.09,0.42,95.65,3.03,3.89,3.52
70.62,9.92,35.95,45.26,19.35,1.03,87.53,3.48,8.97,3.07
71.1,6.28,36.62,42.58,12.78,0.58,90.13,3.69,3.9,3.44
62.25,10.8,42.34,43.75,15.67,,88.12,3.54,2.83,4.76
81.15,13.95,39.05,31.94,11.98,,88.23,3.07,2.67,3.79
72.06,11.01,40.22,35.47,16.28,0.14,89.67,3.33,4.87,4.01
65.81,10.37,42.9,38.88,10.28,0.51,90.42,2.74,6.23,3.17
,9.33,41.81,41.84,16.74,1.1,92.56,3.89,6.06,3.55
65.15,11.62,43.44,32.08,11.08,1.18,93.95,3.06,7.99,4.27
76.7,9.62,37.65,46.69,16.2,0.54,85.69,3.71,6.15,3.73
70.27,10.04,36.67,48.02,16.84,1.52,86.08,3.54,6.3,3.94
67.43,7.95,46.03,35.44,17.58,1.69,,2.94,3.97,2.99
60.17,10.65,41.37,42.58,18.67,1.39,88.68,3.04,7.38,3.8
74.86,9.38,46.62,54.52,13.29,1.49,91.23,3.82,9.22,3.74
72.2,8.41,40.65,41.41,14.26,0.25,89.6,3.37,5.17,3.35
68.24,7.82,43.82,49.38,14.83,2.12,89.53,3.56,2.79,4.28
56.39,11.07,44.73,43.46,15.19,0.91,94.85,4.27,,3.44
68.38,8.99,36.29,22.13,,1.23,92.37,3.04,6.58,3.12
78.99,9.28,46.3,39.93,14.77,1.33,95.24,3.94,7.98,3.31
71.18,10.46,40.21,40.8,12.96,1.38,93.59,3.4,5.76,2.78
78.22,7.8,39.68,41.09,19.14,0.28,86.49,3.47,4.68,2.58
82.69,8.3,39.63,33.34,10.7,0.65,91.41,3.85,6.74,3.11
69.69,7.55,40.84,34.49,,1.81,89.2,3.93,4.02,3.29
71.55,11.13,36.7,34.41,12.71,1.13,91.11,3.3,3.94,3.29
71.13,11.75,45.1,38.94,17.0,0.64,93.07,3.16,6.3,3.79
70.43,,48.12,40.65,18.21,0.81,95.87,2.8,7.88,4.15
69.23,10.53,40.76,,10.08,0.99,90.4,3.66,2.43,3.65
83.31,13.97,37.76,40.01,12.92,1.56,91.22,3.72,5.89,3.14
,9.52,38.17,52.42,17.01,1.0,91.59,3.54,4.56,4.27
70.23,10.22,40.07,50.48,11.68,0.56,94.59,3.87,4.62,3.8
73.72,9.84,43.34,39.24,14.63,0.77,94.37,3.77,4.78,2.74
72.33,9.42,41.34,26.4,14.18,0.95,90.35,3.58,4.13,3.23
69.8,11.52,,35.72,18.38,1.43,92.68,3.8,5.44,3.34
76.78,11.36,45.94,36.31,12.71,0.48,90.57,3.26,7.04,3.29
65.98,12.77,41.47,37.81,16.87,0.84,96.0,3.5,4.62,3.17
73.97,13.98,40.51,37.18,19.63,1.17,92.08,2.65,7.14,3.25
85.87,7.58,36.86,40.47,13.0,1.01,89.39,3.65,4.76,4.09
70.06,8.83,43.29,,13.42,0.73,87.44,3.76,6.73,3.55
77.23,11.12,45.58,24.33,11.73,1.07,92.29,3.24,3.92,3.12
68.26,7.4,41.01,42.33,15.1,0.61,93.58,2.76,2.9,3.37
72.25,8.5,39.4,24.13,8.29,1.8,87.04,4.39,7.27,3.16
72.57,10.15,43.48,39.36,14.89,1.81,94.15,3.68,7.1,3.0
75.66,9.35,41.65,21.76,22.43,1.17,88.46,3.83,6.61,3.7
68.84,13.76,44.52,40.19,15.68,0.36,93.31,3.7,5.54,3.32
71.89,10.23,44.95,42.17,8.09,0.63,89.05,3.46,7.48,3.44
70.09,12.76,43.07,56.65,18.13,1.25,88.49,3.29,5.12,3.84
70.91,11.05,38.23,37.41,20.08,0.75,90.55,3.7,7.1,3.38
73.44,10.29,39.45,43.68,16.25,1.7,95.18,4.13,5.57,3.84
70.34,9.47,49.07,30.74,16.08,0.0,93.52,3.39,3.5,3.21
79.04,6.15,46.2,33.11,11.94,0.47,88.66,3.12,3.14,3.18
72.58,6.63,37.56,40.43,13.06,0.8,94.24,3.17,7.82,3.81
73.61,13.69,43.33,43.63,19.7,0.78,86.02,3.86,2.72,4.33
75.01,11.15,39.88,47.83,9.73,0.72,92.98,3.53,7.72,3.71
79.44,6.63,39.85,33.36,16.19,1.86,91.13,3.19,4.59,3.74
71.7,8.36,40.67,32.32,20.71,1.34,91.83,3.79,4.99,
74.05,11.49,39.7,55.02,18.74,1.2,91.65,3.83,7.22,3.18
70.18,9.13,39.53,37.43,13.82,1.42,89.89,3.32,5.76,3.79
64.98,7.17,40.89,,11.9,0.95,,2.83,5.71,3.08
74.64,5.02,46.16,13.97,20.26,1.02,88.11,3.13,3.86,3.66
68.66,7.13,39.36,32.38,13.69,0.57,91.89,3.26,4.83,3.87
71.4,13.23,37.74,43.77,15.7,0.14,91.29,3.77,4.9,3.76
69.24,8.01,41.83,30.31,21.52,1.19,95.72,3.36,6.39,4.29
67.96,8.45,43.28,31.48,16.49,1.39,91.17,3.14,0.21,3.87
73.43,9.08,40.85,50.71,15.89,0.77,97.27,3.54,4.68,4.0
71.77,10.28,46.43,42.28,18.28,1.27,93.31,3.57,1.59,3.17
70.23,9.73,39.78,35.56,19.89,0.69,89.16,2.98,0.87,3.75
72.62,11.05,45.33,,12.15,1.24,95.42,4.37,7.91,3.77
68.96,11.24,36.92,44.55,15.86,0.23,,3.35,,3.22
78.42,11.35,40.88,43.07,21.33,1.92,92.39,3.49,5.94,3.84
66.56,9.91,46.59,35.67,19.31,0.7,93.53,3.8,8.21,
79.64,10.2,41.55,46.18,14.55,0.53,96.17,3.65,5.07,3.92
65.08,10.83,43.57,37.28,21.91,1.45,89.68,3.11,9.08,3.58
79.22,8.46,40.34,37.93,14.97,1.3,92.01,3.7,6.3,3.11
72.74,11.33,41.71,43.34,13.48,1.53,91.14,3.32,6.36,3.75
72.65,8.66,43.48,35.53,11.59,0.69,87.94,3.69,4.38,3.41
73.0,11.16,47.59,49.94,13.09,2.29,87.55,3.5,6.13,2.94
76.08,14.22,46.43,42.27,13.5,1.34,91.39,3.71,4.01,3.38
71.99,8.69,37.86,46.76,12.85,0.63,94.37,2.43,5.91,3.82
69.98,7.75,41.1,,14.58,1.68,93.33,2.97,3.75,3.87
76.36,8.89,42.71,37.14,21.47,0.95,88.68,3.36,6.22,3.17
65.7,10.79,37.06,25.86,11.17,1.48,98.36,3.36,3.4,3.25
72.12,7.51,38.86,34.96,14.37,0.54,94.31,3.47,4.78,3.86
75.04,7.2,42.43,40.62,16.58,0.18,91.17,3.47,7.06,3.18
,12.1,37.81,40.21,16.15,1.17,96.62,3.77,1.7,2.91
67.55,12.42,38.33,40.12,10.85,0.6,87.92,3.43,7.91,3.41
66.35,9.22,42.8,50.61,20.09,0.25,88.96,3.4,3.44,3.68
70.81,13.15,40.65,55.17,14.93,0.81,92.93,3.74,4.16,3.93
73.95,9.57,42.77,21.71,14.95,0.33,93.82,2.85,6.44,3.08
71.15,11.33,45.33,38.94,18.49,1.0,91.28,3.12,9.41,3.65
63.21,9.1,,43.07,15.85,0.9,92.66,3.53,2.53,4.02
69.51,11.89,41.17,46.64,15.91,1.31,86.17,3.43,7.82,3.45
80.74,10.38,39.61,33.73,17.9,0.43,88.59,3.5,4.27,2.94
77.52,15.32,38.96,38.26,16.86,1.81,86.73,3.45,4.04,3.42
66.84,10.83,44.43,39.88,17.39,0.98,90.46,3.87,8.65,3.85
,7.42,42.08,43.38,16.86,1.12,90.62,3.44,7.71,
72.76,7.1,47.64,38.3,15.91,0.5,94.77,3.87,3.29,3.64
67.21,11.81,43.79,39.13,12.5,0.11,88.38,3.79,4.5,3.31
75.47,11.63,38.99,35.22,18.25,1.22,93.88,2.51,4.15,3.57
72.5,7.21,42.86,46.24,19.17,,89.33,3.7,2.64,3.5
65.8,9.7,42.02,31.91,,0.44,89.19,3.5,7.64,3.43
83.37,9.14,39.05,61.34,11.8,0.63,98.64,2.95,2.29,3.36
67.83,8.25,40.67,37.42,15.85,0.53,85.53,4.06,4.81,3.28
77.97,11.37,42.89,24.71,19.01,0.47,90.34,3.53,7.11,3.89
72.08,8.6,42.51,45.88,15.49,0.89,90.48,3.47,2.4,3.91
74.6,10.35,39.98,33.43,21.01,0.76,87.19,3.29,1.76,3.54
68.01,5.37,38.93,41.1,16.45,1.32,93.84,3.47,5.51,3.74
70.35,7.12,,49.34,14.35,0.78,91.21,3.39,3.41,3.61
69.57,11.09,37.19,42.74,16.89,0.55,94.67,3.77,4.38,3.89
80.11,11.99,41.57,35.48,16.34,1.43,87.47,3.51,6.62,2.8
69.63,7.48,41.58,45.75,18.19,1.11,90.76,3.81,3.22,3.32
68.7,9.91,41.91,26.71,11.06,1.71,90.22,3.31,3.81,3.31
69.29,9.88,40.71,30.47,17.3,0.78,89.95,3.9,5.7,4.0
71.9,10.7,42.05,38.21,15.09,0.54,93.49,3.3,2.45,3.47
74.17,10.84,43.44,21.85,13.99,0.97,94.63,2.81,6.21,3.48
82.78,8.68,43.97,24.14,18.29,1.21,90.35,3.82,7.18,3.57
65.69,11.91,43.3,37.62,12.39,1.41,86.08,3.33,4.36,3.17
75.43,8.73,44.14,44.74,16.62,1.69,86.39,4.02,7.15,3.42
73.36,11.85,44.18,38.15,17.03,0.85,89.02,3.77,6.98,3.79
75.59,10.86,38.01,40.08,13.81,0.69,90.06,3.64,7.04,4.11
74.49,12.6,41.73,42.72,19.78,1.75,83.53,3.67,6.9,3.59
69.36,11.5,45.07,47.88,16.19,0.96,89.67,3.3,2.13,
79.32,6.73,40.44,42.46,9.87,0.86,,3.28,5.45,2.99
83.21,11.13,46.85,26.62,13.77,0.58,88.91,2.83,4.64,3.15
75.67,10.81,42.76,44.71,8.52,1.01,95.01,2.97,4.81,3.31
71.1_err,10.0,42.16,54.86,13.16,0.62,97.27,,2.7,3.64
74.4,11.18,45.3,44.58,15.67,1.54,94.13,4.04,4.23,
77.86,7.23,42.03,34.23,13.72,1.14,90.04,3.49,7.37,2.89
67.71,8.78,39.29,39.8,16.91,0.0,90.57,4.5,4.93,3.96
76.77,12.96,43.28,59.8,16.6,,89.91,3.29,3.73,3.89
69.39,7.51,43.95,34.22,17.35,1.3,96.98,3.85,3.35,3.81
74.87,8.95,42.41,39.24,18.91,1.54,95.14,3.66,2.94,4.01
68.97,11.18,42.37,36.02,14.86,1.61,87.45,3.33,4.16,3.4
66.09,10.82,43.52,42.43,14.98,1.5,84.4,3.47,2.92,3.13
76.61,10.08,41.59,51.32,18.01,0.64,89.3,4.26,7.07,3.8
70.77,11.52,40.1,30.74,14.47,0.6,95.8,3.39,6.35,3.43
68.66,5.5,38.18,45.27,17.8,1.86,89.8,3.86,7.29,3.63
68.56,6.6,41.24,30.22,11.09,1.33,92.61,3.62,5.84,3.58
70.29,9.93,42.02,43.08,23.02,0.73,88.95,3.88,4.91,3.96
71.68,13.31,41.63,35.74,13.73,0.96,89.72,3.21,5.16,3.47
72.19,13.18,43.87,34.38,11.33,0.78,86.99,3.51,7.73,3.6
63.59,9.63,,45.3,18.6,2.07,92.33,3.46,3.5,3.42
74.75,13.56,44.27,43.79,13.55,0.34,88.43,3.94,7.38,3.63
74.73,6.66,39.64,42.94,14.95,0.75,88.57,3.44,3.69,4.08
69.83,5.6,,37.79,13.88,1.69,85.88,3.64,4.61,2.73
70.88,10.46,44.25,56.68,16.85,0.22,92.98,3.44,7.19,3.98
68.62,,46.13,48.25,10.64,1.3,89.19,3.25,5.96,4.02
77.42,10.24,39.74,40.19,16.08,1.31,94.27,3.33,7.0,3.46
75.46,10.18,40.92,45.8,7.33,1.44,87.36,3.85,2.53,3.66
77.91,11.4,38.0,37.37,15.07,0.85,95.37,2.78,5.36,3.17
62.21,6.27,44.21,51.59,9.88,1.34,90.18,3.32,2.59,3.11
65.49,8.75,40.64,29.99,13.11,0.5,91.2,3.74,4.67,2.85
78.04,8.17,40.04,17.58,12.18,1.42,90.06,3.18,4.64,3.61
68.52,12.08,40.35,42.79,7.4,0.0,96.38,3.59,,3.83
75.04,11.06,,45.39,11.29,1.25,92.13,3.63,4.93,3.38
72.08,6.74,36.33,41.45,16.45,1.26,90.13,3.39,5.94,3.68
68.57,12.52,36.47,36.27,14.53,0.0,91.97,2.78,7.6,3.28
73.09,11.92,46.55,38.79,16.8,1.05,86.64,3.79,4.63,3.17
77.43,8.66,40.52,20.93,16.76,0.46,89.65,3.89,3.48,4.05
71.28,10.22,42.74,45.26,17.87,0.94,92.87,3.24,4.66,3.25
77.01,11.2,40.24,39.18,,0.11,90.92,3.75,6.8,3.55
80.97,11.44,44.25,49.75,20.33,0.59,90.09,2.79,4.67,3.63
67.0,7.4,37.29,41.57,13.57,0.68,98.17,3.2,4.8,2.98
63.53,13.11,44.32,45.34,12.94,1.76,90.17,4.13,2.85,3.64
69.69,14.16,41.34,35.92,17.68,2.13,89.63,3.91,4.99,3.57
69.75,8.54,40.84,30.77,11.32,1.66,88.63,3.51,3.0,3.67
69.36,9.02,41.53,29.44,16.97,1.32,91.92,,,3.68
72.3,11.27,41.95,41.03,13.5,1.13,94.52,3.76,7.15,3.67
63.96,10.0,42.45,39.32,11.63,1.89,88.0,3.54,,3.46
79.73,11.78,41.72,31.87,15.19,1.16,90.67,3.42,2.43,4.03
76.23,9.85,46.07,41.33,18.46,0.41,87.27,3.57,2.82,3.93
70.82,11.58,43.48,28.96,19.19,0.96,91.04,3.72,5.23,3.58
67.35,11.36,41.48,47.69,15.3,0.87,92.26,3.55,4.48,3.12
65.82,7.44,40.86,35.29,11.96,1.16,89.65,4.16,5.77,3.55
66.3,10.19,42.97,22.17,15.33,0.57,94.48,3.75,4.29,3.44
68.63,12.79,40.01,49.55,11.87,1.24,91.31,3.38,6.1,3.73
79.55,10.11,45.09,42.59,12.08,1.42,94.82,3.49,3.01,3.9
66.79,13.23,45.81,40.22,13.02,0.36,88.1,3.43,5.5,2.67
63.41,7.28,,56.15,12.61,2.5,88.08,3.17,6.82,4.13
71.83,7.49,39.88,46.59,16.63,0.96,95.47,4.09,2.38,3.44
72.21,11.58,40.91,30.38,14.7,0.92,88.33,2.83,6.06,3.39
75.57,,42.26,43.07,18.19,1.11,89.98,3.01,5.7,3.72
78.7,12.05,39.52,37.5,9.12,1.09,97.78,2.36,5.74,3.23
67.25,6.02,42.93,46.12,15.0,0.93,89.79,2.98,5.22,3.35
70.09,,40.46,33.56,15.68,1.12,82.94,3.63,4.7,4.19
72.38,9.56,44.03,34.18,17.84,0.99,90.66,4.31,6.46,3.69
58.1,10.29,43.62,45.04,13.54,1.4,93.29,4.4,8.3,3.03
83.56,7.53,48.2,36.88,16.1,0.87,91.25,2.76,6.59,3.44
61.88,10.89,42.73,27.35,19.81,0.7,96.56,3.49,5.92,3.78
75.38,8.7,41.33,41.62,19.43,1.0,91.38,2.6,2.64,3.72
68.84,8.83,41.06,41.0,13.68,0.72,87.33,3.34,3.0,3.55
71.74,8.44,44.23,29.16,14.08,0.99,92.08,3.75,2.91,3.05
75.96,8.67,43.05,39.99,12.83,0.63,89.55,3.66,8.2,3.64
71.29,9.25,46.18,41.08,16.99,0.06,90.98,3.55,7.19,3.47
68.69,13.51,37.1,37.12,18.79,1.39,88.95,3.95,7.69,4.09
64.61,11.7,38.65,52.06,10.54,1.2,91.22,3.58,3.61,3.87
74.76,12.36,38.5,41.6,13.05,1.12,85.83,3.95,4.05,4.05
67.81,6.71,42.62,22.12,13.88,1.5,93.2,3.43,6.89,2.89
62.21,12.61,38.96,30.48,15.13,1.67,88.0,3.45,4.71,3.68
66.5,10.35,43.27,42.07,18.52,0.59,89.61,3.23,3.95,4.01
73.71,12.14,40.09,32.76,18.72,1.28,91.32,3.62,2.78,3.46
71.3,8.58,38.66,42.24,19.29,1.31,96.4,3.5,2.72,4.11
77.07,12.55,41.08,31.96,15.2,0.33,90.23,3.79,3.17,4.25
80.87,9.88,42.56,39.47,11.39,0.71,88.07,3.61,7.59,3.69
78.96,5.19,40.2,37.04,10.51,0.0,89.35,3.27,4.21,3.13
60.71,13.83,43.1,33.94,17.19,1.23,93.23,3.43,6.84,3.22
62.11,10.67,43.65,46.7,17.0,1.08,92.73,3.79,5.28,3.51
72.21,10.28,42.05,39.72,19.51,0.62,91.15,2.99,4.39,3.23
62.81,9.24,41.18,51.9,11.82,0.36,92.77,3.41,3.4,3.97
74.0,9.81,43.78,50.38,14.32,1.64,94.81,2.69,4.2,2.8
81.07,6.52,36.85,35.78,17.28,0.35,90.04,3.7,4.49,3.26
63.66,12.81,46.15,38.62,14.14,0.61,96.19,3.02,5.56,3.4
75.12,14.46,41.72,39.21,15.43,1.56,89.36,3.51,7.69,3.42
68.24,10.84,37.97,36.65,13.84,1.58,87.89,3.95,5.7,2.94
71.63,14.11,45.78,34.34,15.5,0.0,88.96,,6.85,3.24
69.61,7.5,40.31,53.64,18.66,0.99,87.56,3.06,5.4,4.1
86.67,11.62,40.93,,13.07,0.87,92.28,4.16,4.62,3.31
73.4,9.74,41.67,28.95,16.65,1.35,91.64,3.19,7.15,3.32
79.86,13.55,42.17,45.43,13.44,0.54,94.61,3.32,6.36,3.92
76.07,7.56,38.48,45.27,14.21,0.52,90.51,4.06,5.89,3.77
71.5,11.38,39.02,31.57,11.76,1.34,92.46,3.54,6.81,3.61
76.62,11.43,41.73,55.44,20.09,0.76,92.69,3.4,4.33,3.18
71.92,12.21,46.13,50.24,12.5,0.8,89.89,3.81,9.32,3.8
75.34,10.52,44.48,29.54,17.82,0.86,92.45,3.42,3.62,3.28
71.92,7.37,41.39,44.28,15.37,0.91,90.63,3.16,5.36,3.69
68.53,9.17,45.01,36.97,15.48,0.78,88.91,3.76,6.99,3.28
73.44,8.65,45.51,37.64,15.11,1.95,87.38,2.95,0.31,3.31
69.48,7.64,,41.62,15.76,0.34,95.94,3.04,6.9,3.15
74.48,6.81,36.88,56.4,13.33,1.02,87.66,3.63,5.36,3.96
76.35,8.88,45.2,49.47,15.39,,93.5,4.48,3.09,3.09
67.99,5.39,41.67,42.27,14.83,0.3,88.54,3.42,4.43,3.2
,9.51,38.47,41.94,14.65,1.12,96.5,3.86,1.92,3.94
76.9,6.99,38.93,39.28,14.46,2.26,92.75,3.39,6.36,3.1
68.63,11.18,43.58,,11.64,1.5,89.65,3.04,2.01,3.67
78.38,9.1,38.98,43.94,14.9,0.82,89.89,3.18,1.4,3.92
72.94,11.18,46.36,40.83,15.61,1.16,91.43,3.02,7.55,3.67
64.33,7.02,38.3,47.66,11.87,1.1,92.62,3.12,4.67,3.46
78.18,9.74,43.17,37.85,16.64,1.41,86.31,3.58,4.63,3.66
78.34,13.14,42.87,53.83,12.96,1.05,91.64,,3.6,3.53
59.08,10.53,41.1,44.45,13.48,0.83,89.97,3.28,3.92,3.32
67.48,7.75,41.74,47.28,12.86,1.66,88.37,3.75,6.29,2.99
69.43,12.63,37.19,40.15,15.18,1.61,88.3,3.46,,3.85
64.58,12.46,37.87,29.31,8.83,1.54,89.92,4.21,3.97,3.46
71.23,10.64,44.92,32.35,16.09,0.44,95.8,4.08,6.93,2.39
77.66,11.71,39.77,44.84,17.36,0.0,92.82,3.36,8.92,3.46
81.63,12.88,47.37,46.22,12.62,0.45,90.93,4.0,5.46,3.28
83.34,12.89,41.28,,17.83,0.99,90.77,,2.03,3.53
58.79,7.15,37.55,35.06,5.94,0.98,88.16,4.0,9.65,3.99
64.82,9.61,41.04,49.85,16.5,1.11,90.1,3.24,3.73,3.12
70.42,9.67,42.41,39.71,16.77,1.31,95.26,3.97,5.49,3.27
85.41,7.66,38.62,34.62,18.27,0.1,97.28,2.95,6.81,3.81
78.24,12.43,40.56,47.9,17.14,1.18,93.08,3.42,5.78,4.01
84.35,9.88,44.72,45.07,9.88,1.28,92.05,4.18,4.79,3.82
69.99,8.19,40.95,41.19,14.25,1.82,88.51,3.58,5.89,3.46
65.68,9.59,38.61,38.79,16.68,1.38,87.1,3.43,5.67,3.39
65.62,11.29,45.07,31.16,12.19,0.37,96.84,4.27,6.74,3.22
68.03,10.37,43.22,47.04,13.76,1.01,91.7,3.81,6.26,4.08
67.96,14.08,41.59,37.8,17.31,0.73,85.96,3.31,4.99,3.32
75.28,7.05,46.75,40.83,14.35,0.86,94.71,3.53,2.16,4.13
78.15,8.14,45.46,41.81,12.64,1.41,96.17,3.22,5.22,2.56
71.18,9.74,42.36,40.46,15.63,1.86,87.22,4.16,4.67,2.94
78.73,6.76,42.76,33.96,9.52,0.35,93.93,3.15,5.62,3.41
71.44,11.13,42.64,23.31,12.24,0.82,86.44,3.33,8.83,3.73
67.81,9.91,46.29,54.58,13.59,1.03,94.98,3.22,6.81,3.29
81.51,9.32,37.61,45.45,9.43,1.53,88.56,3.27,6.38,2.83
70.68,11.7,32.84,38.4,12.06,1.37,84.65,3.14,4.38,3.15
,11.32,42.67,34.12,10.45,1.64,92.32,3.92,6.26,3.68
63.43,11.17,45.35,34.98,14.87,1.36,87.03,3.93,5.74,3.71
67.74,7.26,49.92,44.04,12.01,1.46,93.69,3.76,3.24,4.2
67.21,10.8,44.6,33.72,15.82,1.36,93.44,2.65,1.47,
77.87,11.97,39.2,29.45,11.29,0.57,92.81,4.02,4.09,3.29
74.6,9.49,38.13,36.81,13.06,0.4,95.08,3.27,1.95,3.12
69.5,11.09,36.75,43.81,12.26,1.17,92.63,4.19,2.62,2.74
67.91,6.21,42.23,52.42,13.29,0.67,85.98,3.43,2.66,3.12
77.85,7.92,47.29,46.11,14.89,1.13,87.83,3.39,1.86,4.03
74.92,10.27,44.42,39.79,11.56,1.19,88.97,2.85,4.98,2.34
68.58,6.45,46.59,34.3,11.63,1.07,95.65,3.55,6.63,2.91
76.5,8.32,42.06,26.68,11.64,0.96,88.88,3.49,5.58,3.45
71.57,12.67,40.72,42.64,14.84,1.21,91.49,3.84,3.69,3.55
69.61,11.96,46.89,46.55,18.46,0.38,90.56,3.07,4.82,4.26
67.79,4.99,45.53,28.57,16.57,0.26,89.39,4.07,4.64,3.48
65.34,12.64,39.89,35.99,19.28,0.55,94.98,3.53,9.0,3.0
76.82,11.57,43.0,23.08,19.05,1.47,91.86,3.36,5.39,3.62
75.26,8.78,42.4,49.61,13.99,1.53,91.3,3.04,1.17,3.41
72.12,10.67,43.56,34.04,14.23,0.43,91.34,3.09,8.17,2.97
66.99,13.29,38.03,38.53,15.81,1.51,90.16,3.14,4.12,3.17
73.05,13.76,45.82,51.53,24.67,1.6,93.79,2.88,5.28,2.93
63.27,10.02,38.72,43.86,11.93,0.68,87.77,3.15,5.55,4.2
74.3,8.4,44.04,39.43,11.97,1.81,94.2,3.19,6.28,3.5
66.51,9.66,39.69,44.07,17.86,0.68,96.39,2.8,3.24,3.49
76.23,10.67,39.67,48.29,16.76,0.43,91.11,3.95,8.03,2.86
68.99,9.56,39.2,41.41,18.24,0.62,90.14,2.84,3.18,3.77
58.81,12.49,37.05,36.42,18.09,1.06,87.3,3.13,7.03,3.22
76.25,10.12,40.63,34.51,20.06,0.73,98.23,,5.44,2.75
67.03,11.79,44.13,29.37,11.15,1.25,95.29,3.17,2.15,2.95
65.49,14.35,43.38,22.31,18.11,0.31,89.97,3.14,5.02,3.37
68.94,10.07,42.46,49.05,10.88,0.94,96.87,3.38,6.77,3.15
78.34,9.28,38.07,39.83,11.89,1.09,94.54,2.88,5.73,3.32
72.63,10.58,37.51,36.7,13.24,0.48,88.83,3.34,4.36,3.88
77.22,7.73,38.21,,13.84,0.92,90.83,4.26,7.09,3.31
75.26,9.85,44.12,35.39,12.56,1.51,89.37,,3.73,3.22
69.93,11.49,42.07,54.69,16.7,0.98,94.6,3.66,8.65,3.79
71.93,6.8,38.78,38.74,16.71,1.45,89.66,4.04,1.14,3.55
73.69,10.53,44.83,41.53,16.45,0.75,93.92,2.92,1.75,4.2
70.65,6.4,48.4,28.94,12.49,1.89,92.16,3.92,5.76,3.28
75.59,9.05,41.12,48.4,11.98,1.3,91.2,3.67,5.12,3.06
74.5,12.99,41.33,45.91,12.19,0.98,88.99,3.39,8.32,3.08
70.82,12.92,41.27,41.54,21.67,0.73,90.44,,0.0,3.58
69.33,8.03,39.6,52.57,13.41,1.19,90.08,3.4,6.48,3.67
63.09,9.53,46.57,34.56,16.55,1.59,86.64,3.35,7.09,4.1
68.34,12.3,45.1,46.08,17.06,0.62,90.34,2.85,5.63,3.37
74.25,9.54,39.57,41.17,15.29,0.88,88.34,3.42,2.57,3.75
83.93,9.46,43.15,51.75,16.62,0.41,90.76,3.53,7.01,3.94
72.24,10.38,43.55,36.36,14.81,0.83,89.18,3.36,4.57,3.37
74.17,5.13,38.5,36.96,19.12,1.14,90.42,3.48,3.49,3.66
77.84,6.68,42.37,25.13,15.9,0.51,91.55,3.16,5.99,3.51
73.21,10.48,44.21,34.43,14.79,1.32,87.49,3.35,8.06,2.97
75.99,11.57,37.17,40.92,20.25,1.47,90.35,3.26,4.44,3.99
71.8,12.82,40.27,42.15,19.67,1.1,88.55,,4.77,3.73
71.27,11.14,37.77,38.77,10.06,1.09,95.95,3.61,7.21,3.1
72.26,7.36,39.49,33.9,17.03,1.5,91.74,3.93,6.59,3.38
62.1,10.84,41.35,47.58,13.41,0.54,96.16,3.29,5.87,3.81
67.86,10.2,36.26,41.51,,1.43,94.58,2.67,3.51,3.77
79.87,8.91,42.99,24.93,12.91,0.83,86.31,3.26,0.0,3.21
73.79,11.51,43.29,33.34,16.4,1.11,94.52,3.43,6.54,3.08
76.03,11.95,40.21,30.47,15.91,0.21,89.15,4.77,2.56,4.11
71.54,8.01,42.93,56.42,14.7,1.12,91.11,4.04,3.74,3.75
72.09,8.03,38.49,27.61,12.14,0.64,92.16,3.47,6.13,3.26
75.84,,40.05,36.81,16.9,0.75,90.02,4.16,3.54,3.95
78.85,8.23,38.21,45.64,13.45,0.9,93.77,3.78,7.32,3.47
76.41,11.91,,39.63,17.73,1.75,93.3,3.15,7.26,3.14
76.23,,43.54,41.36,19.16,0.6,85.78,3.02,4.46,3.65
76.99,9.24,37.62,51.52,14.33,1.08,96.03,3.08,4.99,3.24
