fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,alcohol,high_quality
12.5,0.37,0.72,8.8,0.178,48.2,77.7,0.9937,3.21,10.6,1
8.1,0.88,0.28,14.5,0.152,,256.4,0.9991,3.53,10.7,0
11.2,1.04,0.94,7.5,0.039,2.7,179.4,1.002,3.29,13.4,1
7.3,0.5,0.37,10.7,0.183,14.7,72.5,0.9976,3.71,10.3,0
15.1,1.13,0.06,12.4,0.067,28.0,22.5,0.9946,3.56,11.9,1
13.2,1.27,0.08,3.9,0.062,47.7,225.0,1.0009,4.0,14.3,1
15.5,0.12,0.85,5.7,0.076,11.1,12.4,0.9905,3.16,10.9,1
11.7,0.44,0.94,,0.133,31.9,240.6,0.992,3.64,12.1,0
10.1,0.77,0.82,11.6,0.113,65.0,283.3,0.9936,3.92,9.1,1
11.8,1.03,0.03,2.3,0.047,47.9,252.0,0.9936,3.0,11.8,0
,0.44,0.95,12.1,0.035,42.7,143.4,0.9927,3.79,11.0,0
14.9,1.4,0.76,13.1,0.106,52.0,116.4,0.9922,3.01,10.6,1
6.8,0.41,0.16,11.4,0.185,3.3,,0.9931,3.65,14.6,1
6.6,1.36,0.03,5.0,0.199,9.0,177.0,1.0011,3.83,9.3,0
11.0,0.78,0.73,10.0,0.074,47.9,195.6,0.9934,3.41,9.8,0
12.1,0.24,0.1,5.8,0.198,66.0,65.2,0.993,2.94,14.9,1
12.7,1.13,0.5,1.2,0.063,48.5,272.9,1.0005,3.21,11.1,0
9.2,1.11,0.74,2.4,0.076,41.4,67.2,0.9954,2.97,11.2,1
14.6,0.76,0.71,6.4,0.038,17.6,248.8,1.0031,2.99,12.3,1
8.2,,0.1,12.6,0.14,56.3,76.7,1.0016,3.05,14.3,1
14.2,0.25,0.57,1.8,0.14,52.9,48.1,0.9965,3.03,11.7,1
8.0,,0.87,11.5,0.076,7.9,67.7,0.9951,3.95,14.0,1
13.6,0.52,0.61,14.2,0.199,52.5,123.6,1.002,4.0,13.2,0
,1.35,0.31,12.5,0.182,11.7,185.6,1.0004,3.42,14.4,0
7.5,1.28,0.96,5.5,0.111,54.7,154.9,1.0027,3.84,8.6,0
15.5,0.57,0.14,4.4,0.047,51.1,94.5,1.0004,3.75,13.4,1
10.2,1.32,0.05,8.3,0.019,65.0,38.7,,3.79,9.6,0
12.0,0.29,0.09,14.3,0.091,57.7,71.9,0.9931,4.0,10.7,1
9.3,0.39,0.78,1.3,0.141,31.6,169.6,0.9999,3.68,14.6,1
13.4,1.37,0.62,4.9,0.133,41.5,105.9,0.9986,3.89,11.8,0
16.0,0.11,0.03,2.6,0.137,63.1,286.8,0.9977,3.96,9.8,0
8.7,0.45,0.72,,0.148,33.3,277.8,0.9924,3.75,10.6,1
13.9,0.95,0.41,14.7,0.093,24.7,71.4,0.9974,3.08,12.8,1
5.3,1.33,0.58,2.8,0.125,24.8,199.1,0.9925,3.01,10.5,0
14.2,0.99,0.15,11.1,0.17,65.6,170.9,0.9926,3.52,13.8,1
14.0,1.08,0.28,13.0,0.168,31.4,85.6,0.9956,3.39,8.8,0
15.8,0.56,0.95,10.2,0.112,12.9,274.2,0.9924,3.92,13.0,1
,1.47,0.12,14.6,0.047,38.1,279.3,0.9909,3.21,13.7,1
10.9,0.41,0.72,7.6,0.16,69.9,46.0,1.0031,3.76,12.1,1
5.6,0.91,0.36,12.6,0.179,33.0,287.0,0.995,2.96,11.3,1
14.4,1.23,0.33,2.8,0.064,6.7,198.8,0.9918,2.92,14.3,1
8.0,1.18,0.5,2.9,0.101,45.1,105.7,1.0003,3.67,13.0,0
7.6,0.23,0.85,6.2,0.019,49.8,179.9,0.9997,3.04,8.6,0
8.7,0.58,0.42,7.2,0.05,12.3,159.9,0.9952,3.06,12.3,1
8.9,0.46,0.23,3.6,0.022,21.7,282.1,0.9981,3.78,9.8,0
7.5,0.19,0.69,3.7,0.03,60.7,115.9,0.9957,3.16,9.6,0
11.1,1.15,0.3,13.7,0.143,1.4,113.9,0.9901,,10.4,0
13.0,1.08,0.29,7.2,0.171,44.6,37.8,0.993,2.94,10.5,0
11.0,0.39,0.85,11.8,0.197,51.7,218.1,0.9922,3.09,11.8,0
11.5,1.2,0.51,14.8,0.068,67.4,176.0,1.002,3.01,9.1,0
,0.24,0.71,1.3,0.017,4.1,285.9,1.0019,3.94,10.8,1
14.8,1.59,0.25,,0.051,6.6,232.1,1.0033,3.2,9.4,0
15.3,0.91,0.41,13.5,0.034,29.7,37.9,0.9991,3.57,12.2,1
14.1,0.45,0.09,7.5,0.171,56.8,78.4,1.0024,3.5,9.7,0
9.0,0.69,0.66,14.6,0.043,19.9,263.6,0.9906,3.93,13.6,1
6.4,1.09,,6.8,0.014,40.9,174.3,1.0012,2.98,12.2,0
12.7,0.18,0.34,2.1,0.07,29.9,195.4,0.997,3.29,12.8,1
15.2,1.57,0.47,11.6,0.096,20.5,46.1,1.0015,3.65,14.1,1
6.0,0.78,0.17,5.3,0.122,66.3,157.5,1.0027,3.29,9.2,0
9.1,0.37,0.28,4.9,0.116,28.3,59.0,1.0014,3.55,13.5,1
7.0,1.23,0.78,1.0,0.132,4.7,153.9,0.9919,3.79,13.5,1
14.3,0.33,0.59,11.4,0.065,21.7,269.4,0.9992,3.6,14.8,1
7.9,1.44,0.11,3.8,0.047,6.2,249.3,,3.34,12.5,0
12.8,0.16,0.03,7.1,0.129,1.3,103.4,0.9994,3.62,11.1,1
5.6,1.58,0.76,6.5,0.177,57.6,57.4,0.9975,3.55,10.0,0
15.4,0.75,0.67,13.8,0.168,30.3,216.1,1.0003,3.46,13.8,1
14.6,0.19,0.56,2.1,0.164,,11.3,1.0003,3.8,12.4,0
12.6,1.48,0.37,4.0,0.184,39.3,52.4,0.9934,3.34,10.6,0
9.1,0.75,0.6,13.9,0.058,22.5,38.0,1.0005,3.45,11.8,1
7.3,0.56,0.88,14.0,0.085,11.6,285.8,0.9943,3.27,13.9,1
6.0,1.26,0.09,3.4,0.142,33.2,15.3,0.9985,3.75,9.2,0
11.2,0.95,0.58,7.5,0.049,,153.3,0.9925,3.96,10.5,0
6.3,1.08,0.83,3.0,0.033,37.2,104.8,0.9901,3.07,8.3,0
7.5,0.38,0.96,11.4,0.049,47.9,273.2,0.9952,3.82,8.0,0
8.2,1.5,0.76,6.0,0.172,16.5,49.1,0.9943,3.24,12.2,0
9.9,1.33,0.93,2.1,0.107,50.4,87.9,0.9937,3.57,12.7,1
13.4,1.12,0.48,6.3,0.106,3.2,190.3,0.9968,3.5,13.4,1
12.1,1.2,0.59,12.6,0.172,5.6,37.9,0.9931,3.47,11.3,0
6.4,1.49,0.37,8.1,0.027,28.5,172.1,0.9923,2.93,8.9,0
9.8,,0.68,9.6,0.129,66.5,259.5,,3.52,12.8,1
15.5,1.1,0.88,5.5,0.023,43.2,138.6,0.9995,3.46,14.8,1
12.1,1.38,0.54,8.0,0.191,13.1,200.0,,3.15,13.1,1
15.0,1.48,0.34,11.3,0.08,39.8,281.2,0.9969,3.25,11.2,0
10.7,1.53,0.29,3.8,0.126,65.1,61.5,1.0,3.24,9.2,0
7.4,1.08,0.43,3.4,0.047,69.4,177.6,0.9966,3.94,14.2,1
9.3,0.96,0.3,10.2,0.132,44.3,275.9,0.9905,3.54,14.0,1
15.6,1.42,0.78,,0.032,55.1,262.1,0.9966,3.78,9.9,0
14.6,0.58,0.69,10.0,0.164,54.2,121.6,0.9915,2.92,10.4,0
10.1,1.49,0.95,13.0,0.15,20.9,149.6,1.0033,3.36,12.6,1
12.0,,0.14,14.1,0.155,35.3,106.9,1.0014,3.27,11.0,1
4.6,0.53,0.68,13.5,0.198,9.0,123.1,1.0019,3.94,14.6,1
7.6,1.47,0.64,5.1,0.156,20.4,266.4,0.9935,3.05,11.7,1
7.7,1.44,0.78,6.1,0.022,24.6,212.4,0.9947,3.41,14.8,1
,0.37,0.17,6.4,0.135,65.1,130.1,0.9974,3.95,13.1,1
11.4,1.2,0.89,1.2,0.196,27.3,154.2,0.9982,3.37,13.9,0
12.0,0.79,0.8,14.4,0.079,37.4,187.5,1.0021,3.55,11.5,1
5.2,1.0,0.95,2.3,0.08,23.3,190.6,1.0029,3.1,12.1,1
13.5,1.51,0.08,1.5,,22.3,273.3,1.0001,3.06,8.8,0
14.7,1.26,0.06,6.6,0.165,67.0,158.8,0.9936,3.48,11.9,0
11.9,0.69,0.04,10.3,0.062,13.9,121.7,0.994,3.35,8.3,0
10.9,0.38,0.93,9.1,0.104,71.7,115.1,1.0012,3.49,10.8,1
9.8,1.53,0.69,11.0,0.148,13.7,278.6,0.9906,3.11,11.8,0
15.6,0.88,0.06,13.3,0.138,19.7,231.1,0.9945,3.13,12.2,1
10.1,0.54,0.75,4.1,0.075,29.3,165.4,0.9938,3.93,10.5,0
12.8,0.67,0.93,7.1,0.134,70.2,85.3,0.9979,3.98,13.7,1
6.3,0.2,0.23,1.4,0.118,49.5,72.9,1.0003,2.95,11.8,1
5.1,0.97,0.94,6.3,0.199,33.1,188.7,1.0023,3.5,8.7,0
9.6,0.61,0.02,8.6,0.194,12.8,262.8,0.9989,3.83,11.4,0
13.6,0.75,0.18,6.5,0.048,70.1,232.5,0.9978,3.78,11.1,0
14.0,1.36,0.69,1.1,0.148,13.5,70.6,1.0014,3.38,12.9,1
15.5,1.55,0.56,12.1,0.165,2.2,194.6,0.9919,3.65,8.3,0
10.9,0.17,0.84,14.5,0.067,35.9,264.3,1.0039,2.99,8.5,1
8.4,1.44,0.79,14.6,0.191,26.0,166.7,0.9962,3.25,8.0,0
15.3,0.15,0.73,5.4,0.048,45.1,,0.994,3.45,11.5,1
9.7,0.71,0.01,2.4,0.072,4.2,17.3,0.9991,2.91,13.5,1
12.1,0.81,0.73,1.1,0.107,13.7,161.5,0.9962,3.08,8.5,0
11.8,1.25,0.1,4.3,0.186,41.0,55.4,0.9951,3.41,8.7,1
9.4,1.5,0.02,1.2,0.131,40.3,216.3,0.9971,3.99,8.9,0
7.4,1.55,0.09,14.5,0.066,15.3,146.6,,3.66,12.7,0
15.0,0.28,0.04,14.3,0.136,42.7,215.4,0.9977,3.29,9.3,0
10.9,1.46,0.03,12.1,0.118,57.9,,1.001,3.42,11.2,0
9.3,0.62,0.05,14.8,0.174,31.2,10.0,1.0035,3.89,9.7,1
7.3,1.4,0.92,9.9,0.021,9.4,48.1,1.0025,,13.5,1
14.6,1.14,0.76,2.9,0.125,17.4,165.0,0.9907,3.87,12.2,1
8.7,0.66,0.12,12.4,0.113,8.1,133.3,0.9943,3.67,12.3,1
10.9,1.28,,10.4,0.083,65.8,59.3,0.9982,3.97,14.0,1
14.6,0.38,0.66,,0.115,60.5,251.6,0.9916,3.39,14.6,1
7.3,0.78,0.82,3.3,0.044,5.5,204.2,0.992,3.84,11.2,0
11.6,0.62,0.8,8.0,0.02,70.3,159.8,1.0024,3.66,12.0,1
,1.47,0.62,2.3,0.076,46.3,254.1,0.9975,3.95,9.1,0
5.4,1.13,0.83,3.3,0.187,27.7,30.9,0.9989,3.18,9.5,0
10.8,1.57,0.05,3.9,0.17,38.1,131.3,0.9933,3.49,12.6,0
10.2,0.92,0.37,4.6,0.197,48.2,116.1,0.9952,3.19,10.5,0
8.0,1.25,0.39,11.4,0.113,55.9,111.1,0.9974,3.06,11.8,0
5.3,0.76,0.97,3.2,0.05,17.7,75.6,0.9972,3.03,9.1,1
5.8_err,1.08,0.83,6.7,0.124,29.7,64.0,0.9973,3.62,8.8,0
10.5,1.23,0.36,3.3,0.183,68.1,16.2,1.0027,3.9,8.6,0
4.6,1.34,0.26,11.2,0.056,10.8,179.8,0.9983,3.53,8.1,0
7.2,0.6,0.57,12.1,0.12,65.8,194.5,0.9987,3.09,9.1,0
6.2,1.58,0.27,7.6,0.043,9.1,190.4,1.0,3.17,12.3,0
6.9,0.19,0.97,13.3,0.115,12.8,64.5,1.0024,3.42,14.8,1
14.6,0.27,0.69,12.4,0.121,31.8,265.9,0.9948,3.21,10.8,0
9.3,0.36,0.58,8.5,0.036,35.1,125.2,0.9989,3.44,11.1,1
11.0,0.84,0.1,3.8,0.098,9.6,19.7,0.9974,3.6,9.1,0
15.1,0.33,0.1,1.4,0.032,32.7,,,3.9,13.3,1
11.6,0.56,0.64,12.0,0.022,19.0,80.8,0.9928,3.51,9.6,1
8.7,0.94,0.16,7.1,0.088,40.8,45.8,1.0002,3.11,14.8,1
7.6,0.58,0.46,7.1,0.159,68.7,55.2,1.0013,3.26,13.1,1
8.9,1.33,0.24,9.6,0.091,42.2,202.8,0.9932,3.58,13.7,0
5.2,0.45,0.46,12.2,0.032,16.6,128.0,,3.07,8.8,0
8.1,,0.16,4.9,0.123,6.6,204.3,1.0032,3.24,8.7,0
10.5,0.84,0.34,6.2,0.119,65.6,230.6,0.9969,3.94,12.8,1
9.4,1.02,0.45,13.3,0.152,37.2,268.6,1.002,2.91,14.6,1
12.5,0.18,0.11,1.7,0.066,52.8,232.1,0.9936,3.36,14.2,1
7.7,0.59,0.35,13.0,0.149,33.2,176.7,0.9991,3.51,12.1,1
5.5,0.39,0.88,8.3,0.021,19.9,27.3,0.9945,3.54,12.7,0
7.3,1.08,0.6,11.2,0.103,60.5,248.0,0.9915,3.05,11.6,0
7.2,1.27,0.63,13.8,0.186,64.3,97.3,0.9916,3.87,8.1,0
9.7,0.35,0.02,,0.081,35.7,178.3,0.9937,3.11,12.7,1
,1.02,0.17,11.8,0.186,56.5,158.7,0.9934,3.65,10.2,0
9.9,0.29,0.84,5.5,0.089,33.2,65.2,0.9975,3.34,10.1,0
10.8,1.07,0.73,12.7,0.01,19.6,275.0,1.0029,3.6,11.5,0
12.0,0.3,0.82,8.4,0.038,6.4,23.4,0.9932,3.5,,0
6.3,1.35,0.4,7.1,0.097,49.9,194.6,1.0016,3.78,9.4,0
11.6,1.12,0.59,1.6,0.018,40.8,76.5,1.0022,3.47,8.5,0
9.1,1.26,0.58,9.1,0.099,8.0,117.5,0.9906,3.81,12.4,1
9.3,0.5,0.78,8.3,0.104,70.0,244.0,0.9974,3.37,9.9,0
10.3,1.29,0.53,4.7,0.05,67.0,215.5,1.0005,3.61,11.3,0
12.8,1.36,0.17,2.6,0.086,51.3,287.8,1.0013,3.69,9.4,0
12.1,0.18,0.83,6.4,0.095,17.0,175.7,0.9923,3.31,14.5,1
11.6,0.7,0.01,6.9,0.138,68.0,244.8,1.0003,3.65,14.1,1
11.2,1.4,0.25,14.3,0.167,59.1,145.2,0.9911,3.4,14.9,1
12.2,0.67,0.53,11.3,0.157,37.8,95.6,1.001,3.38,11.1,0
10.8,1.48,0.57,14.6,0.02,,179.2,1.0031,3.39,9.2,0
13.2,0.25,0.8,5.7,0.119,50.8,19.6,1.0007,3.31,11.1,1
5.9,0.98,0.19,14.1,,16.0,130.9,0.996,3.04,9.8,0
7.3,0.53,0.1,14.8,0.014,11.7,124.3,0.998,3.39,10.2,1
12.9,0.66,0.97,14.6,0.105,36.1,126.3,0.9941,3.56,13.1,1
8.4,0.94,0.38,3.8,0.047,19.5,39.3,1.0035,3.37,11.6,1
7.1,0.23,0.31,4.9,0.15,55.1,157.9,0.9903,3.71,10.2,1
10.8,0.66,0.65,12.8,0.169,16.9,252.7,1.003,3.44,12.1,1
6.3,0.23,0.92,10.5,0.085,34.3,73.1,0.9947,3.28,10.7,0
6.3,0.47,0.8,14.8,0.146,66.1,164.6,0.9918,3.51,9.3,0
5.3,1.09,0.68,15.0,0.188,55.3,35.8,1.0025,3.73,14.7,1
14.6,0.28,0.27,11.3,0.141,47.1,134.0,1.0028,3.68,9.5,1
11.4,0.89,0.78,4.9,0.193,2.7,67.6,1.0018,3.83,9.6,0
9.7,1.21,0.23,4.9,0.161,2.2,208.9,1.0027,3.24,10.4,0
5.0,1.17,0.86,3.2,0.028,13.0,285.9,0.9978,3.12,10.2,0
15.6,0.21,0.55,2.0,0.194,25.5,181.5,,3.74,9.2,1
13.7,0.82,0.69,11.6,0.068,27.4,155.9,,3.08,9.9,0
8.0,0.71,0.43,7.5,0.032,65.3,70.3,0.9968,3.51,,1
,0.27,0.64,11.7,0.168,50.4,156.2,0.9961,3.78,8.7,1
13.2,1.39,0.23,14.6,0.102,28.8,9.5,0.9935,3.56,10.8,0
12.2,1.37,0.8,6.2,0.104,28.3,263.3,1.0006,3.38,11.7,1
10.9,1.39,0.37,5.4,0.058,44.0,111.7,1.0024,3.07,13.7,1
8.7,0.11,0.6,11.2,0.187,42.4,46.1,0.9956,3.29,12.7,1
10.5,0.46,0.38,13.4,0.149,33.4,67.8,0.993,3.86,11.0,1
10.4,0.58,0.45,6.8,0.017,37.1,204.7,0.9963,3.58,8.3,0
6.6,0.13,0.99,13.3,0.159,2.3,191.4,0.9995,3.7,15.0,1
7.9,1.55,0.09,,0.117,42.4,98.0,0.9902,3.45,13.2,0
5.1,0.14,0.67,7.6,0.043,27.8,212.0,1.0036,3.22,13.8,1
15.9,0.17,0.71,8.8,0.04,43.3,221.7,0.9976,2.93,13.9,1
13.2,0.62,0.63,7.7,0.066,18.3,189.0,1.0022,2.9,12.7,0
5.4,0.65,0.8,14.1,0.147,3.9,119.4,0.9972,3.1,9.4,0
14.8,1.48,0.18,14.2,0.049,43.5,258.9,1.0016,3.14,8.4,0
9.2,0.73,0.29,13.6,0.169,20.2,128.4,0.9974,2.9,12.4,1
9.9,0.68,0.88,8.8,0.122,54.2,227.1,0.9957,3.89,14.9,1
8.0,0.15,0.99,7.6,0.037,3.4,155.9,0.9938,3.18,11.3,1
7.2,0.2,0.04,8.5,0.158,13.0,23.6,0.9924,3.22,11.6,1
12.5,0.65,0.1,1.2,0.022,41.0,154.2,0.9912,3.54,10.7,1
,1.54,0.95,8.3,0.17,29.2,19.2,1.0011,3.84,12.6,1
9.8,0.41,,5.9,0.04,4.0,177.4,0.9946,2.93,9.4,0
6.0,1.33,0.41,9.8,0.026,42.2,147.9,0.995,3.74,14.9,1
7.2,0.56,0.36,12.9,0.152,12.8,60.7,0.9978,3.35,15.0,0
7.3,1.02,0.12,10.1,0.145,64.7,225.0,0.9914,3.23,13.7,0
6.4,1.16,0.87,6.0,0.123,42.9,268.4,0.9902,3.27,10.3,0
12.0,0.2,0.06,10.9,0.096,37.7,20.6,1.0033,3.22,8.7,0
13.5,1.16,0.54,1.4,0.014,46.3,173.0,1.0015,3.16,11.6,0
15.7,1.06,0.35,6.4,0.139,7.8,179.1,0.998,3.85,10.7,0
16.0,1.04,0.23,10.2,0.053,11.0,200.2,0.9992,3.71,10.5,0
12.4,0.81,0.59,3.5,0.156,19.1,286.5,1.0025,3.99,13.9,1
14.9,0.66,0.42,4.0,0.098,47.2,205.4,0.9954,3.59,13.4,1
6.7,0.75,0.34,14.8,0.036,70.3,200.6,1.0011,3.62,12.2,1
6.3,0.39,0.31,3.3,0.189,2.1,78.3,1.0013,3.91,8.7,0
15.5,1.15,0.66,4.6,0.041,41.8,42.8,0.998,3.9,11.8,0
5.2,0.5,0.57,10.3,0.092,44.6,171.3,0.9912,3.66,12.1,0
9.3,1.11,0.58,9.3,0.152,61.8,287.7,0.9969,3.62,10.8,0
7.8,1.4,0.22,10.5,0.1,22.5,67.1,0.9946,3.57,9.7,0
8.9,1.51,0.55,5.9,0.098,65.2,12.9,0.9972,3.89,11.0,0
12.7,0.97,0.52,13.0,0.16,22.1,37.7,0.998,3.89,11.1,0
11.4,1.52,0.75,8.4,0.069,67.8,130.7,0.9977,3.18,10.0,1
6.7,0.23,0.59,13.8,0.067,71.0,232.9,0.9957,3.08,10.3,0
10.4,1.4,0.43,8.1,0.145,69.6,10.6,1.003,3.48,14.4,1
10.0,0.49,0.74,10.3,,68.9,181.4,0.9939,3.82,14.0,1
6.6,0.22,0.25,12.8,0.045,70.4,257.5,0.9914,3.26,14.7,1
14.4,1.04,0.03,9.0,0.19,53.2,39.6,0.9998,3.35,13.2,0
8.3,0.83,0.68,10.3,0.074,39.9,232.1,0.9958,3.62,14.5,1
7.9,0.51,0.51,8.7,0.174,22.1,188.2,0.997,3.47,12.8,1
14.8,1.27,0.22,5.2,0.125,67.7,209.7,0.9962,3.47,9.7,0
12.6,1.54,0.42,3.0,0.159,68.0,16.4,0.9929,3.48,14.5,1
10.3,0.39,0.85,4.4,0.076,14.3,156.0,1.002,3.0,12.6,1
9.9,0.39,0.69,8.7,0.144,41.2,209.6,0.9998,3.28,8.3,0
12.9,0.28,0.25,7.2,0.153,2.2,51.4,0.9914,3.73,13.9,1
4.8,1.58,0.56,14.1,0.159,8.7,126.2,1.0015,4.0,11.4,0
13.4,0.75,0.16,6.8,0.094,3.3,186.4,0.9948,3.8,12.4,1
,0.6,0.18,11.0,0.062,4.0,90.5,0.9936,3.71,9.0,0
15.6,0.95,0.11,12.3,0.189,71.0,62.6,0.9914,3.35,12.2,0
13.4,1.28,0.21,10.5,0.049,56.9,253.1,1.0036,3.92,10.0,0
7.5,1.04,0.36,2.5,0.015,31.6,161.6,0.9939,3.24,14.9,1
8.4,0.89,0.99,9.6,0.059,66.0,232.0,1.002,3.38,9.1,0
9.2,1.24,0.2,6.9,0.042,36.3,87.8,0.996,3.29,11.0,0
13.1,1.45,0.96,5.7,0.076,18.3,202.6,0.9936,3.07,10.7,0
5.8,1.04,0.24,8.6,0.181,17.6,84.7,0.9928,3.06,14.7,1
10.1,0.76,0.31,3.7,0.123,38.5,135.1,0.9979,2.95,11.8,1
12.1,0.78,0.1,2.3,0.17,15.1,126.6,0.9976,3.23,9.9,1
9.5,0.21,0.98,1.6,,23.2,261.2,1.001,3.85,8.1,0
10.9,0.63,0.63,1.7,0.104,22.8,266.5,0.9938,3.61,14.0,1
13.4,0.61,0.24,14.7,0.038,28.4,93.1,0.9978,3.34,9.2,0
7.0,1.34,0.41,8.6,0.087,57.7,99.8,0.9964,3.74,11.5,0
6.6,1.39,0.55,15.0,0.16,8.0,169.3,0.9991,3.4,10.8,0
12.2,0.76,0.66,1.9,0.092,60.6,182.9,1.0023,3.51,12.9,1
11.0,1.06,0.24,12.2,0.168,67.8,39.9,0.9993,3.66,12.4,1
5.5,0.3,0.35,10.5,0.096,58.0,288.6,0.9922,3.26,9.8,0
8.6,0.78,0.5,14.6,0.189,3.4,31.0,0.9953,3.1,12.5,1
13.2,1.37,0.63,8.8,0.048,46.8,10.9,0.9905,3.18,13.4,0
12.8,0.27,0.66,11.6,0.141,22.0,95.6,1.0007,3.06,12.8,1
15.7,0.82,0.98,9.3,0.029,54.3,96.5,0.9918,3.09,11.2,1
4.6,0.3,0.67,3.2,0.043,5.4,32.0,0.9957,3.26,10.3,0
15.4,0.77,0.65,,0.075,27.4,252.6,1.003,3.01,,0
7.1,0.2,0.09,12.9,0.044,43.2,237.1,0.9957,3.13,11.1,0
15.6,0.65,0.52,3.6,0.067,14.6,117.8,0.9976,3.16,12.6,1
8.7,1.56,0.61,10.3,0.048,68.5,27.5,0.9948,3.51,11.6,1
7.3,1.17,0.48,8.9,0.067,47.2,38.1,0.9989,3.86,8.0,0
,1.43,0.4,7.1,0.183,13.9,281.2,1.0038,3.26,9.3,0
7.1,1.42,0.06,14.6,0.055,17.4,129.3,1.0035,3.97,8.9,0
14.1,1.44,0.73,12.2,0.08,33.2,263.4,0.9966,2.94,8.9,0
13.5,0.55,0.33,13.1,0.038,54.6,155.9,,3.01,12.5,1
7.2,0.51,0.58,7.9,0.119,27.2,74.3,1.0003,,12.4,1
8.9,0.67,0.41,11.3,,69.2,271.5,0.9905,3.63,11.1,1
9.3,0.42,0.17,14.7,0.114,54.9,19.1,1.0018,3.95,12.2,0
9.7,0.71,0.62,7.2,0.073,27.9,157.4,0.9968,3.4,11.0,0
9.5,0.87,0.29,7.7,0.034,57.6,81.9,0.9988,2.94,10.8,0
5.5,0.69,0.57,6.7,0.149,26.7,,0.9935,2.99,14.1,1
8.6,0.77,0.41,11.0,0.156,50.3,156.4,0.9982,3.77,12.4,1
6.7,1.45,0.35,2.7,0.165,37.0,185.3,0.9987,3.34,12.4,1
9.6,0.19,0.29,7.5,0.186,10.1,199.3,1.0023,3.36,11.6,0
14.8,1.32,0.72,8.4,0.115,21.7,289.1,0.9939,3.87,12.9,1
8.1,1.43,0.64,10.2,0.197,33.8,178.4,0.9953,,8.0,0
9.0,0.18,,1.4,0.039,20.0,115.2,1.001,3.0,8.3,0
8.4,0.44,0.96,7.7,0.177,12.5,193.4,1.0037,3.0,10.8,0
8.0,1.16,0.33,14.0,0.058,66.6,242.2,1.0017,3.89,11.9,0
9.1,1.44,0.74,3.6,0.027,71.1,25.4,1.0027,3.6,10.5,0
6.2,0.6,0.47,4.4,0.158,54.1,273.2,1.0,3.33,10.3,0
13.9,0.63,0.73,10.8,0.135,3.3,92.2,0.9902,3.86,11.0,1
5.2,1.46,0.13,2.5,0.196,49.4,28.2,0.9936,3.41,13.5,1
14.5,0.45,0.57,9.7,0.017,64.8,209.8,0.9928,3.04,12.7,0
13.3,0.38,0.17,10.3,0.19,68.4,279.4,0.9997,3.32,9.9,0
7.9,1.11,0.64,6.9,0.106,29.5,109.2,1.0039,3.94,9.3,0
9.1,0.37,0.63,7.0,0.126,24.5,257.8,0.9901,3.68,11.8,1
10.9,0.52,0.87,13.1,0.15,37.9,149.6,0.9977,3.14,14.4,1
7.0,0.71,0.24,9.3,0.142,39.2,51.5,0.9907,3.85,9.7,0
9.2,0.24,0.57,4.2,0.191,43.3,162.3,1.0017,3.39,11.1,0
14.5,1.07,0.06,5.3,0.199,71.1,62.3,1.0024,2.93,11.8,0
7.0,1.33,0.32,11.7,0.123,55.2,143.1,0.9977,3.47,9.4,0
14.4,1.34,0.71,14.9,0.092,20.9,102.4,0.9979,3.54,9.9,1
14.5,1.06,0.15,12.2,0.129,52.1,241.2,1.0037,3.09,12.3,1
15.7,0.82,1.0,13.5,0.167,37.9,207.9,0.9987,3.26,10.8,1
5.6,0.62,0.0,12.8,0.1,6.6,168.6,0.9979,3.95,11.1,0
9.7,0.11,0.14,4.5,0.181,71.8,56.9,0.9942,3.35,14.1,1
11.5,1.43,0.72,8.1,0.124,5.4,179.5,0.9922,3.74,12.6,1
10.7,0.13,0.1,13.4,,44.3,43.1,1.003,3.79,9.2,1
9.1,0.91,0.22,1.4,0.038,35.6,50.2,0.9994,2.97,10.9,0
9.1,0.36,0.94,13.5,0.097,48.7,88.9,0.9922,3.67,14.8,1
5.4,1.03,0.04,3.5,0.073,23.2,110.3,0.9989,3.89,10.7,0
11.5,0.24,0.05,1.7,0.141,1.5,97.7,1.0038,3.73,,1
6.6,0.93,0.79,11.7,0.17,58.0,279.5,0.9978,3.19,13.2,1
10.2,1.28,0.23,15.0,0.166,61.4,59.4,1.0012,3.15,12.0,1
7.3,0.89,0.78,6.6,0.116,41.1,274.9,0.9989,3.25,8.5,0
12.9,0.36,0.61,8.7,0.173,68.1,26.6,0.9958,3.66,13.0,1
6.0,1.02,0.92,4.5,0.042,24.7,10.4,0.9993,3.45,10.2,0
11.4,0.96,0.26,10.9,0.037,,9.7,0.9981,3.89,9.4,0
10.3,1.43,0.73,8.1,0.024,19.4,133.1,0.9905,3.82,11.8,0
11.2,0.15,0.06,12.5,0.061,36.6,116.4,0.9926,3.87,13.8,1
6.0,1.2,0.38,12.1,,7.7,107.6,1.0031,3.38,14.3,0
10.8,0.75,0.1,7.4,0.129,59.2,265.2,0.996,3.01,14.2,1
11.1,0.78,0.74,9.5,0.119,25.1,104.9,1.0032,3.67,12.4,1
9.4,1.55,0.6,12.8,0.125,61.2,180.3,0.998,3.73,10.8,0
15.9,0.64,0.73,3.6,0.037,54.3,80.4,0.9948,3.96,14.5,1
8.1,0.99,0.78,7.9,0.159,53.9,9.7,0.9924,3.47,13.0,1
