tenure_months,monthly_charges,total_charges,num_services,support_calls,contract_type,payment_delays,data_usage_gb,num_complaints,churned
29.0,114.58,3405.68,1.0,3.0,0.0,5.0,28.85,0.0,1
5.0,46.93,214.01,2.0,2.0,1.0,4.0,48.35,0.0,0
11.0,45.08,472.54,5.0,14.0,0.0,7.0,33.62,2.0,1
56.0,101.66,5287.95,3.0,0.0,2.0,6.0,17.31,0.0,0
16.0,23.37,360.06,2.0,1.0,1.0,0.0,35.35,0.0,0
15.0,99.55,1548.18,2.0,13.0,2.0,7.0,22.17,0.0,1
61.0,104.05,6392.69,5.0,6.0,0.0,1.0,37.52,1.0,0
29.0,115.7,3450.55,3.0,9.0,1.0,1.0,2.23,4.0,1
55.0,113.25,6628.31,3.0,2.0,2.0,5.0,12.87,1.0,0
39.0,20.89,856.54,2.0,11.0,2.0,1.0,6.54,4.0,0
6.0,55.75,315.5,6.0,6.0,0.0,0.0,19.4,2.0,1
57.0,118.09,6098.37,7.0,6.0,0.0,5.0,47.26,4.0,1
42.0,43.18,1870.61,4.0,7.0,1.0,3.0,45.91,4.0,1
21.0,29.9,600.56,3.0,7.0,1.0,5.0,7.1,2.0,1
51.0,90.47,4392.22,4.0,6.0,1.0,0.0,12.46,0.0,0
51.0,63.63,3188.27,3.0,12.0,1.0,3.0,26.29,1.0,0
66.0,96.95,6683.32,7.0,3.0,2.0,5.0,47.71,0.0,0
42.0,90.73,3794.5,2.0,0.0,0.0,1.0,4.9,0.0,1
45.0,,2226.04,5.0,13.0,2.0,1.0,11.84,3.0,0
31.0,103.35,3454.73,7.0,13.0,0.0,4.0,19.82,3.0,1
43.0,23.35,970.53,2.0,4.0,2.0,1.0,39.71,4.0,0
2.0,30.04,56.7,4.0,11.0,1.0,3.0,2.97,2.0,1
54.0,25.77,1326.99,1.0,6.0,1.0,6.0,39.68,2.0,0
11.0,37.29,421.99,1.0,6.0,2.0,4.0,45.28,1.0,0
30.0,105.18,3284.66,5.0,13.0,1.0,1.0,5.78,3.0,1
1.0,75.58,73.96,6.0,13.0,2.0,1.0,8.28,4.0,1
61.0,54.82,3559.56,1.0,2.0,2.0,7.0,27.41,2.0,0
35.0,106.26,3621.08,3.0,5.0,2.0,7.0,26.85,0.0,1
42.0,119.13,4921.67,5.0,13.0,0.0,1.0,32.93,2.0,0
53.0,64.66,3695.74,5.0,3.0,0.0,5.0,27.74,1.0,1
35.0,116.9,3812.82,3.0,2.0,0.0,6.0,28.86,,1
16.0,42.26,633.03,6.0,1.0,1.0,7.0,41.87,3.0,0
29.0,119.55,3805.49,1.0,6.0,2.0,7.0,47.2,4.0,1
51.0,32.98,1616.11,6.0,1.0,1.0,3.0,49.33,0.0,0
36.0,91.9,3010.05,6.0,11.0,2.0,6.0,7.64,1.0,1
,83.57,5987.12,7.0,2.0,0.0,3.0,11.77,1.0,0
11.0,49.58,531.79,5.0,1.0,0.0,2.0,13.37,3.0,0
24.0,92.27,2403.03,5.0,4.0,2.0,2.0,17.23,3.0,0
1.0,67.98,73.28,5.0,3.0,2.0,5.0,20.42,1.0,0
56.0,66.44,3596.64,5.0,13.0,2.0,6.0,31.74,0.0,0
54.0,86.85,4978.18,1.0,12.0,,2.0,4.35,1.0,1
42.0,115.88,4932.85,2.0,11.0,1.0,6.0,27.44,4.0,1
19.0,118.21,2058.09,6.0,1.0,0.0,7.0,34.04,,1
38.0,49.95,1817.21,7.0,4.0,2.0,5.0,23.66,1.0,0
30.0,99.43,2822.54,5.0,4.0,2.0,1.0,33.59,2.0,0
64.0,63.13,4408.83,4.0,0.0,1.0,2.0,24.41,4.0,0
12.0,36.87,440.24,3.0,2.0,1.0,6.0,21.03,4.0,0
11.0,57.04,650.71,2.0,11.0,2.0,4.0,38.09,3.0,1
39.0,112.04,4052.11,4.0,1.0,1.0,2.0,6.35,3.0,0
60.0,95.85,5670.97,1.0,14.0,2.0,2.0,36.13,1.0,1
49.0,47.72,2228.02,,3.0,1.0,0.0,2.73,3.0,0
64.0,81.17,5197.0,6.0,1.0,0.0,,22.73,0.0,0
50.0,57.51,2821.27,7.0,10.0,,1.0,22.4,3.0,1
20.0,83.54,1783.12,7.0,10.0,2.0,0.0,25.68,0.0,0
29.0,45.52,1335.13,2.0,13.0,2.0,6.0,46.02,2.0,1
68.0,81.31,5758.89,,7.0,1.0,1.0,11.7,1.0,0
55.0,91.2,4538.76,6.0,5.0,1.0,6.0,37.62,2.0,0
32.0,34.03,1105.09,4.0,4.0,2.0,2.0,47.86,4.0,0
37.0,118.34,4773.51,,13.0,1.0,1.0,37.5,3.0,0
64.0,57.58,3847.56,6.0,7.0,2.0,1.0,2.22,2.0,0
9.0,42.66,354.69,6.0,12.0,1.0,5.0,23.55,3.0,1
67.0,42.85,2879.81,6.0,6.0,0.0,0.0,16.73,0.0,0
8.0,61.31,448.96,6.0,4.0,2.0,2.0,33.03,1.0,1
34.0,60.51,1870.15,5.0,,0.0,1.0,38.65,1.0,0
26.0,65.75,1554.65,4.0,3.0,0.0,3.0,27.23,2.0,0
7.0,55.23,376.23,5.0,9.0,1.0,4.0,36.5,0.0,1
13.0,111.64,1497.32,3.0,12.0,0.0,4.0,14.57,3.0,1
25.0,30.16,687.7,4.0,12.0,1.0,0.0,36.12,3.0,0
70.0,51.53,3569.62,6.0,14.0,0.0,1.0,25.86,4.0,0
1.0,44.8,48.43,,1.0,0.0,2.0,14.09,1.0,0
13.0,76.78,1093.89,5.0,4.0,0.0,0.0,39.35,2.0,1
28.0,115.53,3227.05,4.0,11.0,1.0,4.0,33.19,2.0,1
44.0,74.86,2972.43,2.0,11.0,1.0,6.0,32.12,3.0,1
30.0,99.96,3247.09,4.0,12.0,1.0,1.0,14.73,3.0,1
,88.37,2203.28,3.0,9.0,0.0,3.0,26.69,3.0,1
34.0,116.46,4142.48,6.0,0.0,1.0,7.0,49.27,1.0,0
63.0,38.06,2398.14,4.0,4.0,1.0,7.0,13.25,1.0,0
7.0,35.92,229.85,1.0,5.0,1.0,6.0,34.13,1.0,1
42.0,106.23,4089.74,2.0,13.0,0.0,1.0,45.18,4.0,1
38.0,23.38,827.16,6.0,7.0,0.0,7.0,42.12,,1
27.0,,2934.16,2.0,7.0,1.0,4.0,15.22,2.0,1
67.0,64.97,4085.13,4.0,8.0,1.0,1.0,38.97,2.0,0
65.0,114.43,8145.82,6.0,12.0,2.0,6.0,0.64,2.0,0
31.0,43.84,1375.18,1.0,10.0,2.0,1.0,13.99,1.0,1
28.0,74.42,1911.69,1.0,9.0,2.0,3.0,30.38,0.0,1
59.0,53.53,3183.47,2.0,0.0,2.0,4.0,49.76,3.0,0
64.0,68.46,3946.34,7.0,5.0,,,20.75,1.0,0
24.0,33.09,738.28,3.0,10.0,1.0,5.0,25.58,2.0,0
37.0,,2232.85,5.0,1.0,0.0,5.0,37.78,1.0,0
50.0,93.35,4933.87,5.0,8.0,1.0,1.0,36.93,1.0,0
46.0,103.45,5050.29,5.0,10.0,2.0,6.0,38.14,3.0,0
26.0,60.49,1419.5,2.0,10.0,0.0,2.0,48.72,4.0,1
13.0,111.77,1588.95,1.0,1.0,2.0,4.0,30.54,1.0,1
61.0,45.17,2919.53,4.0,4.0,2.0,0.0,20.38,,0
32.0,34.03,1067.72,7.0,1.0,,6.0,33.38,2.0,0
18.0,25.07,446.78,,12.0,0.0,2.0,46.33,0.0,1
47.0,53.46,2616.36,5.0,10.0,0.0,4.0,7.61,4.0,1
53.0,52.83,2900.37,7.0,12.0,0.0,1.0,7.12,0.0,0
20.0,56.5,,1.0,6.0,2.0,0.0,,4.0,1
13.0,53.38,674.32,6.0,1.0,2.0,0.0,26.37,0.0,0
50.0,83.99,,3.0,4.0,2.0,0.0,46.63,2.0,0
50.0,104.59,4807.3,1.0,13.0,0.0,7.0,20.25,0.0,1
9.0,109.79,911.93,1.0,12.0,0.0,0.0,1.61,2.0,1
59.0,112.67,6869.66,4.0,2.0,2.0,7.0,43.54,3.0,0
35.0,28.99,1100.53,5.0,11.0,0.0,1.0,43.85,0.0,0
11.0,46.68,479.46,2.0,11.0,2.0,2.0,8.92,,1
36.0,117.09,4139.89,7.0,7.0,1.0,6.0,12.53,2.0,1
66.0,32.21,2204.52,5.0,8.0,1.0,3.0,29.3,0.0,0
62.0,39.02,2585.11,4.0,1.0,0.0,1.0,36.61,4.0,0
38.0,35.56,1296.49,5.0,9.0,0.0,3.0,2.89,4.0,1
8.0,80.55,590.81,6.0,11.0,2.0,2.0,23.78,1.0,1
7.0,113.79,734.05,6.0,7.0,0.0,6.0,37.18,0.0,1
19.0,42.92,745.87,6.0,8.0,0.0,2.0,5.04,4.0,1
29.0,44.94,1227.63,4.0,7.0,0.0,4.0,40.66,3.0,1
60.0,25.29,1413.41,4.0,7.0,0.0,1.0,10.54,2.0,0
57.0,61.26,3340.46,2.0,13.0,1.0,,40.07,4.0,1
3.0,26.61,78.75,7.0,12.0,2.0,6.0,35.85,3.0,1
12.0,52.01,647.66,1.0,3.0,1.0,3.0,13.12,2.0,0
30.0,104.52,2877.36,7.0,12.0,1.0,3.0,36.16,2.0,0
59.0,107.26,6542.55,2.0,0.0,1.0,2.0,33.44,4.0,0
49.0,76.68,3628.02,1.0,4.0,2.0,7.0,37.82,2.0,0
59.0,76.15,4731.81,5.0,12.0,0.0,5.0,14.64,3.0,1
65.0,45.21,2665.12,7.0,3.0,1.0,3.0,47.16,0.0,0
41.0,58.78,2565.04,6.0,6.0,0.0,7.0,37.28,1.0,0
31.0,109.83,3314.17,4.0,2.0,2.0,3.0,12.31,4.0,1
39.0,47.91,1901.95,5.0,9.0,0.0,7.0,44.69,4.0,1
14.0,97.82,1304.1,6.0,2.0,1.0,1.0,35.96,,1
34.0,88.62,3156.52,5.0,11.0,2.0,3.0,46.8,0.0,1
15.0,58.53,956.64,2.0,7.0,2.0,6.0,27.55,4.0,1
20.0,68.12,1484.52,7.0,7.0,2.0,1.0,1.05,4.0,0
11.0,44.01,514.32,6.0,14.0,2.0,3.0,3.36,4.0,1
25.0,97.84,2546.59,5.0,13.0,0.0,6.0,27.6,4.0,1
37.0,102.94,3607.67,1.0,6.0,2.0,6.0,17.07,,1
13.0,106.56,1446.6,7.0,8.0,0.0,7.0,37.54,1.0,1
51.0,,5569.57,2.0,1.0,0.0,5.0,20.52,2.0,1
34.0,45.86,1659.67,7.0,11.0,0.0,2.0,37.12,3.0,0
59.0,,6101.92,4.0,10.0,2.0,5.0,39.26,3.0,0
17.0,24.23,419.29,1.0,4.0,2.0,3.0,43.91,4.0,1
50.0,64.26,2961.99,4.0,10.0,2.0,1.0,25.78,1.0,0
24.0,82.12,1869.92,1.0,11.0,0.0,1.0,49.02,1.0,1
47.0,94.74,4762.19,2.0,9.0,1.0,3.0,14.13,4.0,1
27.0,90.73,2390.42,2.0,0.0,0.0,2.0,33.55,3.0,1
38.0,50.17,2039.08,5.0,3.0,2.0,7.0,46.55,2.0,0
70.0,101.33,6887.23,7.0,7.0,1.0,3.0,2.12,4.0,1
28.0,101.52,2574.0,7.0,11.0,1.0,1.0,14.84,,1
27.0,,1541.97,6.0,,1.0,4.0,38.86,,0
51.0,67.32,3287.26,6.0,0.0,1.0,7.0,,4.0,0
11.0,59.08,623.71,1.0,5.0,2.0,2.0,42.74,4.0,1
23.0,96.65,2097.24,3.0,4.0,,2.0,17.14,4.0,1
18.0,72.19,1249.47,7.0,10.0,0.0,1.0,6.81,0.0,1
21.0,92.58,1787.44,3.0,1.0,1.0,3.0,20.77,0.0,0
5.0,50.63,232.77,3.0,4.0,0.0,1.0,46.82,2.0,0
54.0,54.0,2813.44,3.0,3.0,0.0,1.0,43.86,1.0,0
70.0,95.12,6102.45,2.0,1.0,0.0,0.0,22.58,1.0,0
28.0,27.67,772.52,7.0,12.0,0.0,6.0,48.84,0.0,1
23.0,27.09,635.01,6.0,3.0,0.0,0.0,46.04,4.0,0
13.0,117.15,1591.74,4.0,3.0,2.0,,15.16,4.0,1
14.0,35.9,518.13,7.0,11.0,1.0,4.0,23.61,1.0,1
65.0,75.91,4880.16,6.0,5.0,0.0,7.0,5.56,1.0,0
37.0,94.08,3233.07,5.0,13.0,1.0,4.0,44.81,2.0,1
21.0,73.57,1466.45,7.0,5.0,2.0,3.0,9.52,4.0,1
21.0,26.97,594.06,4.0,14.0,0.0,5.0,14.75,0.0,1
67.0,76.93,5664.15,2.0,5.0,1.0,3.0,20.69,0.0,0
14.0,80.38,1149.72,2.0,5.0,2.0,2.0,29.52,3.0,1
45.0,80.62,3389.82,5.0,3.0,0.0,1.0,31.0,0.0,0
4.0,53.23,207.32,7.0,12.0,1.0,4.0,,1.0,1
6.0,75.56,446.6,3.0,9.0,2.0,5.0,3.03,4.0,1
48.0,22.15,1166.25,2.0,3.0,2.0,1.0,15.29,4.0,1
11.0,25.34,296.78,5.0,2.0,2.0,4.0,29.4,4.0,1
66.0,99.69,6710.22,5.0,7.0,2.0,5.0,44.7,3.0,0
59.0,86.09,5084.44,1.0,1.0,2.0,0.0,30.66,3.0,0
3.0,102.64,287.6,5.0,0.0,1.0,5.0,12.67,3.0,1
58.0,113.0,7165.39,,9.0,1.0,7.0,31.03,0.0,0
33.0,107.49,3299.14,6.0,11.0,1.0,5.0,6.27,2.0,1
15.0,70.66,1104.34,2.0,8.0,2.0,2.0,14.68,4.0,1
64.0,110.46,6933.26,5.0,8.0,0.0,0.0,40.46,0.0,0
4.0,43.5,166.96,2.0,5.0,0.0,5.0,43.33,0.0,0
31.0,61.81,1750.87,6.0,4.0,,2.0,23.69,3.0,1
8.0,34.06,265.88,5.0,13.0,0.0,3.0,45.96,1.0,1
6.0,84.12,470.05,4.0,0.0,0.0,1.0,20.97,1.0,0
1.0,106.91,117.21,6.0,6.0,2.0,1.0,45.55,3.0,1
71.0,56.54,3675.16,1.0,6.0,0.0,1.0,45.31,1.0,0
59.0,93.92,5324.6,2.0,,2.0,0.0,14.27,0.0,0
33.0,105.63,3266.88,3.0,14.0,0.0,4.0,12.63,,1
32.0,92.07,2878.03,2.0,6.0,0.0,7.0,27.82,1.0,1
19.0,79.62,1581.68,6.0,7.0,0.0,1.0,1.13,1.0,0
26.0,22.46,578.98,2.0,4.0,0.0,0.0,8.32,,0
37.0,41.22,1514.69,1.0,1.0,0.0,0.0,5.79,2.0,0
49.0,79.91,3616.39,4.0,13.0,1.0,5.0,3.79,3.0,1
5.0,30.9,161.36,2.0,0.0,0.0,7.0,13.76,1.0,0
36.0,93.26,3618.4,1.0,9.0,0.0,5.0,15.18,0.0,1
63.0,56.61,3413.21,2.0,6.0,1.0,5.0,30.81,2.0,0
53.0,44.74,2526.17,2.0,8.0,0.0,5.0,5.29,,0
53.0,88.18,4725.6,5.0,8.0,0.0,6.0,11.04,0.0,1
5.0,75.67,366.94,2.0,4.0,0.0,4.0,22.13,4.0,1
41.0,76.25,3013.08,5.0,14.0,1.0,7.0,,1.0,1
15.0,45.52,,2.0,8.0,0.0,0.0,47.96,2.0,0
49.0,93.04,4354.58,5.0,0.0,1.0,4.0,14.15,3.0,0
48.0,74.9,3748.78,7.0,4.0,2.0,4.0,16.71,2.0,0
15.0,88.8,1264.31,4.0,1.0,0.0,7.0,26.08,0.0,0
26.0,43.07,1100.88,5.0,13.0,0.0,3.0,7.67,1.0,1
13.0,83.78,1145.23,4.0,2.0,0.0,4.0,21.48,2.0,1
3.0,101.76,277.08,1.0,8.0,0.0,2.0,12.55,3.0,1
52.0,99.35,5241.09,4.0,9.0,0.0,0.0,,0.0,0
2.0,24.3,46.83,2.0,0.0,1.0,5.0,37.79,0.0,0
1.0,72.43,66.85,7.0,8.0,2.0,,14.22,1.0,1
26.0,24.31,649.86,5.0,3.0,0.0,0.0,30.44,1.0,0
18.0,95.44,1853.65,3.0,6.0,0.0,3.0,40.61,4.0,1
31.0,,981.8,1.0,11.0,0.0,4.0,47.69,4.0,1
62.0,31.1,2006.08,6.0,3.0,0.0,3.0,6.76,1.0,0
69.0,92.83,5825.86,,0.0,0.0,7.0,21.84,2.0,0
63.0,79.13,4856.9,2.0,5.0,2.0,3.0,36.6,0.0,0
30.0,61.31,1940.84,1.0,9.0,1.0,3.0,10.44,0.0,0
29.0,79.34,2223.5,3.0,6.0,0.0,1.0,45.99,3.0,1
17.0,99.27,1816.46,4.0,9.0,1.0,1.0,37.35,0.0,1
25.0,95.74,2622.73,3.0,13.0,0.0,6.0,22.37,0.0,1
45.0,39.84,1957.08,6.0,1.0,2.0,5.0,34.74,1.0,0
58.0,98.18,5185.9,5.0,4.0,0.0,1.0,23.21,0.0,0
15.0,20.57,281.1,3.0,8.0,0.0,4.0,30.2,0.0,0
61.0,87.26,5167.77,3.0,0.0,1.0,5.0,27.4,3.0,0
3.0,73.84,232.77,6.0,,1.0,3.0,18.01,1.0,0
31.0,100.67,3305.49,7.0,9.0,1.0,4.0,12.82,2.0,1
24.0,56.42,1462.23,4.0,12.0,2.0,3.0,48.77,1.0,0
31.0,37.26,1052.12,3.0,3.0,0.0,3.0,37.61,1.0,1
29.0,110.26,3154.27,3.0,13.0,0.0,4.0,8.32,0.0,1
26.0,54.89,1519.86,6.0,5.0,0.0,0.0,7.08,0.0,0
48.0,113.8,5521.73,7.0,12.0,0.0,7.0,32.08,3.0,1
6.0,110.26,675.71,2.0,8.0,0.0,0.0,12.98,1.0,1
19.0,97.21,2017.54,7.0,8.0,1.0,6.0,4.63,0.0,1
44.0,76.27,3431.76,7.0,0.0,2.0,0.0,28.02,0.0,0
70.0,65.42,4271.19,7.0,5.0,1.0,3.0,42.4,2.0,0
47.0,56.14,2496.61,7.0,11.0,1.0,0.0,46.68,4.0,1
59.0,118.85,7653.41,4.0,3.0,0.0,1.0,36.02,4.0,0
41.0,30.29,1304.59,3.0,6.0,2.0,7.0,1.18,2.0,1
63.0,30.71,2100.08,4.0,4.0,0.0,0.0,1.98,4.0,0
13.0,44.07,564.8,6.0,14.0,1.0,7.0,6.99,2.0,1
22.0,58.4,1159.16,5.0,4.0,2.0,6.0,4.64,2.0,0
24.0,60.16,1478.92,7.0,12.0,0.0,5.0,44.93,3.0,1
8.0,47.57,414.98,3.0,13.0,2.0,7.0,24.71,2.0,1
5.0,80.17,407.47,5.0,3.0,1.0,7.0,42.09,4.0,1
27.0,118.4,3052.5,2.0,6.0,2.0,4.0,4.42,4.0,0
12.0,108.65,1429.97,3.0,2.0,0.0,5.0,27.69,0.0,1
39.0,106.79,4571.64,6.0,5.0,1.0,7.0,40.39,3.0,1
54.0,110.4,6525.51,6.0,4.0,2.0,2.0,25.2,1.0,0
51.0,78.33,4375.74,1.0,0.0,0.0,0.0,42.04,1.0,0
49.0,113.51,5558.14,3.0,11.0,0.0,3.0,3.86,1.0,1
12.0,45.99,545.69,4.0,4.0,2.0,0.0,14.79,2.0,0
7.0,80.29,617.87,5.0,5.0,1.0,4.0,23.84,1.0,1
27.0,43.06,1096.11,7.0,11.0,2.0,1.0,33.4,2.0,0
15.0,34.08,516.21,3.0,3.0,1.0,5.0,,2.0,1
59.0,61.75,3315.58,6.0,6.0,0.0,7.0,30.15,0.0,0
1.0,32.76,32.71,3.0,0.0,2.0,1.0,2.57,2.0,0
,65.57,4734.61,2.0,1.0,0.0,3.0,22.9,0.0,0
37.0,87.45,3474.5,4.0,0.0,1.0,1.0,5.98,3.0,0
24.0,48.76,1267.06,6.0,6.0,2.0,2.0,14.23,1.0,1
20.0,83.55,1783.36,6.0,4.0,2.0,,14.29,2.0,1
12.0,62.66,702.89,6.0,11.0,1.0,2.0,26.6,2.0,1
53.0,,5171.79,6.0,,1.0,7.0,11.05,2.0,1
21.0,22.87,,4.0,5.0,2.0,2.0,2.81,1.0,0
29.0,71.8,2017.23,1.0,13.0,0.0,1.0,36.8,0.0,1
71.0,53.88,3826.26,3.0,13.0,0.0,7.0,0.87,4.0,1
12.0,107.21,1363.68,3.0,9.0,0.0,3.0,44.94,3.0,1
64.0,89.17,5673.72,2.0,11.0,1.0,3.0,30.72,0.0,0
69.0,90.67,6615.01,6.0,6.0,2.0,2.0,6.57,2.0,0
41.0,66.58,2679.68,1.0,6.0,1.0,4.0,8.24,1.0,0
29.0,102.11,2807.35,6.0,7.0,2.0,1.0,4.52,0.0,0
8.0,90.59,735.83,5.0,3.0,2.0,0.0,25.6,2.0,0
62.0,107.99,7009.57,1.0,0.0,2.0,2.0,0.52,1.0,0
,36.02,1829.11,1.0,14.0,1.0,0.0,49.59,3.0,0
67.0,97.6,6780.3,3.0,2.0,1.0,5.0,16.66,,1
48.0,108.94,4770.62,4.0,2.0,1.0,1.0,3.57,0.0,0
40.0,28.4,1175.21,3.0,1.0,2.0,2.0,11.04,3.0,0
64.0,94.43,5753.08,7.0,13.0,2.0,5.0,31.07,0.0,0
49.0,57.22,2560.29,4.0,2.0,2.0,4.0,2.92,1.0,0
54.0,63.13,3676.95,2.0,8.0,0.0,2.0,44.39,4.0,1
20.0,92.98,1859.48,5.0,12.0,2.0,1.0,25.57,1.0,0
5.0,57.69,290.23,4.0,3.0,2.0,0.0,,4.0,0
31.0,94.2,2956.73,5.0,13.0,1.0,7.0,41.26,0.0,1
39.0,61.76,2343.86,7.0,1.0,2.0,2.0,26.25,0.0,0
38.0,119.94,4450.79,2.0,4.0,1.0,3.0,39.54,3.0,0
19.0,113.71,2050.35,3.0,11.0,1.0,6.0,38.88,3.0,1
29.0,109.96,3441.94,3.0,6.0,0.0,0.0,5.55,4.0,1
43.0,44.69,1812.07,4.0,13.0,0.0,2.0,31.65,3.0,1
2.0,76.39,,2.0,2.0,0.0,7.0,16.77,3.0,1
37.0,88.55,3337.5,2.0,3.0,1.0,3.0,33.92,0.0,0
50.0,72.66,3500.07,5.0,10.0,1.0,0.0,41.96,3.0,0
42.0,69.71,3037.18,5.0,0.0,1.0,3.0,30.77,1.0,0
19.0,110.5,2114.33,6.0,11.0,1.0,6.0,6.19,1.0,1
64.0,38.77,2271.94,6.0,13.0,0.0,1.0,14.24,0.0,0
9.0,20.44,184.05,4.0,0.0,0.0,3.0,21.62,3.0,0
1.0,95.9,101.16,5.0,12.0,1.0,,22.39,3.0,1
57.0,52.84,3077.72,,13.0,2.0,6.0,37.71,2.0,1
31.0,28.44,812.1,1.0,,2.0,2.0,27.13,2.0,0
50.0,109.76,5405.82,5.0,13.0,1.0,1.0,0.69,2.0,1
49.0,44.68,2100.93,6.0,1.0,1.0,1.0,28.13,4.0,0
59.0,86.35,5078.7,5.0,13.0,1.0,6.0,17.06,3.0,1
54.0,71.05,,6.0,7.0,1.0,1.0,4.47,3.0,0
22.0,49.11,1055.36,1.0,2.0,1.0,0.0,39.57,0.0,0
42.0,46.42,2087.63,2.0,9.0,2.0,4.0,43.5,0.0,0
,42.21,2203.91,1.0,6.0,1.0,,7.25,1.0,0
55.0,112.96,6765.15,3.0,13.0,1.0,3.0,28.2,0.0,0
33.0,101.66,3411.45,4.0,1.0,2.0,4.0,49.87,1.0,0
63.0,28.31,1614.18,5.0,11.0,0.0,7.0,20.37,3.0,1
34.0,46.7,1585.57,4.0,11.0,2.0,4.0,35.93,0.0,0
37.0,40.87,1564.29,5.0,8.0,2.0,4.0,6.74,3.0,1
26.0,80.07,2161.31,4.0,13.0,2.0,0.0,25.24,4.0,1
3.0,,259.74,3.0,2.0,2.0,4.0,40.71,4.0,1
27.0,,1226.47,3.0,4.0,1.0,1.0,27.57,2.0,0
14.0,47.78,606.29,4.0,8.0,2.0,6.0,28.22,1.0,1
13.0,97.04,1321.24,2.0,8.0,0.0,4.0,0.16,2.0,1
25.0,70.76,,4.0,7.0,1.0,7.0,32.31,1.0,1
51.0,28.62,1464.5,6.0,7.0,1.0,5.0,47.31,3.0,0
16.0,32.85,540.35,3.0,2.0,0.0,6.0,45.52,0.0,0
49.0,30.16,1392.87,4.0,1.0,1.0,4.0,37.81,3.0,0
28.0,28.03,762.77,7.0,2.0,1.0,0.0,34.87,0.0,0
42.0,82.2,3335.41,2.0,8.0,2.0,5.0,9.95,1.0,1
36.0,112.36,4029.71,3.0,14.0,0.0,4.0,29.94,3.0,1
21.0,76.48,1458.98,6.0,5.0,0.0,0.0,20.55,3.0,0
22.0,47.28,1038.36,6.0,8.0,2.0,5.0,6.15,0.0,0
22.0,87.61,1767.25,1.0,12.0,0.0,7.0,45.64,4.0,1
57.0,66.49,3559.08,1.0,8.0,1.0,1.0,24.3,2.0,0
19.0,87.14,1659.35,7.0,14.0,0.0,6.0,7.64,1.0,1
18.0,99.11,1747.86,4.0,14.0,0.0,4.0,15.99,3.0,1
15.0,49.67,749.4,5.0,1.0,0.0,6.0,21.12,2.0,1
46.0,62.06,2585.9,6.0,10.0,2.0,0.0,0.97,0.0,0
71.0,82.38,5494.53,5.0,3.0,1.0,5.0,18.32,1.0,0
25.0,53.95,1290.64,3.0,11.0,1.0,5.0,41.08,3.0,1
48.0,80.11,,7.0,1.0,0.0,3.0,45.26,1.0,0
43.0,81.35,3443.04,7.0,6.0,2.0,4.0,30.01,3.0,1
31.0,88.29,3008.21,6.0,8.0,2.0,6.0,49.1,1.0,0
5.0,34.98,,5.0,13.0,1.0,3.0,24.4,0.0,1
,52.52,2768.2,7.0,12.0,0.0,5.0,20.12,0.0,1
24.0,63.33,1506.31,2.0,13.0,1.0,3.0,33.09,,1
26.0,51.73,1268.72,2.0,2.0,0.0,6.0,41.56,0.0,0
38.0,67.61,2482.68,5.0,8.0,0.0,7.0,28.12,2.0,1
56.0,36.37,2231.47,2.0,13.0,0.0,1.0,24.1,1.0,0
69.0,94.76,7074.52,6.0,0.0,1.0,7.0,23.81,,0
46.0,69.84,3188.83,2.0,3.0,0.0,3.0,49.55,3.0,1
51.0,76.44,4035.36,2.0,14.0,2.0,2.0,3.0,1.0,0
33.0,41.8,1388.86,7.0,12.0,0.0,7.0,45.45,,1
58.0,114.09,6685.72,3.0,14.0,0.0,6.0,3.24,0.0,1
19.0,81.48,1422.65,7.0,2.0,1.0,1.0,18.34,3.0,1
31.0,62.3,1951.72,4.0,1.0,2.0,7.0,31.57,4.0,1
3.0,36.62,107.73,5.0,5.0,1.0,0.0,19.24,1.0,0
1.0,105.47_err,115.28,4.0,13.0,2.0,7.0,20.96,0.0,1
69.0,108.71,7431.58,6.0,10.0,2.0,7.0,13.27,2.0,0
48.0,27.29,1307.63,2.0,10.0,0.0,6.0,0.79,4.0,1
19.0,91.08,1888.57,1.0,13.0,0.0,5.0,29.07,4.0,1
13.0,96.62,1216.36,4.0,13.0,0.0,6.0,24.84,1.0,1
35.0,102.21,3592.97,2.0,14.0,0.0,1.0,27.33,0.0,1
17.0,28.62,472.66,7.0,14.0,2.0,0.0,26.97,4.0,0
7.0,44.16,300.8,3.0,9.0,1.0,4.0,13.38,4.0,1
31.0,96.0,3231.97,2.0,13.0,1.0,3.0,39.19,4.0,1
46.0,23.13,984.81,2.0,2.0,0.0,1.0,26.79,1.0,0
2.0,95.39,191.1,3.0,6.0,2.0,4.0,3.48,0.0,0
71.0,37.72,2698.41,7.0,6.0,2.0,1.0,39.53,2.0,0
6.0,109.0,672.81,4.0,11.0,1.0,6.0,22.04,0.0,1
26.0,106.14,2778.99,6.0,5.0,2.0,5.0,21.55,4.0,0
47.0,77.14,3943.52,6.0,1.0,0.0,7.0,17.62,0.0,1
49.0,111.98,5455.95,7.0,14.0,1.0,5.0,46.96,4.0,1
68.0,84.56,5910.58,2.0,2.0,0.0,0.0,41.4,0.0,0
57.0,22.8,1222.42,1.0,8.0,0.0,5.0,16.21,2.0,1
51.0,111.66,5924.36,6.0,9.0,1.0,4.0,35.09,4.0,1
38.0,84.41,3410.71,3.0,14.0,0.0,2.0,29.02,0.0,1
24.0,83.28,1926.57,3.0,8.0,1.0,5.0,35.0,4.0,1
