sepal_length_cm,sepal_width_cm,petal_length_cm,petal_width_cm,leaf_area_cm2,stem_height_cm,species
6.03,2.49,,1.82,3.56,73.47,1
7.07,2.68,5.28,2.29,16.45,59.51,1
6.87,2.89,4.53,2.44,13.92,75.67,1
6.78,2.01,3.79,2.13,15.49,65.47,0
5.7,2.96,5.17,1.78,15.41,62.14,1
7.36,3.21,1.58,0.1,2.29,76.1,0
5.98,3.73,6.78,2.49,16.56,62.66,1
5.64,4.32,4.8,0.97,12.98,63.82,1
5.03,3.59,2.78,0.95,19.04,16.37,0
4.14,2.05,4.43,2.38,13.79,13.45,1
6.53,2.52,1.34,2.21,19.5,73.88,0
5.96,4.13,6.54,2.2,18.93,31.51,1
5.82,3.63,1.38,1.01,9.22,41.56,0
5.91,3.39,5.86,2.47,5.28,20.49,1
6.76,2.56,6.86,,17.97,31.82,1
5.77,4.11,4.16,2.02,16.57,18.67,1
6.43,2.9,2.63,2.11,9.08,10.84,0
6.81,3.01,1.46,0.12,16.52,63.56,0
7.46,4.34,1.07,1.39,2.23,52.57,0
7.08,3.65,3.53,1.02,15.74,65.26,0
6.21,3.6,4.17,0.48,13.8,32.33,0
6.99,4.24,1.27,2.35,4.98,63.78,0
4.73,2.86,6.72,0.14,18.28,30.49,1
6.25,2.61,5.35,0.54,18.45,24.79,1
7.11,4.03,1.77,2.04,3.93,73.98,0
,2.53,6.75,1.25,4.95,68.3,1
4.57,2.64,,2.0,19.88,67.85,1
7.2,2.53,2.15,1.49,15.2,24.89,0
4.71,2.27,3.29,0.97,18.92,53.59,0
6.08,3.12,4.52,,16.26,73.35,1
4.78,3.86,5.89,,8.02,55.26,1
6.16,3.87,5.43,1.68,15.38,22.47,1
6.76,2.84,5.61,0.18,17.47,71.99,1
6.63,4.39,2.46,1.55,15.26,45.67,0
5.88,2.62,5.51,0.16,19.84,50.99,0
7.37,2.32,3.8,0.11,7.17,64.56,0
6.22,2.85,5.94,1.35,15.17,11.22,1
5.26,3.11,4.32,0.9,15.07,64.37,0
5.88,3.94,5.93,0.97,5.09,14.54,1
6.67,3.08,4.75,0.18,15.24,35.08,0
6.13,2.67,1.25,1.32,18.08,69.24,0
,3.57,5.85,0.15,14.25,39.93,1
5.56,3.72,2.77,2.3,11.85,48.37,1
6.63,3.12,5.19,1.37,,16.4,1
5.17,3.27,5.05,1.78,3.8,39.04,1
4.81,3.48,2.18,2.27,3.22,19.62,1
5.81,4.16,5.59,1.93,7.45,,1
7.21,3.96,5.17,0.12,17.91,72.24,0
6.06,2.44,1.97,2.19,19.26,65.35,1
4.23,3.86,3.22,2.36,16.36,25.25,1
5.25,4.1,2.17,2.18,8.47,13.87,1
6.22,3.42,6.87,1.19,15.57,56.42,1
6.18,3.28,1.73,1.94,19.54,37.01,0
5.93,4.33,1.14,1.81,5.01,31.73,0
6.73,3.32,3.73,2.47,3.74,64.14,1
6.07,2.37,5.99,2.24,13.32,47.74,1
6.96,3.22,,2.27,2.76,54.84,1
7.86,4.09,6.84,2.15,6.72,49.87,1
6.44,3.01,6.94,0.81,9.38,46.29,1
5.32,3.18,6.24,0.36,10.43,24.08,1
4.79,4.16,3.51,0.21,15.94,32.74,0
6.96,3.49,1.83,2.17,12.19,18.78,0
5.17,2.04,6.19,2.09,14.76,33.6,1
7.15,3.93,4.2,1.79,9.47,22.99,1
5.87,4.08,6.38,0.83,17.38,19.49,1
5.63,3.08,6.22,0.97,11.51,69.41,1
7.49,,2.55,1.85,6.25,,0
6.0,2.5,6.76,0.69,17.23,36.35,1
5.6,2.75,4.66,1.78,6.04,74.9,1
4.5,2.29,3.13,1.68,19.58,74.53,1
6.7,2.24,6.45,1.48,10.31,37.04,1
4.91,4.28,3.7,0.45,7.8,62.59,0
7.98,3.64,6.5,2.14,11.16,23.58,1
6.84,3.95,5.05,0.69,5.76,20.42,0
5.36,3.11,6.46,0.12,18.35,57.32,1
7.69,4.21,6.01,2.36,9.48,57.02,1
7.57,3.28,3.71,1.43,8.75,54.18,0
4.7,3.09,5.41,2.25,16.75,16.19,1
6.39,3.76,5.46,0.16,18.6,41.08,0
7.94,4.3,3.51,1.84,4.7,30.6,0
6.3,2.26,4.66,1.73,14.05,21.96,1
6.39,4.11,2.34,1.33,19.46,71.24,0
5.75,3.1,5.65,0.26,11.56,36.85,1
6.52,3.45,6.87,1.81,16.59,32.97,1
4.29,2.07,,0.96,5.35,78.07,0
4.75,3.29,1.88,2.07,6.63,45.47,0
7.5,3.81,3.73,0.44,13.04,69.65,0
6.98,3.51,2.81,0.16,2.75,53.06,0
5.47,2.31,1.09,0.7,11.46,41.4,0
7.07,2.46,4.2,1.36,14.54,15.37,1
4.84,2.74,1.48,1.56,11.19,31.28,0
5.9,3.23,6.33,1.13,8.95,34.35,1
7.13,2.5,5.0,2.25,14.26,12.04,1
5.17,3.59,5.16,1.22,18.28,39.31,1
7.81,2.8,2.13,0.4,7.71,26.63,0
7.97,3.33,2.96,2.36,14.02,26.54,1
5.16,4.13,1.06,0.72,5.16,67.73,0
,4.43,2.04,1.58,15.6,26.29,0
5.76,3.84,6.22,0.25,7.24,37.72,1
4.63,2.25,5.36,0.29,17.78,30.3,1
6.78,3.31,3.41,1.46,7.3,76.86,0
5.72,2.86,3.97,0.72,13.02,75.42,0
7.31,2.9,4.69,0.57,2.09,25.47,0
5.15,,4.54,2.41,9.34,19.43,1
6.88,4.24,3.35,0.85,19.97,64.37,0
7.05,4.09,2.05,1.15,19.42,32.9,0
4.88,4.16,3.0,1.6,5.15,77.63,0
5.06,3.41,6.24,1.1,7.21,30.64,1
4.18,2.17,5.74,2.4,16.09,20.7,1
4.23,3.28,2.68,1.22,7.39,16.86,0
7.1,3.29,2.14,0.29,8.78,70.11,0
7.87,2.94,6.19,1.31,19.02,46.76,1
6.38,3.89,3.51,1.06,12.89,64.47,0
4.12,3.62,5.4,2.45,8.44,16.33,1
7.12,2.96,6.83,0.54,4.52,78.13,1
4.9,2.71,5.5,1.93,12.73,71.53,1
7.3,3.41,1.27,2.37,15.12,11.71,0
6.37,2.17,6.95,1.96,8.52,35.59,1
7.26,3.19,3.68,1.57,9.63,28.55,1
5.81,3.92,4.62,,13.86,67.66,1
4.47,2.27,1.51,0.22,4.29,43.33,0
6.65,2.53,4.0,2.27,15.9,39.34,1
5.92,3.36,1.14,1.14,10.37,69.56,0
7.03,3.59,2.58,1.23,14.45,40.25,0
6.88,3.91,3.07,1.21,2.87,65.99,0
6.13,3.46,1.3,2.37,6.73,11.9,0
7.16,4.01,3.89,1.1,14.99,56.83,0
4.66,,5.74,,5.05,70.95,0
7.59,3.89,4.26,0.48,9.18,44.27,0
4.47,3.32,4.34,2.5,19.8,16.77,1
7.13,2.13,5.04,1.51,7.03,15.71,1
5.54,2.25,3.0,1.71,7.39,76.96,1
5.89,3.95,3.76,0.71,6.42,60.03,0
4.59,3.75,,2.03,2.05,50.48,0
6.75,2.65,6.33,1.42,17.19,26.76,1
6.63,3.42,6.51,1.71,9.71,30.36,1
5.51,3.28,5.74,1.96,5.79,55.96,1
6.13,4.11,2.83,2.39,15.96,68.15,0
6.04,3.51,4.09,0.88,3.38,52.79,0
7.11,3.1,6.99,1.59,17.82,58.51,1
7.61,2.06,6.4,1.55,11.68,16.67,1
4.93,3.64,3.17,0.31,7.83,33.79,0
,2.85,5.9,0.29,12.86,14.93,1
6.83,2.16,5.81,1.12,13.14,21.39,1
4.84,3.45,3.82,1.48,10.04,10.6,0
7.29,2.79,5.73,1.24,6.1,42.05,1
6.28,3.67,4.96,1.13,6.44,68.73,0
6.45,2.26,3.96,2.43,8.78,10.76,1
6.69,2.57,2.44,0.31,15.36,23.47,0
6.06,2.15,2.23,1.78,12.05,61.37,0
4.86,4.16,4.15,1.43,10.66,,1
,2.84,3.21,,17.52,26.2,0
7.1,3.7,1.8,0.55,14.45,53.39,0
7.05,4.38,5.13,2.16,16.43,11.56,1
4.23,3.03,1.81,0.89,8.12,78.91,0
4.76,4.06,,0.58,14.55,69.33,0
7.74,2.63,6.06,1.74,18.11,43.0,1
5.51,3.73,2.15,1.31,2.99,29.26,0
5.8,3.56,6.5,2.27,18.8,72.56,1
7.58,2.21,4.5,0.59,14.85,32.62,0
7.24,3.62,7.0,0.52,9.62,55.26,1
4.44,4.08,4.93,1.4,13.43,74.69,1
4.77,3.42,1.35,1.11,11.61,22.05,0
4.45,2.47,1.66,0.85,9.73,66.54,0
6.49,4.07,1.36,2.15,2.62,36.73,0
7.06,2.71,6.98,1.52,16.03,34.42,1
4.65,2.21,1.8,1.09,18.76,29.56,0
6.65,4.25,4.8,0.86,13.21,67.9,1
7.95,3.36,1.31,2.32,11.66,70.56,0
6.33,4.0,4.23,0.62,16.49,26.68,1
7.55,2.99,2.9,0.24,12.4,52.17,0
5.79,2.15,3.35,1.44,3.75,36.36,0
5.43,2.45,4.52,1.4,4.39,49.66,1
4.8,3.84,4.03,1.64,16.59,49.26,1
5.01,3.29,2.11,1.45,19.33,75.58,0
4.02,4.46,6.85,0.12,4.93,79.2,1
5.9,3.83,1.55,2.1,13.72,65.97,0
5.67,2.96,2.97,1.75,12.65,69.05,1
5.56,4.01,5.05,1.29,7.48,46.52,1
6.66,3.45,4.43,0.98,6.07,79.97,0
7.04,4.05,1.75,1.19,2.48,39.42,0
5.64,2.98,6.58,0.63,9.33,51.72,1
5.41,2.31,2.79,1.11,15.68,51.5,0
5.6,3.22,6.2,0.75,6.55,21.87,1
7.07,2.35,3.69,0.31,16.45,56.39,0
6.61,,4.57,0.57,2.86,78.62,0
5.61,2.75,4.12,0.31,3.83,56.25,0
6.07,2.02,6.16,0.97,7.11,16.32,1
4.54,2.45,5.91,0.18,6.0,37.78,1
7.28,4.43,1.49,2.47,13.3,55.33,0
4.55,2.1,6.98,1.29,11.67,19.62,1
7.34,4.07,1.79,1.1,8.86,29.93,0
7.98,3.6,2.69,1.99,19.66,51.35,0
5.12,3.12,3.81,2.31,2.64,36.61,0
7.2,2.01,5.95,2.37,9.72,26.23,1
4.71,4.24,3.63,1.81,17.18,17.46,1
5.3,3.44,2.43,2.23,9.69,41.69,1
4.68,2.6,6.86,1.66,3.73,27.53,1
7.3,3.59,,1.76,5.9,12.7,0
7.36,3.83,3.4,0.26,7.63,36.27,0
7.37,2.4,6.81,1.14,4.61,43.33,1
5.66,3.75,1.74,0.48,13.94,40.44,0
5.94,2.82,2.01,2.26,14.65,67.08,0
6.06,2.43,2.95,1.9,16.42,29.49,1
6.91,4.46,2.46,0.82,4.4,78.14,0
4.38,4.38,2.71,0.66,16.02,72.99,0
5.17,3.04,2.53,0.28,14.95,28.32,0
7.26,4.33,1.78,0.85,11.6,18.21,0
6.41,3.59,1.51,0.87,16.64,13.06,0
5.23,4.41,1.22,1.81,16.48,44.15,0
4.03,3.24,2.26,2.28,7.89,27.69,1
5.84,2.65,1.07,1.13,,29.1,0
4.95,3.44,4.8,0.33,2.95,74.86,1
6.45,2.24,3.19,2.36,9.51,26.92,1
4.16,3.27,1.69,2.48,15.19,77.3,0
5.62,2.69,5.31,2.41,17.97,40.04,1
7.41,2.15,2.69,2.33,14.3,44.94,0
6.63,3.69,5.84,0.41,9.01,10.16,1
4.04,2.4,6.06,2.24,7.78,66.45,1
5.15,2.85,1.65,1.85,7.6,67.42,0
7.86,4.28,3.6,0.9,9.12,29.88,0
6.17,4.03,4.93,1.72,19.82,14.95,1
5.07,2.28,6.62,2.14,18.53,66.9,1
7.22,3.11,4.87,2.26,10.94,42.93,1
4.43,4.37,2.84,1.98,8.28,74.89,1
6.9,2.86,5.28,,7.27,70.0,1
7.64,4.03,3.32,2.19,5.46,73.49,0
5.35,3.01,2.3,2.49,5.55,20.52,1
5.09,2.88,2.12,0.41,16.65,10.09,0
6.2,2.71,2.23,2.19,15.01,48.69,0
4.3,3.59,1.34,1.74,8.74,35.24,0
7.31,3.57,2.67,0.15,,72.07,0
7.26,3.84,1.52,0.28,16.5,,0
6.24,2.65,2.06,2.42,15.27,65.51,0
7.06,4.37,2.63,0.41,7.88,13.96,0
6.55,4.5,1.26,1.93,6.28,36.18,0
4.9,2.65,5.84,1.71,3.22,74.98,1
7.48,4.22,2.07,1.99,11.78,69.02,0
6.67,3.78,6.64,0.49,13.61,,1
4.53,3.06,2.2,2.27,10.38,25.08,0
,2.63,4.81,0.6,19.36,15.15,0
5.33,,1.31,1.3,6.34,17.87,0
7.19,4.39,2.57,1.46,7.29,48.59,0
7.15,2.73,5.85,0.38,5.94,53.72,0
7.51,4.45,4.76,1.58,16.66,25.82,1
6.49,2.95,4.41,1.57,14.04,17.89,1
7.33,3.27,4.47,2.13,16.66,13.92,1
7.1,2.38,2.22,0.25,9.11,65.75,0
5.4,4.2,2.22,1.14,6.31,64.75,0
6.01,3.61,3.42,2.37,6.46,75.79,0
6.13,4.17,,1.24,16.76,33.67,0
5.86,3.42,3.09,0.95,2.21,49.91,0
4.94,3.81,5.07,0.73,13.99,49.97,1
4.89,3.29,2.46,2.07,8.97,49.47,1
7.44,2.05,4.94,0.68,10.68,60.99,0
4.6,2.35,1.39,0.83,19.98,65.14,0
7.67,2.33,6.3,1.09,6.42,20.93,1
6.1,4.41,5.69,0.92,19.97,18.25,1
4.13,2.1,4.22,1.66,9.7,15.5,1
5.64,3.7,4.45,0.26,17.72,72.44,0
7.67,3.93,2.54,1.54,9.12,49.15,0
7.55,3.42,3.58,2.03,8.35,15.57,1
7.77,4.29,2.0,1.73,9.25,37.64,0
4.92,3.5,4.31,1.53,13.72,62.21,1
5.23,4.04,5.54,1.32,14.91,21.73,1
4.49,,6.22,0.7,19.15,70.95,1
7.43,3.16,6.43,1.67,7.35,36.47,1
5.04,3.79,4.69,0.76,13.82,66.94,1
7.16,3.48,2.22,0.72,8.41,67.33,0
4.04,2.48,5.44,0.16,7.91,39.63,1
7.53,3.67,1.91,2.01,8.64,27.48,0
7.99,2.13,2.38,1.74,7.03,26.11,0
4.97,3.18,6.57,2.04,13.42,74.62,1
6.55,3.59,,0.44,9.91,78.33,0
7.01,3.7,5.26,1.08,9.36,74.25,0
7.49,4.33,5.63,1.9,,22.5,1
6.73,2.55,2.92,0.16,7.72,63.23,0
7.85,4.1,4.64,0.64,6.7,77.88,0
7.09,2.29,2.11,0.65,2.26,23.34,0
5.23,3.97,4.12,1.07,11.44,68.26,0
6.15,3.83,3.38,1.64,6.41,17.28,1
5.06,3.79,6.58,,,,1
7.85,4.17,1.49,0.13,19.42,77.44,0
7.16,2.47,6.06,1.43,3.58,55.21,1
6.27,3.07,3.11,1.62,14.9,15.52,1
,4.43,6.38,1.0,15.06,35.45,1
4.78,4.0,4.94,0.8,5.81,16.19,0
,4.5,5.63,0.22,6.43,28.55,1
4.18,4.16,3.56,1.24,16.97,43.69,1
5.31,2.08,1.99,0.14,9.78,53.06,0
6.57,4.03,3.94,0.18,19.2,68.6,0
5.25,3.21,3.66,0.69,9.52,59.24,0
7.34,2.92,2.27,1.6,3.9,54.7,0
7.88,4.41,4.0,1.65,11.56,13.89,1
6.86,2.61,1.02,1.01,8.89,14.65,0
6.4,2.48,3.99,0.8,10.25,12.46,0
7.74,3.27,2.62,1.33,2.16,35.39,0
6.45,2.53,1.0,2.31,19.34,74.02,0
4.95,4.1,5.86,2.29,5.58,50.04,1
7.92,2.89,2.59,2.0,5.2,48.56,0
7.54,2.44,4.24,1.86,18.69,45.29,1
7.84,3.12,5.22,0.92,12.81,69.95,1
4.18,4.27,1.62,1.05,17.53,68.16,0
7.99,3.14,1.25,0.21,8.42,10.76,0
6.34,4.27,5.8,2.3,11.63,75.59,1
4.98,,2.24,0.78,7.73,27.74,0
4.6,3.18,1.59,0.64,2.56,13.52,0
7.0,4.43,4.03,0.29,14.73,52.18,0
6.96,2.23,4.52,2.01,14.91,34.82,1
5.99,2.2,5.37,1.9,16.55,46.15,1
5.05,2.25,4.39,1.54,6.19,78.68,0
4.6,2.42,5.08,0.85,17.5,32.56,1
4.9,3.6,3.08,2.24,8.61,70.05,1
4.24,2.34,1.53,1.12,16.35,46.21,0
7.55,3.45,6.09,0.36,17.01,73.39,0
6.94,4.16,3.38,0.99,3.66,45.45,0
4.13,3.79,2.41,0.27,5.3,37.82,0
4.52,2.68,3.06,0.61,9.13,56.44,0
8.0,4.33,2.69,1.53,2.26,36.19,0
5.91,3.85,5.72,0.54,,51.61,1
7.13,3.21,6.31,0.8,18.8,67.74,1
6.89,2.07,1.41,0.41,10.43,25.07,0
6.89,2.44,3.64,0.59,18.31,54.35,0
7.06,2.49,4.75,0.42,19.95,12.43,1
4.07,2.82,5.38,1.6,3.47,31.78,1
7.34,3.38,4.04,1.75,6.97,18.4,1
4.87,3.0,3.15,1.21,7.83,35.63,0
4.87,3.53,1.38,0.26,14.66,10.73,0
6.76,3.19,1.17,1.06,9.69,49.29,0
6.61,4.14,3.84,0.31,17.18,47.64,0
4.91,2.06,3.16,1.22,15.83,23.36,1
4.29,4.3,2.45,1.83,5.15,72.55,0
4.01,3.55,3.46,0.73,3.35,64.06,0
6.36,2.36,5.01,1.81,7.4,45.43,1
6.1,2.58,5.82,0.98,11.52,44.71,1
6.12,,3.93,0.63,8.67,43.04,0
7.23,4.32,1.36,2.37,14.16,69.02,0
6.98_err,3.22,5.36,0.88,14.47,64.39,1
7.28,3.07,6.77,2.1,17.61,44.02,1
6.39,3.49,1.82,0.4,2.13,75.27,0
6.37,,5.57,0.89,4.95,76.75,1
5.73,3.29,4.45,1.07,2.61,18.79,1
4.78,2.5,4.91,0.51,10.3,24.71,0
5.71,2.76,6.33,0.2,2.52,15.29,1
6.64,2.38,1.77,1.35,2.18,18.05,0
,4.14,4.43,0.53,7.92,74.99,0
7.17,3.67,2.72,0.88,14.26,17.17,0
7.69,2.34,3.97,1.21,15.61,57.82,0
4.56,3.55,3.39,2.09,8.64,59.29,1
,3.87,1.54,2.34,3.23,67.32,0
5.5,2.03,4.66,2.45,5.71,77.09,1
4.19,3.06,3.47,1.14,7.47,34.85,0
5.83,2.48,2.55,1.18,17.74,78.88,0
7.83,3.63,3.13,0.83,4.58,68.1,0
7.79,2.42,4.96,1.03,9.01,44.09,0
7.56,3.4,5.4,0.53,14.97,,1
6.05,4.49,6.08,1.79,8.7,68.25,1
6.09,3.22,1.85,0.57,18.75,60.6,0
5.16,4.27,1.97,0.31,5.7,71.15,0
4.4,4.36,4.26,1.9,2.23,19.23,1
7.13,4.4,4.31,1.24,16.35,77.8,0
4.78,,1.02,1.82,11.18,45.28,0
6.88,3.54,2.24,2.19,13.14,70.04,0
5.67,2.83,5.7,1.22,14.99,28.52,1
6.13,3.1,4.6,0.56,14.34,67.16,0
4.94,4.25,2.55,1.53,12.3,56.81,0
4.21,3.59,1.88,0.25,3.21,51.47,0
6.6,3.95,6.05,2.15,3.48,57.6,1
5.76,3.59,5.7,0.17,13.59,66.21,0
5.95,3.1,4.75,1.46,3.95,41.35,0
4.22,2.34,2.26,0.5,2.73,63.3,0
5.04,2.46,3.78,1.35,19.25,42.33,1
4.72,2.14,3.32,0.25,2.37,11.2,0
7.07,3.33,3.81,0.14,6.07,61.44,0
7.38,3.75,4.06,1.8,3.11,69.31,0
6.65,2.29,1.49,1.56,7.7,20.4,0
6.47,3.7,2.31,2.29,12.07,76.68,0
4.38,3.23,1.79,2.5,5.86,31.61,1
7.31,2.72,3.29,1.92,19.79,71.49,0
5.92,4.37,3.06,0.68,5.29,27.23,0
7.97,3.06,1.06,0.75,13.67,11.69,0
5.01,3.75,5.35,2.13,19.76,33.92,1
4.01,3.87,5.05,0.98,16.99,32.0,1
5.62,3.68,4.24,0.82,19.09,75.4,1
5.83,3.47,6.89,2.26,16.27,57.07,1
5.94,2.17,6.84,0.56,16.83,57.84,1
7.35,3.91,5.77,2.14,6.31,12.65,1
6.13,2.57,5.53,1.28,4.41,37.19,1
6.22,2.8,6.56,2.03,17.45,46.94,1
7.53,4.12,5.36,1.49,2.09,19.39,1
6.3,2.7,4.63,2.11,3.38,37.72,1
6.85,2.71,1.1,1.2,6.85,72.09,0
4.63,3.57,5.29,1.65,13.4,57.17,1
5.8,3.22,4.53,0.85,17.11,28.67,1
6.39,2.4,2.55,2.27,5.76,69.65,1
4.49,2.42,5.33,1.32,3.08,57.0,1
4.37,2.86,5.59,2.35,12.51,14.4,1
7.76,2.07,5.16,1.81,4.31,65.31,1
5.86,2.56,1.47,2.5,19.85,38.86,0
7.47,2.2,5.12,2.25,6.81,67.65,1
4.25,3.02,3.46,2.17,9.61,23.58,1
4.41,2.25,1.97,0.98,18.35,,0
4.31,3.27,3.75,1.37,12.58,61.97,0
4.81,3.92,2.61,1.85,12.55,21.96,1
7.82,2.03,3.77,1.03,18.65,20.03,0
5.09,4.24,5.74,2.25,13.4,60.81,1
5.75,2.35,6.21,0.77,16.82,45.75,1
5.92,2.92,1.72,1.12,14.92,30.26,0
4.12,3.02,2.67,1.56,11.02,63.76,0
5.72,2.43,5.85,1.19,2.63,38.84,1
5.71,3.7,6.3,2.31,18.12,79.89,1
7.12,4.09,6.09,1.96,3.85,54.59,1
7.58,2.59,6.48,1.72,,29.2,1
6.6,2.2,1.7,0.66,9.85,43.07,0
4.52,3.0,3.35,1.74,15.15,33.94,1
5.72,3.69,5.57,1.5,18.24,13.6,1
7.98,2.97,1.94,1.52,13.2,64.84,0
4.12,2.87,5.65,1.57,19.33,68.91,1
5.85,3.56,6.56,2.47,15.21,13.99,1
6.59,2.58,3.99,0.91,11.09,21.74,0
6.81,3.28,4.95,1.07,10.52,50.81,1
6.28,3.88,6.8,1.21,3.48,39.88,1
6.9,2.99,6.09,1.23,18.54,14.28,1
7.15,4.48,6.64,1.89,16.43,13.69,1
7.86,4.2,3.04,0.69,7.4,33.89,0
7.99,3.75,1.56,1.75,14.17,41.86,0
7.23,2.86,2.49,2.11,3.58,17.49,0
6.23,2.43,5.92,0.58,15.49,63.49,0
4.41,3.66,2.28,0.73,7.31,13.51,0
4.09,3.79,4.41,0.66,13.93,30.91,1
5.71,2.32,6.6,2.06,6.91,74.73,1
4.62,3.25,4.65,0.84,19.4,73.73,1
5.84,2.49,5.9,2.19,11.37,76.67,1
7.87,3.4,5.76,0.76,16.33,73.08,1
5.55,3.14,5.15,1.99,6.66,27.16,1
6.59,4.04,2.54,2.3,16.66,46.62,0
6.41,3.5,2.29,1.26,12.21,77.82,0
6.49,2.42,5.01,2.21,7.51,61.66,1
6.56,2.89,2.42,0.4,11.18,,0
4.97,2.05,4.01,0.31,14.4,44.05,0
,4.02,1.72,1.65,3.6,39.53,0
4.28,3.88,2.18,2.06,14.49,34.18,0
4.76,2.29,1.25,1.22,9.59,37.57,0
6.2,3.12,4.04,1.93,19.23,39.36,1
4.24,3.57,4.81,2.38,14.58,50.91,1
6.86,2.39,3.85,2.37,,57.04,1
7.56,2.1,1.46,0.73,9.61,25.27,0
4.55,2.34,1.92,0.37,7.34,69.37,0
6.68,2.22,2.39,1.66,7.36,14.87,0
6.61,3.49,,0.11,12.01,34.99,0
6.57,4.38,4.1,0.63,10.39,59.69,0
5.09,2.89,4.82,,12.64,46.72,1
7.82,2.93,6.88,0.18,3.99,38.22,0
7.4,3.07,,1.69,11.61,48.74,1
6.85,4.14,6.91,0.82,8.22,69.81,1
7.91,2.2,5.01,1.31,10.71,24.1,0
4.07,3.97,1.1,2.24,2.37,64.03,0
4.6,4.18,5.68,1.48,19.46,24.12,1
5.9,2.99,2.69,2.06,14.59,30.31,1
4.38,3.05,4.21,0.69,14.22,49.03,0
6.45,4.11,5.94,2.03,5.5,53.41,1
5.83,4.19,1.71,2.45,3.01,12.78,1
5.03,3.2,1.84,0.62,17.56,63.53,0
5.85,3.54,1.66,2.48,14.76,67.03,1
4.88,3.12,6.85,0.54,17.64,20.89,1
4.6,3.19,6.38,1.86,8.46,61.58,1
6.53,3.44,4.32,1.19,4.52,38.5,0
5.51,3.28,6.61,1.24,19.99,37.32,1
4.02,3.8,1.63,0.68,3.33,23.57,0
7.5,3.61,2.97,1.65,12.13,63.81,0
5.37,3.56,5.57,0.48,14.37,70.41,0
7.82,2.79,4.8,2.23,10.98,33.47,1
4.49,2.09,4.77,2.32,2.85,21.27,1
7.79,3.4,6.81,1.64,16.9,78.48,1
4.35,2.15,3.63,2.23,16.65,44.46,1
6.71,3.76,5.5,0.17,16.24,38.45,1
7.25,2.12,5.18,0.27,18.65,50.05,0
7.43,3.49,3.52,0.44,16.08,70.79,0
6.29,3.59,3.28,,,26.92,1
5.24,3.24,6.56,2.37,8.8,65.45,1
6.87,4.39,4.52,0.62,15.47,43.07,0
4.61,3.99,2.31,0.61,16.81,52.39,0
6.76,3.99,2.66,2.38,2.63,79.63,0
4.15,3.03,6.13,0.78,5.55,57.94,1
6.62,3.68,4.04,1.73,13.91,43.43,1
,4.24,3.82,0.52,3.35,15.94,0
5.55,3.56,4.41,1.97,10.92,24.82,1
7.88,3.63,5.57,2.2,7.41,78.48,1
7.31,3.52,3.56,0.27,13.28,71.78,0
7.98,2.95,1.88,1.37,15.19,10.61,0
5.94,3.53,2.74,2.41,9.67,64.78,0
4.95,2.73,2.83,0.88,14.95,61.15,0
6.9,4.24,6.72,0.69,9.48,38.89,1
5.6,2.04,2.14,0.37,17.08,42.02,0
6.92,3.58,1.47,2.4,12.72,49.96,0
6.19,4.22,4.51,0.28,15.19,51.39,0
4.54,3.8,2.21,1.47,5.7,34.38,0
5.12,2.26,6.0,0.96,6.06,71.12,1
4.37,2.99,3.65,0.18,19.06,14.55,0
7.66,2.29,1.03,2.03,15.22,37.98,0
5.5,3.63,3.03,0.79,2.76,33.17,0
6.75,3.5,4.62,1.71,4.91,64.4,1
5.25,2.42,2.98,1.57,,,1
7.96,3.48,2.17,2.12,5.1,22.05,0
6.39,4.41,3.15,2.5,16.94,41.08,1
7.27,3.99,3.6,0.55,18.09,30.0,0
7.72,3.44,4.09,1.8,10.13,61.7,1
4.63,3.32,4.03,1.59,9.73,33.73,1
7.6,4.38,1.65,1.17,7.84,16.8,0
4.21,2.55,4.71,1.41,12.83,27.48,1
7.14,2.51,5.22,0.97,14.42,41.91,1
4.95,4.03,5.39,1.66,4.1,29.47,1
5.59,2.53,6.0,0.79,15.75,76.17,1
4.45,3.84,1.68,1.73,2.07,65.42,0
7.21,3.6,3.21,1.19,12.5,63.85,0
5.25,4.05,3.06,0.74,4.8,20.43,0
6.92,4.26,3.8,1.06,10.68,78.6,0
5.43,2.45,1.57,1.17,12.3,30.79,0
7.33,3.75,4.52,1.67,5.09,,0
5.86,2.11,5.72,0.74,,35.52,1
4.87,2.24,5.96,0.52,16.07,20.84,1
6.23,4.03,2.2,2.0,12.37,64.16,0
4.77,2.88,2.1,1.55,2.86,36.16,0
7.84,3.76,1.95,1.8,10.95,19.1,0
6.21,3.8,3.79,2.1,3.42,47.98,1
6.64,3.21,2.25,2.14,,18.7,0
7.98,3.62,1.54,0.65,18.78,15.62,0
4.33,3.51,2.29,0.37,14.35,64.79,0
7.13,3.08,2.98,1.19,2.44,31.24,0
7.89,2.46,4.53,1.42,3.15,46.68,0
4.58,4.47,5.66,1.47,10.84,62.11,1
4.07,2.44,2.7,2.43,19.27,59.12,1
5.56,3.52,3.73,0.82,18.72,36.77,1
6.48,3.19,3.86,1.9,11.97,16.95,1
6.12,2.52,1.81,0.33,15.07,73.95,0
5.82,3.46,5.38,1.84,5.58,78.76,1
7.64,4.2,1.17,1.66,19.2,15.19,0
4.9_err,2.29,6.52,0.38,11.19,28.24,1
4.93,3.17,5.29,1.88,,75.4,1
4.87,4.32,2.51,1.03,2.88,76.58,0
7.76,3.77,1.73,0.71,7.97,15.4,0
5.43,4.43,2.16,0.42,4.53,71.6,0
7.4,2.18,5.66,0.42,18.95,70.51,1
