session_duration_min,pages_viewed,cart_value,prev_purchases,discount_percent,device_type,day_of_week,bounce_rate,loyalty_score,made_purchase
58.0,46.0,4253.14,19.0,10.3,1.0,3.0,0.208,49.0,1
32.0,40.0,3849.66,7.0,1.8,0.0,1.0,0.785,53.0,0
49.0,39.0,1309.14,8.0,39.4,1.0,1.0,0.977,50.0,0
24.0,2.0,4592.31,16.0,23.7,0.0,6.0,0.398,13.0,0
18.0,24.0,934.18,14.0,2.0,0.0,2.0,1.0,45.0,0
56.0,41.0,4802.21,9.0,15.9,2.0,4.0,0.62,45.0,1
83.0,24.0,4508.12,10.0,21.5,0.0,4.0,0.199,23.0,1
4.0,22.0,2090.08,10.0,9.1,1.0,2.0,0.359,35.0,0
97.0,48.0,513.39,11.0,30.1,0.0,2.0,0.336,68.0,1
68.0,31.0,4677.05,16.0,28.7,2.0,0.0,0.336,35.0,1
62.0,27.0,4764.05,14.0,28.7,0.0,6.0,0.387,65.0,1
95.0,34.0,1187.11,8.0,48.4,2.0,2.0,0.055,14.0,1
46.0,27.0,978.11,0.0,8.2,2.0,3.0,0.948,3.0,0
67.0,44.0,2364.31,3.0,37.8,1.0,5.0,0.757,20.0,1
78.0,40.0,4118.59,14.0,27.8,0.0,3.0,0.265,22.0,0
3.0,48.0,4396.8,4.0,12.7,1.0,4.0,0.51,39.0,0
73.0,42.0,4109.75,3.0,12.6,2.0,0.0,0.357,9.0,0
72.0,8.0,4663.71,14.0,1.8,1.0,2.0,0.208,52.0,1
97.0,10.0,3725.86,1.0,5.6,1.0,4.0,0.846,88.0,0
101.0,9.0,2410.3,15.0,27.4,1.0,0.0,0.555,16.0,0
98.0,32.0,1125.88,11.0,10.1,2.0,1.0,0.291,92.0,1
91.0,34.0,1314.6,11.0,11.8,0.0,1.0,0.299,1.0,0
71.0,6.0,2093.2,12.0,10.2,0.0,0.0,0.127,8.0,0
109.0,11.0,2823.13,15.0,0.5,1.0,0.0,0.012,4.0,0
41.0,7.0,4476.69,18.0,46.1,0.0,1.0,0.965,90.0,0
85.0,16.0,4533.08,3.0,13.8,2.0,2.0,,43.0,0
88.0,35.0,431.81,19.0,20.8,2.0,2.0,0.322,72.0,1
4.0,,4056.26,4.0,21.5,2.0,4.0,0.151,88.0,0
58.0,7.0,1789.63,17.0,40.5,0.0,5.0,0.834,28.0,1
101.0,24.0,2407.04,1.0,28.8,1.0,2.0,0.931,78.0,0
110.0,30.0,4973.62,4.0,28.5,0.0,3.0,0.567,38.0,1
36.0,40.0,1164.91,4.0,23.4,1.0,4.0,0.821,38.0,0
54.0,42.0,4286.26,11.0,43.9,1.0,2.0,0.773,44.0,1
21.0,22.0,2282.83,8.0,17.9,0.0,4.0,0.257,8.0,1
78.0,46.0,475.0,0.0,24.2,2.0,3.0,0.35,78.0,1
93.0,12.0,1434.14,4.0,16.2,2.0,0.0,0.363,32.0,0
19.0,29.0,,10.0,13.9,2.0,3.0,0.863,56.0,0
91.0,15.0,219.36,8.0,13.7,0.0,0.0,0.857,75.0,0
63.0,12.0,406.47,14.0,45.4,0.0,4.0,0.362,6.0,0
23.0,31.0,4409.75,19.0,32.0,0.0,4.0,0.194,46.0,1
77.0,5.0,1931.53,5.0,39.3,1.0,4.0,0.047,43.0,1
112.0,41.0,2583.43,14.0,37.1,1.0,2.0,0.57,5.0,1
18.0,6.0,4797.7,11.0,27.7,2.0,1.0,0.159,43.0,1
113.0,,493.63,9.0,27.7,2.0,2.0,0.982,66.0,1
32.0,3.0,3190.13,14.0,37.4,2.0,5.0,0.745,17.0,0
49.0,28.0,509.13,3.0,36.3,1.0,3.0,0.785,68.0,1
105.0,42.0,,19.0,32.0,0.0,2.0,0.228,99.0,1
58.0,28.0,4240.26,17.0,31.3,2.0,1.0,0.6,89.0,1
59.0,39.0,1278.58,11.0,14.1,1.0,0.0,0.536,84.0,0
43.0,25.0,1751.93,4.0,32.1,2.0,3.0,0.98,27.0,0
27.0,25.0,2911.5,8.0,12.3,1.0,5.0,0.484,76.0,1
99.0,40.0,4319.84,6.0,15.5,0.0,1.0,0.445,97.0,1
18.0,17.0,4745.84,18.0,28.5,1.0,3.0,0.274,35.0,1
53.0,25.0,2510.38,17.0,33.1,1.0,2.0,0.766,38.0,1
70.0,14.0,3355.27,1.0,5.4,2.0,1.0,0.657,20.0,0
115.0,4.0,4127.54,15.0,32.0,0.0,2.0,0.991,8.0,1
9.0,32.0,2324.95,14.0,33.8,2.0,2.0,0.262,,1
85.0,23.0,672.18,16.0,4.8,2.0,6.0,0.168,9.0,0
113.0,8.0,3476.38,12.0,31.2,2.0,5.0,0.725,11.0,0
108.0,44.0,3151.07,,30.8,2.0,5.0,0.815,24.0,1
45.0,35.0,2190.0,17.0,19.8,2.0,5.0,0.719,2.0,0
24.0,39.0,777.77,0.0,19.5,0.0,3.0,0.087,56.0,0
65.0,31.0,1761.22,1.0,8.0,1.0,6.0,0.877,56.0,0
6.0,24.0,4703.06,8.0,36.4,2.0,5.0,0.287,46.0,0
31.0,7.0,120.98,9.0,5.9,1.0,2.0,0.772,38.0,0
34.0,46.0,3762.06,5.0,45.3,0.0,3.0,0.199,13.0,0
19.0,10.0,3458.62,9.0,45.1,2.0,6.0,0.727,31.0,0
40.0,1.0,1902.59,18.0,4.0,2.0,1.0,0.495,65.0,1
45.0,41.0,1028.84,8.0,15.6,0.0,2.0,0.402,91.0,1
88.0,49.0,4901.63,15.0,39.3,0.0,2.0,0.132,25.0,1
101.0,8.0,4676.18,5.0,48.7,2.0,1.0,0.272,16.0,1
67.0,12.0,4724.81,7.0,42.7,2.0,2.0,0.16,12.0,0
10.0,10.0,3442.05,9.0,0.7,1.0,6.0,0.615,37.0,0
51.0,27.0,3389.65,13.0,45.5,1.0,1.0,0.27,37.0,1
90.0,19.0,4617.72,4.0,24.6,,5.0,0.951,14.0,0
61.0,3.0,1189.41,3.0,41.3,0.0,0.0,0.284,64.0,1
82.0,23.0,3858.56,8.0,9.8,2.0,5.0,0.758,82.0,1
51.0,6.0,3017.2,9.0,45.0,0.0,0.0,,21.0,1
108.0,35.0,2639.85,10.0,42.0,2.0,1.0,0.156,90.0,1
83.0,29.0,3640.78,7.0,10.8,0.0,6.0,0.911,32.0,0
82.0,40.0,3004.61,,47.5,2.0,4.0,0.942,28.0,0
46.0,24.0,3300.94,2.0,40.7,1.0,2.0,0.77,22.0,0
42.0,42.0,3945.41,16.0,16.9,1.0,4.0,0.181,43.0,1
117.0,27.0,4667.24,13.0,7.6,1.0,4.0,0.021,99.0,1
73.0,32.0,3396.84,8.0,32.7,0.0,5.0,0.998,92.0,0
106.0,44.0,4119.04,10.0,1.9,1.0,6.0,0.261,78.0,1
89.0,27.0,2862.94,14.0,42.0,0.0,3.0,0.909,1.0,1
50.0,49.0,3749.82,10.0,36.9,0.0,4.0,0.565,68.0,1
29.0,8.0,3642.09,18.0,11.4,2.0,1.0,0.035,99.0,1
35.0,11.0,2356.58,19.0,24.9,,6.0,0.314,84.0,1
17.0,34.0,3153.89,19.0,9.4,2.0,2.0,0.71,90.0,1
28.0,44.0,624.15,8.0,49.3,2.0,6.0,0.059,4.0,0
77.0,21.0,1153.85,18.0,29.4,0.0,5.0,0.845,33.0,0
13.0,48.0,4551.63,1.0,3.8,,3.0,0.363,43.0,0
83.0,4.0,2208.85,12.0,7.9,0.0,3.0,0.596,20.0,0
63.0,9.0,172.42,18.0,0.9,2.0,3.0,0.618,1.0,0
24.0,18.0,2607.22,6.0,46.5,0.0,0.0,0.82,39.0,0
107.0,39.0,399.19,11.0,28.8,2.0,6.0,0.552,41.0,1
72.0,4.0,4874.47,6.0,12.7,1.0,3.0,0.163,20.0,0
66.0,44.0,2212.3,10.0,31.8,2.0,1.0,0.732,50.0,1
60.0,37.0,4789.73,1.0,34.9,0.0,2.0,0.907,6.0,0
28.0,5.0,2391.06,1.0,30.1,0.0,6.0,0.14,91.0,0
59.0,20.0,2497.16,1.0,18.8,1.0,5.0,0.881,71.0,0
58.0,36.0,3604.11,13.0,42.3,0.0,3.0,0.712,94.0,1
58.0,32.0,3878.35,8.0,12.3,1.0,6.0,0.232,95.0,1
10.0,18.0,419.8,14.0,20.1,2.0,2.0,0.752,81.0,0
43.0,14.0,4248.77,1.0,3.8,0.0,1.0,0.41,75.0,0
40.0,20.0,516.32,9.0,34.5,2.0,2.0,0.321,9.0,0
12.0,29.0,4395.38,9.0,30.7,0.0,1.0,0.857,36.0,0
4.0,47.0,3911.4,17.0,26.8,1.0,5.0,0.103,96.0,1
41.0,33.0,4013.73,8.0,3.4,2.0,4.0,0.28,80.0,1
63.0,15.0,2887.02,1.0,4.9,,1.0,0.96,,0
91.0,49.0,3893.28,4.0,48.4,0.0,3.0,0.601,3.0,0
95.0,38.0,3454.67,12.0,46.5,1.0,5.0,0.843,27.0,0
56.0,25.0,2639.12,14.0,9.3,1.0,1.0,0.571,27.0,0
106.0,38.0,4953.99,4.0,24.7,0.0,5.0,0.831,39.0,1
29.0,25.0,3323.1,18.0,19.7,0.0,4.0,0.074,57.0,1
88.0,10.0,2077.85,9.0,41.1,2.0,5.0,0.017,57.0,1
81.0,10.0,2.16,19.0,1.6,0.0,0.0,0.819,37.0,0
22.0,6.0,1102.77,3.0,11.9,0.0,1.0,0.851,,0
31.0,8.0,893.42,4.0,0.3,1.0,4.0,0.194,99.0,0
22.0,41.0,840.91,11.0,29.1,1.0,6.0,0.433,25.0,0
81.0,16.0,4853.65,15.0,28.3,2.0,5.0,0.689,32.0,1
20.0,49.0,3325.46,9.0,41.8,0.0,6.0,0.45,32.0,0
34.0,8.0,3565.8,3.0,42.7,0.0,1.0,0.838,81.0,0
55.0,47.0,3934.27,9.0,32.2,0.0,1.0,0.513,64.0,1
110.0,16.0,2773.65,3.0,13.4,0.0,3.0,0.693,4.0,0
25.0,8.0,282.27,5.0,1.6,1.0,1.0,0.826,82.0,0
32.0,10.0,1866.1,15.0,41.1,0.0,1.0,0.317,76.0,1
48.0,30.0,2121.67,13.0,7.3,2.0,6.0,0.58,47.0,0
8.0,25.0,1235.11,13.0,20.3,0.0,6.0,0.81,95.0,1
25.0,16.0,2043.55,1.0,17.8,1.0,6.0,0.26,45.0,0
78.0,25.0,4065.75,9.0,38.8,2.0,5.0,0.643,36.0,1
44.0,48.0,3387.86,5.0,29.6,2.0,1.0,0.908,63.0,1
2.0,13.0,4406.65,0.0,10.9,0.0,0.0,0.577,93.0,0
,20.0,4247.54,3.0,30.6,1.0,2.0,0.323,78.0,0
54.0,40.0,2386.72,17.0,16.0,1.0,5.0,0.793,81.0,1
45.0,39.0,3167.74,5.0,14.5,2.0,5.0,0.07,79.0,1
57.0,17.0,2261.34,2.0,1.0,0.0,0.0,0.541,12.0,0
23.0,14.0,2696.67,15.0,40.6,2.0,2.0,0.915,25.0,0
108.0,27.0,827.91,6.0,41.3,2.0,1.0,0.014,52.0,1
31.0,45.0,851.48,0.0,32.2,0.0,3.0,0.244,72.0,0
70.0,19.0,3908.16,0.0,34.7,1.0,2.0,0.543,50.0,1
110.0,6.0,308.32,15.0,,0.0,1.0,0.727,96.0,1
106.0,8.0,626.74,19.0,47.0,2.0,4.0,0.475,75.0,1
15.0,17.0,728.3,10.0,22.3,0.0,5.0,0.158,91.0,0
51.0,39.0,3942.54,0.0,31.8,2.0,4.0,0.433,97.0,1
,13.0,4738.84,8.0,13.1,0.0,1.0,0.801,55.0,1
14.0,17.0,3264.83,8.0,0.1,0.0,3.0,0.269,78.0,1
91.0,3.0,447.89,7.0,19.0,0.0,1.0,0.059,19.0,0
92.0,23.0,907.89,6.0,41.4,1.0,6.0,0.175,95.0,0
99.0,30.0,4617.79,14.0,48.8,0.0,0.0,0.834,85.0,1
103.0,10.0,3731.24,7.0,32.0,0.0,0.0,0.128,24.0,1
57.0,48.0,614.1,14.0,39.6,1.0,5.0,0.894,12.0,1
24.0,29.0,4999.57,7.0,17.8,0.0,6.0,0.653,68.0,0
29.0,36.0,4383.35,2.0,19.6,0.0,4.0,0.926,2.0,0
,36.0,3026.93,8.0,40.3,1.0,2.0,0.608,41.0,0
97.0,6.0,931.73,0.0,18.8,2.0,4.0,0.862,44.0,0
81.0,40.0,3729.65,2.0,48.8,1.0,5.0,0.505,29.0,1
109.0,5.0,310.89,7.0,39.4,1.0,3.0,0.822,99.0,1
110.0,38.0,2927.62,12.0,13.9,1.0,5.0,0.029,65.0,1
3.0,15.0,305.92,15.0,0.4,1.0,4.0,0.921,23.0,0
98.0,42.0,799.03,9.0,14.4,1.0,6.0,0.498,57.0,0
76.0,38.0,381.43,2.0,31.8,0.0,1.0,0.554,18.0,0
67.0,7.0,1389.11,18.0,11.4,1.0,0.0,0.954,38.0,0
44.0,13.0,3640.26,5.0,47.6,0.0,1.0,0.331,83.0,1
37.0,23.0,4433.73,12.0,17.8,2.0,4.0,0.279,88.0,1
37.0,39.0,2339.47,11.0,44.9,0.0,1.0,0.27,42.0,1
101.0,37.0,730.15,3.0,7.3,1.0,3.0,0.291,25.0,0
118.0,7.0,1420.22,0.0,23.3,0.0,3.0,0.194,40.0,1
40.0,25.0,,11.0,33.5,0.0,5.0,0.007,44.0,1
46.0,11.0,249.8,10.0,34.8,1.0,1.0,0.388,2.0,0
44.0,48.0,2261.71,16.0,5.2,1.0,5.0,0.247,3.0,0
106.0,26.0,2644.57,9.0,30.7,,3.0,0.66,72.0,1
40.0,15.0,138.84,2.0,13.6,2.0,2.0,0.272,30.0,0
62.0,9.0,594.72,,22.9,1.0,6.0,0.351,69.0,1
59.0,6.0,1948.32,9.0,24.5,2.0,4.0,0.553,99.0,0
103.0,38.0,678.69,15.0,32.6,0.0,0.0,0.415,6.0,1
87.0,39.0,782.62,15.0,49.6,2.0,5.0,0.361,66.0,1
79.0,10.0,3760.23,4.0,24.8,2.0,6.0,0.42,29.0,0
,47.0,3642.19,14.0,26.9,2.0,2.0,0.983,63.0,1
80.0,36.0,4229.01,3.0,23.0,2.0,0.0,0.337,35.0,1
81.0,44.0,4713.85,4.0,40.9,2.0,6.0,0.195,40.0,1
25.0,48.0,3905.38,9.0,26.6,2.0,3.0,0.02,1.0,0
10.0,21.0,4992.63,8.0,38.7,1.0,3.0,0.274,74.0,1
38.0,19.0,3859.73,3.0,48.5,1.0,2.0,0.782,23.0,1
79.0,11.0,221.19,0.0,16.9,0.0,1.0,,23.0,0
42.0,34.0,3528.27,15.0,41.3,2.0,5.0,0.081,10.0,1
94.0,4.0,663.7,1.0,16.3,1.0,6.0,0.447,70.0,0
117.0,23.0,1475.15,10.0,20.7,0.0,0.0,0.452,5.0,1
81.0,23.0,2580.28,14.0,13.8,1.0,6.0,0.922,21.0,0
57.0,26.0,1940.06,4.0,35.3,1.0,6.0,0.524,8.0,0
32.0,21.0,2406.89,16.0,9.7,1.0,2.0,0.736,19.0,0
105.0,21.0,4243.44,1.0,6.7,0.0,3.0,0.103,20.0,0
10.0,35.0,1570.4,3.0,29.1,1.0,1.0,0.888,2.0,0
18.0,12.0,23.46,4.0,47.6,1.0,5.0,0.623,86.0,0
106.0,49.0,1341.07,18.0,25.5,0.0,4.0,0.029,27.0,1
67.0,7.0,,9.0,0.6,0.0,2.0,0.436,20.0,0
31.0,13.0,1441.98,0.0,7.7,1.0,3.0,0.341,31.0,0
20.0,27.0,4852.68,10.0,38.5,1.0,5.0,0.401,91.0,1
92.0,6.0,4338.64,0.0,26.8,2.0,3.0,0.678,66.0,0
91.0,22.0,3686.1,9.0,42.0,,2.0,0.507,68.0,1
56.0,38.0,1748.01,9.0,29.7,0.0,6.0,0.575,4.0,0
100.0,7.0,,7.0,44.2,2.0,2.0,0.758,45.0,1
34.0,33.0,713.97,0.0,46.3,1.0,4.0,0.649,71.0,0
36.0,47.0,1323.57,15.0,48.1,1.0,0.0,0.001,20.0,1
58.0,21.0,704.99,16.0,44.9,0.0,0.0,0.912,61.0,1
115.0,39.0,3415.63,15.0,18.6,2.0,3.0,0.936,24.0,1
31.0,10.0,1650.82,9.0,3.8,2.0,,0.726,23.0,0
,30.0,3146.27,3.0,1.1,1.0,5.0,0.322,35.0,1
5.0,38.0,1460.03,18.0,20.8,2.0,1.0,0.604,,1
111.0,15.0,1606.63,14.0,43.5,1.0,0.0,0.562,91.0,1
10.0,43.0,3738.72,5.0,33.1,1.0,3.0,0.413,40.0,0
45.0,6.0,1236.34,19.0,17.8,1.0,5.0,0.095,95.0,1
41.0,46.0,1342.21,19.0,43.4,2.0,3.0,0.706,52.0,1
6.0,11.0,4697.55,3.0,34.1,0.0,4.0,0.344,31.0,0
50.0,5.0,1453.25,19.0,,2.0,1.0,0.353,6.0,1
40.0,33.0,1690.73,12.0,42.2,2.0,5.0,0.683,70.0,0
55.0,24.0,2976.89,18.0,41.4,1.0,2.0,0.062,89.0,1
3.0,40.0,4548.16,18.0,39.4,0.0,5.0,0.728,41.0,1
45.0,25.0,1122.74,2.0,40.8,1.0,1.0,0.545,62.0,1
108.0,19.0,3864.46,7.0,45.7,1.0,4.0,0.455,53.0,1
96.0,11.0,1179.64,5.0,19.8,1.0,6.0,0.405,83.0,1
11.0,24.0,217.08,16.0,35.9,2.0,1.0,0.654,34.0,0
35.0,,2235.24,9.0,28.2,,1.0,0.589,20.0,0
35.0,2.0,4359.97,2.0,8.7,1.0,1.0,0.237,8.0,0
81.0,47.0,4612.49,15.0,20.2,2.0,6.0,0.218,23.0,1
114.0,9.0,2389.08,19.0,48.0,1.0,6.0,0.242,18.0,1
93.0,31.0,672.78,12.0,2.5,1.0,1.0,0.373,20.0,1
98.0,17.0,2310.09,3.0,19.1,2.0,4.0,0.701,14.0,0
95.0,24.0,1665.01,6.0,24.7,2.0,3.0,0.232,24.0,1
109.0,27.0,3893.29,3.0,26.5,2.0,6.0,0.535,27.0,0
98.0,9.0,248.38,6.0,28.6,2.0,5.0,0.054,31.0,0
25.0,39.0,2123.85,18.0,15.8,2.0,1.0,0.89,16.0,1
8.0,42.0,,15.0,18.2,0.0,5.0,,64.0,1
25.0,43.0,4446.59,9.0,26.7,2.0,5.0,0.03,95.0,1
51.0,21.0,3775.01,0.0,4.1,0.0,1.0,0.335,91.0,0
95.0,14.0,1836.01,16.0,8.9,2.0,6.0,0.621,57.0,1
117.0,37.0,4213.45,18.0,46.8,0.0,0.0,0.219,93.0,1
87.0,25.0,4226.39,16.0,15.7,1.0,4.0,0.535,84.0,1
1.0,,4401.22,12.0,38.0,2.0,0.0,0.125,99.0,1
11.0,3.0,2940.6,4.0,48.7,1.0,0.0,0.509,35.0,0
1.0,11.0,4720.0,7.0,27.0,0.0,4.0,0.691,31.0,0
91.0,4.0,2924.85,6.0,31.6,0.0,1.0,0.189,53.0,1
58.0,15.0,4125.35,12.0,31.3,1.0,0.0,0.897,64.0,1
64.0,3.0,652.65,19.0,42.9,1.0,3.0,0.489,63.0,1
94.0,,1977.91,4.0,28.4,0.0,5.0,0.915,91.0,0
106.0,34.0,1617.79,17.0,35.1,1.0,,0.201,18.0,1
19.0,21.0,1090.8,7.0,14.2,1.0,2.0,0.615,19.0,0
32.0,27.0,3796.88,1.0,31.1,0.0,5.0,0.284,49.0,0
75.0,20.0,1417.41,10.0,47.2,1.0,1.0,0.438,90.0,1
4.0,29.0,2267.87,3.0,17.6,0.0,1.0,0.048,83.0,0
57.0,17.0,,5.0,40.2,2.0,0.0,0.956,85.0,0
66.0,42.0,278.75,18.0,33.4,2.0,5.0,0.96,44.0,1
117.0,21.0,4949.48,8.0,3.1,1.0,0.0,0.322,81.0,1
40.0,10.0,1658.44,15.0,29.8,1.0,4.0,0.269,33.0,1
43.0,14.0,205.06,11.0,23.8,0.0,1.0,0.82,52.0,0
40.0,7.0,3134.41,12.0,35.8,2.0,1.0,0.96,1.0,0
32.0,8.0,2855.36,2.0,27.9,1.0,2.0,0.611,78.0,0
115.0,,3062.87,14.0,34.2,2.0,3.0,0.601,33.0,0
37.0,11.0,2388.88,13.0,4.2,2.0,3.0,0.308,5.0,0
93.0,5.0,2909.34,,16.7,1.0,5.0,0.153,90.0,1
32.0,32.0,996.4,14.0,21.7,2.0,,0.854,70.0,0
21.0,34.0,3968.26,18.0,29.4,0.0,5.0,0.219,27.0,0
3.0,1.0,4409.96,2.0,13.8,0.0,1.0,0.608,72.0,0
118.0,11.0,3211.87,4.0,48.4,1.0,0.0,0.112,78.0,1
67.0,21.0,3696.74,6.0,9.6,0.0,5.0,0.137,42.0,0
112.0,7.0,970.09,15.0,8.9,1.0,3.0,0.482,56.0,1
64.0,45.0,3620.28,10.0,24.5,0.0,2.0,0.13,81.0,1
47.0,2.0,4600.94,9.0,11.8,2.0,5.0,0.524,6.0,0
17.0,28.0,1428.91,7.0,12.1,2.0,4.0,0.863,87.0,0
97.0,28.0,2889.82,17.0,19.4,0.0,5.0,0.626,76.0,1
66.0,26.0,3592.95,2.0,34.8,0.0,1.0,0.524,52.0,1
41.0,30.0,3742.95,14.0,7.8,2.0,2.0,0.067,7.0,1
85.0,21.0,4469.92,,26.3,0.0,2.0,0.152,98.0,1
91.0,41.0,2975.24,2.0,44.5,1.0,5.0,0.505,80.0,0
44.0,,4330.48,1.0,49.6,0.0,3.0,0.394,69.0,1
93.0,48.0,4940.98,0.0,7.0,1.0,0.0,0.973,32.0,0
27.0,28.0,3095.05,12.0,15.8,2.0,4.0,0.828,86.0,0
19.0,47.0,1445.68,4.0,31.9,0.0,5.0,0.48,86.0,0
42.0,14.0,2733.05,5.0,37.0,2.0,2.0,0.824,22.0,0
87.0,37.0,4542.94,6.0,17.3,1.0,2.0,0.684,58.0,1
19.0,7.0,,7.0,15.3,0.0,5.0,0.251,73.0,0
3.0,40.0,4193.01,12.0,25.7,2.0,0.0,0.942,66.0,0
,6.0,2048.29,8.0,23.4,1.0,6.0,0.178,36.0,1
104.0,3.0,572.96,13.0,0.3,0.0,3.0,0.528,24.0,0
68.0,18.0,3586.6,17.0,14.9,1.0,5.0,0.358,22.0,1
80.0,42.0,4405.92,12.0,34.5,0.0,6.0,0.996,2.0,0
69.0,43.0,1273.53,0.0,26.0,0.0,1.0,0.549,45.0,0
26.0,7.0,337.53,17.0,23.8,2.0,1.0,0.256,35.0,1
46.0,6.0,2207.65,14.0,18.5,0.0,1.0,0.376,85.0,1
91.0,49.0,2408.78,12.0,47.3,0.0,3.0,0.671,6.0,1
,10.0,2691.34,6.0,18.0,1.0,3.0,0.118,4.0,0
7.0,6.0,38.91,13.0,8.1,0.0,5.0,,26.0,0
3.0,9.0,2070.13,5.0,31.5,0.0,1.0,0.712,35.0,0
29.0,10.0,1542.3,9.0,25.6,0.0,4.0,0.581,84.0,0
16.0,1.0,2649.28,8.0,36.8,1.0,0.0,0.743,26.0,1
45.0,11.0,3448.68,10.0,21.0,0.0,2.0,0.149,15.0,0
116.0,5.0,4614.47,13.0,21.3,0.0,3.0,0.775,0.0,1
69.0,35.0,550.8,15.0,42.3,0.0,2.0,0.763,83.0,1
90.0,23.0,3889.17,19.0,46.5,0.0,0.0,0.456,3.0,1
89.0,20.0,2146.88,13.0,25.8,2.0,0.0,0.641,65.0,1
67.0,34.0,4399.23,,35.3,0.0,1.0,0.614,6.0,1
16.0,30.0,4137.96,19.0,19.7,0.0,2.0,0.019,54.0,1
118.0,29.0,4690.88,4.0,49.6,1.0,3.0,0.869,45.0,1
49.0,22.0,4316.29,18.0,27.6,0.0,6.0,0.113,91.0,1
70.0,5.0,2799.25,5.0,16.9,2.0,4.0,0.569,75.0,0
61.0,33.0,3992.45,19.0,49.6,1.0,2.0,0.6,97.0,1
1.0,15.0,1007.7,15.0,25.8,1.0,6.0,0.966,83.0,0
89.0,21.0,3008.57,8.0,10.6,2.0,1.0,0.335,76.0,1
82.0,32.0,2483.73,1.0,22.8,1.0,6.0,0.156,53.0,0
63.0,10.0,4757.17,16.0,24.5,0.0,4.0,0.125,91.0,1
81.0,41.0,,8.0,7.1,1.0,2.0,0.136,51.0,1
32.0,42.0,3199.13,14.0,47.8,1.0,3.0,0.502,38.0,1
75.0,40.0,1454.63,16.0,37.0,2.0,6.0,0.257,71.0,1
35.0,18.0,920.98,2.0,10.0,0.0,5.0,0.754,94.0,0
43.0,18.0,390.33,18.0,12.0,2.0,6.0,0.298,96.0,1
114.0,6.0,4823.73,16.0,18.4,1.0,4.0,0.718,52.0,0
104.0,48.0,4173.36,17.0,14.3,2.0,2.0,0.576,41.0,1
34.0,30.0,2170.88,16.0,2.4,2.0,1.0,0.918,96.0,0
13.0,8.0,3456.26,4.0,7.2,0.0,4.0,0.578,62.0,0
27.0,42.0,1083.61,18.0,36.4,0.0,2.0,0.265,57.0,1
64.0,44.0,262.61,8.0,5.0,2.0,6.0,0.251,,0
1.0,4.0,21.43,9.0,14.9,1.0,2.0,0.637,18.0,0
68.0,24.0,2222.7,0.0,40.3,1.0,4.0,0.53,89.0,0
117.0,11.0,3488.08,11.0,,2.0,4.0,0.428,38.0,0
22.0,47.0,2880.18,8.0,34.0,2.0,2.0,0.596,22.0,1
32.0,20.0,391.14,4.0,22.4,0.0,0.0,0.668,37.0,0
107.0,35.0,4847.77,5.0,37.8,2.0,2.0,0.372,84.0,1
26.0,35.0,1871.99,0.0,47.5,2.0,0.0,0.791,70.0,0
60.0,38.0,1458.7,17.0,44.3,1.0,4.0,0.961,19.0,1
17.0,35.0,2142.63,11.0,11.9,2.0,6.0,0.51,45.0,0
36.0,6.0,2982.92,11.0,28.5,0.0,2.0,0.56,47.0,0
70.0,3.0,2087.73,14.0,35.0,2.0,1.0,0.788,73.0,1
10.0,48.0,3745.03,17.0,12.4,0.0,0.0,0.157,76.0,1
64.0,41.0,310.77,1.0,12.9,2.0,4.0,0.703,22.0,0
36.0,31.0,1237.6,18.0,26.0,0.0,6.0,0.568,58.0,1
29.0,12.0,4422.11,,20.3,2.0,3.0,0.356,9.0,0
82.0,24.0,,15.0,48.4,0.0,0.0,0.536,55.0,1
24.0,37.0,,3.0,7.1,1.0,3.0,0.922,99.0,0
81.0,45.0,663.79,9.0,0.3,2.0,1.0,0.549,51.0,1
43.0,35.0,426.11,3.0,33.5,0.0,0.0,0.464,62.0,0
34.0,22.0,4895.52,16.0,21.0,0.0,0.0,0.915,,0
32.0,32.0,2430.16,14.0,8.2,2.0,4.0,0.237,13.0,0
78.0,5.0,3281.29,13.0,3.9,2.0,6.0,0.16,24.0,1
28.0,6.0,4838.2,17.0,,0.0,1.0,0.376,64.0,1
11.0,43.0,1041.84,6.0,8.6,1.0,0.0,0.681,54.0,0
75.0,48.0,3647.2,0.0,23.0,0.0,5.0,0.662,13.0,0
13.0,22.0,1106.56,12.0,41.4,2.0,4.0,0.806,92.0,0
60.0,15.0,4616.44,7.0,30.3,0.0,5.0,0.671,75.0,1
67.0,14.0,1036.56,2.0,35.1,0.0,4.0,0.535,47.0,0
19.0,31.0,435.79,0.0,33.4,0.0,4.0,0.728,60.0,0
96.0,35.0,2231.1,5.0,33.4,2.0,3.0,0.424,62.0,0
51.0,39.0,2578.4,1.0,12.8,0.0,3.0,0.329,14.0,0
41.0,12.0,4888.04,4.0,3.2,1.0,0.0,0.259,66.0,0
43.0,41.0,4817.96,8.0,10.9,0.0,4.0,0.001,76.0,1
24.0,8.0,1873.5,3.0,21.9,0.0,6.0,0.273,46.0,0
6.0,10.0,3345.63,9.0,13.8,0.0,4.0,0.511,16.0,0
28.0,42.0,2067.44,0.0,11.3,2.0,1.0,0.878,5.0,0
36.0,17.0,3540.38,11.0,8.8,1.0,4.0,0.819,68.0,0
23.0,37.0,2371.82,6.0,27.3,2.0,4.0,0.162,28.0,0
73.0,6.0,4813.64,19.0,32.7,2.0,3.0,0.403,73.0,1
82.0,20.0,560.36,2.0,22.0,2.0,3.0,0.543,87.0,1
