loan_amount,annual_income,credit_score,loan_term_years,employment_years,num_open_loans,debt_to_income,collateral_value,missed_payments,defaulted
1191161.84,2363051.16,393.0,1.0,13.5,0.0,0.324,935594.15,3.0,1
1931114.17,2041629.87,361.0,20.0,25.6,5.0,0.528,1887846.73,4.0,1
646825.31,3036888.2,384.0,1.0,12.6,1.0,0.433,1187374.56,1.0,0
1511746.99,783316.53,742.0,3.0,28.1,4.0,0.395,1340682.92,2.0,1
370771.46,2486231.89,495.0,20.0,2.2,4.0,0.187,1631576.16,5.0,1
689003.6,123160.94,665.0,3.0,10.1,0.0,0.432,577054.13,5.0,1
793183.31,3579298.21,345.0,5.0,22.5,5.0,0.462,2748582.14,4.0,1
524211.08,4608814.53,568.0,3.0,24.7,2.0,0.462,1567129.04,1.0,0
300970.69,3895898.82,401.0,3.0,26.4,1.0,0.529,2594986.82,3.0,0
913528.94,979657.18,462.0,1.0,26.9,0.0,0.333,2942961.57,1.0,0
736643.53,2022733.98,748.0,3.0,23.6,2.0,0.398,,3.0,0
1584621.09,3895951.13,459.0,5.0,14.0,1.0,0.553,74253.48,0.0,0
93195.81,3265499.46,787.0,3.0,15.3,6.0,0.184,383745.22,4.0,0
1797244.36,3723962.01,394.0,2.0,14.3,3.0,0.306,65426.17,0.0,1
529193.33,2334629.25,,3.0,17.1,6.0,0.296,2704159.39,0.0,0
867678.06,3071483.26,435.0,2.0,21.1,1.0,0.277,965898.73,3.0,0
1449410.32,1469270.87,761.0,1.0,25.3,7.0,0.524,935180.87,3.0,1
101197.68,4950057.16,565.0,15.0,28.0,2.0,0.356,2429320.35,4.0,0
712693.41,3723872.34,829.0,5.0,1.9,7.0,0.548,2518649.11,1.0,0
1712605.38,2842055.8,682.0,2.0,28.6,4.0,0.189,738448.55,2.0,0
47986.66,2949798.42,507.0,20.0,5.6,5.0,0.4,430548.32,1.0,1
1193817.23,4323990.38,718.0,20.0,11.0,6.0,0.279,1103779.26,0.0,0
242350.99,1081791.8,697.0,10.0,22.5,4.0,0.119,619808.68,4.0,0
1342273.4,1740899.67,825.0,1.0,5.6,5.0,0.148,703527.86,1.0,0
365363.14,3694740.7,848.0,20.0,22.9,7.0,0.377,2467991.91,4.0,0
850922.96,4490866.82,,5.0,17.9,7.0,0.156,2186027.23,2.0,0
265820.57,3594956.25,764.0,20.0,18.3,6.0,0.588,1922637.53,4.0,0
424554.08,939268.27,812.0,20.0,7.0,6.0,0.058,194413.64,4.0,1
315545.8,3047254.73,752.0,10.0,14.8,5.0,0.466,729485.18,5.0,1
160299.34,2267530.32,305.0,15.0,21.9,1.0,0.191,2974881.15,0.0,0
406754.2,4751073.52,477.0,5.0,13.8,1.0,0.128,391903.03,5.0,1
996475.7,3727257.45,431.0,10.0,19.6,1.0,0.222,1199305.65,1.0,0
1334667.97,3597859.78,473.0,1.0,28.1,7.0,0.433,214454.47,4.0,1
1857766.86,933305.45,360.0,15.0,0.5,5.0,0.496,1537760.44,4.0,1
872139.68,1545670.18,716.0,20.0,20.2,1.0,0.456,720180.13,2.0,0
1329538.8,2256595.68,352.0,3.0,3.5,2.0,0.319,756825.37,3.0,1
1725709.46,2547178.39,474.0,10.0,28.8,7.0,0.313,756019.03,1.0,1
1495762.6,3594087.81,815.0,5.0,23.2,1.0,0.435,2084968.85,4.0,0
1378837.14,4714620.42,632.0,10.0,22.9,1.0,0.534,2733467.3,4.0,0
1314579.05,2167458.88,385.0,3.0,,1.0,0.219,1355609.57,3.0,0
779109.86,3063901.31,599.0,15.0,0.2,0.0,0.389,635884.82,2.0,0
1597671.57,3377831.61,773.0,15.0,20.0,7.0,0.311,763990.8,4.0,1
1597191.93,3796687.05,459.0,15.0,3.3,0.0,0.446,2984033.16,1.0,0
1478001.59,251037.58,538.0,2.0,11.9,3.0,0.562,688653.77,2.0,1
1488404.43,3603948.56,301.0,20.0,3.7,2.0,0.065,2534009.45,5.0,1
686858.15,,,1.0,28.0,7.0,0.13,2405704.17,,0
854846.58,1139281.51,346.0,15.0,23.5,2.0,0.207,116243.1,5.0,1
57770.08,227590.93,405.0,1.0,1.7,6.0,0.246,1010153.81,2.0,1
1217413.45,4620749.91,777.0,15.0,8.9,3.0,0.406,2800329.68,0.0,0
803989.34,606581.17,451.0,2.0,3.0,0.0,0.241,2367982.0,3.0,1
1274757.08,776849.05,664.0,10.0,20.8,2.0,0.214,902792.64,4.0,1
1234778.84,4498418.8,809.0,10.0,11.8,1.0,0.334,1643952.9,5.0,0
1348566.31,109543.96,305.0,20.0,26.3,0.0,0.353,937444.85,0.0,1
1628624.65,1995050.33,840.0,2.0,11.2,7.0,0.236,2154510.02,1.0,0
625216.93,2539531.01,377.0,10.0,26.8,1.0,0.168,2612.06,3.0,1
1587723.1,1351993.7,709.0,20.0,28.4,6.0,0.598,466957.6,2.0,1
1458105.82,3749872.86,833.0,,8.7,1.0,0.455,1693177.07,4.0,0
1217267.42,1363174.26,814.0,5.0,7.0,5.0,,328573.61,3.0,0
1518398.84,309065.27,742.0,2.0,11.3,7.0,0.169,2096948.81,2.0,1
620039.63,4860213.45,593.0,5.0,0.6,0.0,0.427,2834494.43,1.0,0
500006.37,3338130.5,780.0,10.0,28.5,2.0,0.54,1541378.84,4.0,0
1482622.14,231221.79,731.0,20.0,27.9,4.0,0.508,425547.28,3.0,1
,1229184.04,393.0,10.0,28.0,2.0,0.199,1359818.17,1.0,0
1372123.51,3094162.39,363.0,15.0,4.4,7.0,0.203,1755306.5,0.0,1
1341255.28,2123925.33,795.0,3.0,22.2,1.0,0.541,1503748.82,4.0,0
741878.22,126623.54,415.0,1.0,22.6,0.0,0.261,2914044.68,3.0,1
1323410.89,1502366.93,437.0,2.0,18.6,1.0,0.147,2364684.72,2.0,0
744871.68,1535082.15,608.0,15.0,28.1,3.0,0.541,1650380.3,2.0,0
1215814.29,326605.35,696.0,3.0,8.0,3.0,0.564,909846.43,3.0,1
1952806.97,382277.63,370.0,15.0,2.3,6.0,0.489,2460412.31,2.0,1
1034313.22,2880231.72,624.0,15.0,0.4,3.0,0.106,2362483.7,,0
1411538.45,4774289.35,516.0,15.0,2.6,,,1152085.86,4.0,1
1646392.73,1814323.57,772.0,15.0,26.5,6.0,0.236,2636650.28,3.0,0
1550208.95,4491741.94,434.0,3.0,28.9,4.0,0.119,50891.54,3.0,1
746019.08,2288297.85,391.0,10.0,9.4,4.0,0.413,1414872.29,2.0,1
1115091.15,2718293.14,382.0,20.0,0.9,2.0,0.266,1749683.65,2.0,1
252397.76,4227632.76,684.0,3.0,8.9,4.0,0.515,734062.17,3.0,0
1116343.08,3790584.08,523.0,1.0,27.7,7.0,0.154,1927738.44,3.0,0
1467044.39,4624271.77,735.0,10.0,18.1,7.0,0.361,1778788.27,2.0,0
683329.75,1307367.16,566.0,3.0,2.1,4.0,0.162,544701.78,5.0,1
1715079.86,4758302.86,440.0,2.0,6.9,,0.513,1844213.12,1.0,0
187988.38,105173.63,688.0,3.0,12.5,4.0,0.195,9735.07,3.0,0
1431904.22,1612162.73,322.0,5.0,7.6,6.0,0.24,2807542.94,3.0,1
1244181.83,1490809.06,474.0,20.0,20.8,6.0,0.557,2696156.64,1.0,1
194826.3,4862266.87,847.0,3.0,8.1,5.0,0.485,818400.33,3.0,0
671775.11,,669.0,1.0,,1.0,0.486,,2.0,0
1324671.63,3945328.35,786.0,3.0,15.5,2.0,0.47,841154.38,1.0,0
303622.22,3002788.05,573.0,2.0,16.0,7.0,0.066,2017422.09,1.0,0
836600.75,1971131.35,567.0,3.0,1.0,1.0,0.306,2305631.01,0.0,0
414918.25,588794.67,801.0,5.0,3.5,4.0,0.381,1459437.71,4.0,1
515897.32,758879.99,825.0,2.0,6.3,0.0,0.53,589204.11,5.0,1
320336.94,1770835.04,640.0,5.0,3.0,6.0,0.25,1684042.97,4.0,1
1661217.86,1009221.11,791.0,20.0,21.0,0.0,0.277,2597818.73,4.0,1
1398918.35,4226356.83,608.0,2.0,8.7,2.0,0.407,2177950.0,0.0,0
1041939.24,2584121.1,596.0,10.0,6.2,7.0,0.299,1721216.7,5.0,1
1743824.92,1821547.58,598.0,3.0,26.1,7.0,0.535,1576063.87,2.0,1
1430844.52,1730984.82,350.0,15.0,2.4,4.0,0.345,540022.02,4.0,1
1204598.76,1761462.49,500.0,15.0,21.0,3.0,0.205,2007458.51,2.0,1
1706460.51,2873335.7,765.0,5.0,13.4,5.0,0.508,380322.93,3.0,0
873313.81,4214768.77,535.0,2.0,24.0,3.0,0.366,1934779.35,4.0,0
1128756.16,3752105.05,436.0,1.0,1.5,4.0,0.438,1075653.95,2.0,1
1931003.12,361926.84,566.0,5.0,9.2,0.0,0.07,1256476.73,3.0,1
1813205.03,1367626.5,585.0,5.0,28.1,4.0,0.599,1594610.14,0.0,0
1219666.45,3349207.27,535.0,10.0,19.0,3.0,0.474,362375.86,0.0,0
1283988.7,4649147.63,574.0,5.0,27.8,1.0,0.479,525405.36,,0
1983486.03,1426420.01,338.0,3.0,21.3,1.0,0.189,2798864.5,0.0,0
1272748.83,3159304.88,428.0,2.0,,3.0,0.534,2512564.95,3.0,0
1309792.07,1701544.44,316.0,15.0,2.3,5.0,0.079,2440294.94,0.0,1
137614.83,,598.0,1.0,22.0,2.0,0.323,906857.72,4.0,0
174006.58,572423.7,,2.0,13.6,4.0,0.267,519056.32,5.0,1
1219972.08,2111193.62,755.0,1.0,24.6,4.0,0.24,1785636.25,4.0,0
950367.91,1271586.07,515.0,3.0,6.6,,0.515,1173483.7,1.0,1
1918183.79,997801.61,717.0,5.0,22.6,0.0,0.375,217235.92,0.0,0
74051.29,2252140.27,343.0,15.0,28.2,2.0,0.467,951529.18,1.0,0
858869.67,4912616.67,524.0,,26.1,5.0,0.292,1709043.27,0.0,0
1280775.62,2387803.23,428.0,3.0,3.2,4.0,0.445,2464641.03,2.0,1
,3808937.74,448.0,20.0,1.9,2.0,0.132,568061.75,4.0,1
1421164.73,695105.41,704.0,10.0,14.6,5.0,0.412,1196366.39,5.0,1
1404639.48,116785.26,509.0,3.0,1.9,6.0,0.222,2621724.78,2.0,1
,901297.32,481.0,15.0,26.3,5.0,0.568,1065544.0,5.0,1
759407.86,1656338.9,353.0,1.0,3.3,2.0,0.316,156404.91,2.0,0
160263.03,1389248.36,466.0,3.0,8.6,3.0,0.45,1659516.25,3.0,0
367593.75,674993.93,775.0,15.0,6.5,5.0,0.251,1401551.68,1.0,0
859471.27,2219663.95,452.0,2.0,21.7,1.0,0.466,2155551.18,1.0,0
990205.69,4271712.02,403.0,5.0,18.8,0.0,0.306,1089517.57,1.0,0
944537.72,4532775.53,525.0,15.0,25.9,4.0,0.487,1919251.93,2.0,0
1509167.21,1122478.23,594.0,2.0,1.9,2.0,0.552,1891784.47,1.0,1
1885401.51,430457.75,591.0,20.0,0.9,5.0,0.274,2475751.22,4.0,1
1295410.17,3980858.94,675.0,20.0,10.7,3.0,0.135,903438.6,0.0,0
650531.87,209355.13,803.0,2.0,11.4,1.0,,2508630.76,1.0,0
1582229.86,2044851.46,399.0,1.0,21.1,4.0,0.248,1609912.12,5.0,1
1683205.64,1229626.58,794.0,15.0,17.7,4.0,0.424,1024220.69,3.0,0
169531.17,3219339.86,526.0,1.0,0.6,2.0,0.47,1660380.83,2.0,0
1787825.67,431706.02,666.0,20.0,9.0,2.0,0.195,831282.14,0.0,1
100637.6,202732.69,333.0,3.0,1.9,2.0,0.239,1709564.61,5.0,1
906788.19,3391110.35,573.0,2.0,8.2,5.0,0.126,884396.11,1.0,0
1277729.21,4307892.63,477.0,3.0,20.5,5.0,0.051,1289982.34,5.0,0
1006336.4,283959.29,357.0,5.0,4.7,6.0,0.208,91589.04,0.0,1
1848547.11,1476614.59,786.0,2.0,7.5,4.0,0.599,2388399.89,2.0,0
1434292.6,4533739.24,516.0,5.0,25.6,2.0,0.594,252201.87,2.0,1
1275695.6,,526.0,10.0,18.3,0.0,0.437,1980529.78,3.0,1
294378.64,4035536.69,625.0,3.0,28.8,6.0,0.462,338029.82,3.0,0
802356.59,260840.02,459.0,3.0,27.2,0.0,0.446,322345.2,1.0,1
1063852.15,1388195.82,510.0,10.0,14.6,6.0,0.281,2183999.58,3.0,1
1727837.0,1927349.03,433.0,2.0,9.6,7.0,0.372,2431355.49,1.0,1
265287.71,1229433.06,830.0,10.0,7.6,2.0,0.206,2095117.87,5.0,1
1196897.04,4630358.92,673.0,10.0,6.3,6.0,0.219,465749.48,3.0,0
418943.19,1838523.01,320.0,2.0,15.7,6.0,0.539,2629649.01,0.0,0
1511987.32,1392388.52,557.0,2.0,29.7,2.0,0.578,658569.55,3.0,1
695133.09,269589.33,467.0,10.0,25.0,7.0,0.186,,5.0,1
468564.51,2276710.85,,1.0,20.6,3.0,0.506,1930608.28,2.0,0
1376978.28,2492540.71,839.0,10.0,26.4,5.0,0.39,2892563.91,5.0,1
1196190.55,922020.29,431.0,20.0,12.4,2.0,0.185,1251348.25,2.0,1
1696926.17,4640309.21,461.0,2.0,11.6,1.0,0.553,234987.21,3.0,1
1723818.09,1028782.61,774.0,5.0,4.5,,0.309,1229901.43,4.0,1
635941.28,3714984.32,785.0,3.0,6.7,1.0,0.202,274076.22,1.0,0
920545.83,2707388.21,592.0,20.0,18.5,2.0,0.464,1630342.73,4.0,1
774796.45,1395228.42,694.0,15.0,22.8,2.0,0.511,1088207.52,3.0,0
1944323.15,607815.83,479.0,20.0,23.2,6.0,0.371,2393489.36,4.0,1
1170749.8,2623043.48,483.0,15.0,19.8,2.0,0.39,1449495.95,1.0,0
424984.11,643035.62,678.0,15.0,21.4,1.0,0.204,275565.94,5.0,0
,2117290.64,557.0,20.0,25.6,5.0,0.204,1470204.08,,0
434643.35,4615780.76,531.0,5.0,29.3,1.0,0.212,1638317.81,5.0,0
1283392.86,1429640.18,743.0,20.0,15.5,1.0,0.414,2791853.52,4.0,0
262994.03,4254336.13,493.0,1.0,20.9,5.0,0.105,873170.16,1.0,0
1780838.21,4573671.54,571.0,15.0,11.1,1.0,0.374,526282.57,4.0,1
514624.08,1647755.96,581.0,1.0,5.6,7.0,0.124,1293045.75,0.0,0
1248958.35,1942993.62,447.0,10.0,23.1,7.0,0.573,531441.6,5.0,1
119890.3,4379782.34,825.0,2.0,7.9,7.0,0.341,783797.41,0.0,0
1269889.42,769249.45,703.0,15.0,11.5,6.0,0.1,747680.5,5.0,1
127402.1,568156.52,586.0,5.0,26.1,6.0,0.438,1989165.49,2.0,0
979995.33,456702.88,450.0,20.0,4.4,4.0,0.551,456412.05,0.0,1
1439684.3,218827.49,783.0,3.0,14.4,0.0,0.591,,5.0,1
1820629.62,2593693.33,741.0,1.0,15.1,7.0,0.178,1138396.96,3.0,0
246535.48,1488962.55,382.0,1.0,29.8,2.0,0.225,755072.08,5.0,1
170677.53,1897218.92,562.0,2.0,3.4,6.0,0.052,310452.96,4.0,1
815962.91,3506783.07,446.0,3.0,26.0,4.0,0.154,1614144.5,5.0,1
123090.39,3375777.27,775.0,15.0,11.6,4.0,0.533,230783.51,1.0,0
1944728.88,1538078.97,510.0,20.0,25.4,1.0,0.257,1274834.35,5.0,1
530216.93,2594415.69,771.0,3.0,16.1,7.0,0.3,1603558.53,3.0,0
778734.1,2770032.18,361.0,20.0,3.2,3.0,0.129,2420353.2,4.0,1
1609538.64,1273368.2,608.0,15.0,8.7,1.0,0.43,509648.75,1.0,1
1402852.23,4591297.77,732.0,20.0,29.1,4.0,0.206,123572.4,4.0,0
962889.42,4590235.42,826.0,1.0,5.7,2.0,0.336,2359937.22,4.0,0
123287.44,4120336.47,523.0,20.0,26.3,2.0,0.267,2916507.44,4.0,0
1859794.9,1044484.12,517.0,5.0,7.4,2.0,0.54,2221135.32,4.0,1
1330593.16,4474906.07,843.0,1.0,7.6,1.0,0.542,1824084.44,2.0,0
72053.72,2985299.62,724.0,3.0,22.1,6.0,0.541,151599.35,1.0,0
411291.8,2397617.31,593.0,1.0,16.8,0.0,0.226,762182.91,5.0,0
1078524.9,166783.7,839.0,15.0,6.1,0.0,0.266,2860739.83,2.0,0
1117464.73,453180.04,506.0,15.0,27.5,6.0,0.519,2985352.64,0.0,1
94600.7,1795152.48,604.0,20.0,2.5,7.0,0.529,230369.69,5.0,1
585769.43,3123857.93,767.0,2.0,23.0,5.0,0.359,2195006.19,0.0,0
375816.51,3581134.64,450.0,1.0,8.3,2.0,0.494,2152992.73,0.0,0
1004920.09,2666013.67,436.0,5.0,0.7,6.0,0.266,1591292.38,4.0,1
900931.11,161239.28,694.0,15.0,5.9,4.0,0.129,1776412.5,4.0,1
187130.8,885190.45,689.0,5.0,0.8,7.0,0.174,2635088.15,5.0,1
395262.48,2319205.08,323.0,2.0,5.9,7.0,0.298,15395.67,2.0,1
781132.67,2895563.91,748.0_err,15.0,28.0,6.0,0.195,1099656.05,3.0,0
644631.84,486787.87,324.0,3.0,14.5,7.0,0.14,2833848.62,1.0,1
458656.06,3308968.24,498.0,1.0,21.1,1.0,0.432,1541917.69,0.0,0
381794.53,3940288.37,605.0,2.0,7.2,5.0,0.135,717708.96,5.0,1
122111.12,,617.0,5.0,18.1,1.0,0.403,763778.81,1.0,0
301778.6,4527392.7,329.0,3.0,21.6,0.0,0.186,2589121.97,,0
1419709.79,4516492.04,471.0,20.0,1.8,0.0,0.077,1957004.1,2.0,1
657928.87,603464.27,431.0,15.0,27.4,3.0,0.311,1648460.86,1.0,0
449128.26,1036567.59,685.0,1.0,,6.0,0.126,1969353.76,5.0,1
1623567.12,1021300.74,832.0,3.0,27.2,5.0,0.26,1151668.04,1.0,0
840063.36,816949.13,786.0,2.0,,2.0,0.23,1971448.87,0.0,0
1061679.72,2431417.95,417.0,2.0,16.9,5.0,0.521,1554185.56,1.0,1
1097493.49,2463796.34,377.0,5.0,19.3,3.0,0.31,1585006.14,0.0,0
1710251.72,1922101.96,,20.0,29.3,6.0,0.468,948674.2,5.0,1
339851.42,2435133.93,336.0,,7.8,5.0,0.135,302989.93,1.0,1
1955829.21,4064047.53,772.0,3.0,1.4,7.0,0.078,1919057.06,2.0,0
537367.04,1381797.26,819.0,3.0,1.9,0.0,0.165,1243312.65,3.0,0
978790.39,1370773.94,704.0,10.0,3.4,7.0,0.274,119466.78,,1
708940.0,2984644.67,649.0,20.0,20.6,2.0,0.2,1380876.47,5.0,1
1029111.19,4242903.91,337.0,1.0,9.2,5.0,0.476,2080264.37,0.0,0
1816096.51,3609332.82,762.0,3.0,18.5,3.0,0.499,1240535.95,2.0,1
266611.59,,412.0,10.0,19.2,2.0,0.517,1069995.51,4.0,1
925577.89,241355.47,732.0,2.0,27.5,6.0,0.4,83232.71,0.0,0
1197389.6,2251171.75,718.0,3.0,27.0,7.0,0.25,591371.37,2.0,0
1645389.09,192955.86,512.0,10.0,11.0,0.0,0.567,317615.39,0.0,1
869758.42,3456661.1,532.0,3.0,22.5,3.0,0.538,222422.47,5.0,0
471414.14,1957496.01,788.0,15.0,5.6,4.0,0.113,712012.04,4.0,0
1005078.3,2620848.99,380.0,10.0,2.1,6.0,0.521,740671.39,2.0,1
824704.15,3732093.92,457.0,3.0,4.4,4.0,0.077,2180784.48,3.0,0
757391.45,1767992.8,359.0,1.0,27.1,7.0,0.383,2226236.17,3.0,1
314616.33,4450231.54,811.0,2.0,,4.0,0.408,793732.74,2.0,0
293702.77,3585603.69,393.0,20.0,23.1,0.0,0.1,2974410.13,5.0,1
1571377.01,4460409.79,509.0,1.0,14.8,3.0,0.168,2671587.22,3.0,0
,217085.77,550.0,3.0,14.0,4.0,0.517,493575.57,0.0,0
804491.07,3947488.31,303.0,20.0,5.6,7.0,0.246,2817364.45,4.0,1
906891.47,2025383.59,469.0,5.0,15.3,0.0,0.154,903615.99,1.0,0
1864179.12,2402437.82,733.0,20.0,17.1,5.0,0.455,1470777.81,4.0,1
1403502.7,1784957.17,761.0,2.0,5.6,5.0,0.462,1675213.62,3.0,1
579708.99,1660121.8,552.0,5.0,0.8,6.0,0.52,2476392.95,2.0,0
1317693.69,2409180.61,756.0,1.0,22.9,5.0,0.441,1205288.6,3.0,0
1205538.03,4324657.25,580.0,5.0,,1.0,0.52,1806688.54,4.0,0
1480116.92,441136.1,394.0,3.0,19.8,7.0,0.477,2460394.32,5.0,1
1574714.8,4221996.27,511.0,20.0,28.0,3.0,0.415,1333721.52,2.0,0
885067.56,3580945.76,302.0,10.0,2.1,7.0,0.061,2332963.07,2.0,1
196394.44,2513477.37,631.0,3.0,24.8,6.0,0.487,19735.01,3.0,0
1761569.5,1460516.31,711.0,5.0,24.8,0.0,0.352,412465.04,1.0,0
645597.52,452464.27,314.0,1.0,17.7,3.0,0.467,733829.85,5.0,1
852570.31,1037708.83,478.0,1.0,27.1,2.0,0.397,594959.78,2.0,1
1684557.29,2967838.16,668.0,5.0,20.9,0.0,0.535,1225822.35,5.0,1
403565.61,3761792.9,530.0,20.0,15.0,1.0,0.289,1459071.39,2.0,0
1685959.36,684779.0,479.0,10.0,21.4,7.0,0.259,1238718.25,0.0,1
362646.56,1161076.88,593.0,1.0,10.0,6.0,0.381,2078902.35,3.0,0
397016.24,765750.05,612.0,2.0,2.9,7.0,,199651.83,1.0,0
976204.2,4929609.26,424.0,5.0,14.7,3.0,0.267,2216710.16,1.0,0
1624972.99,2471713.77,444.0,3.0,4.5,2.0,0.475,1907754.07,4.0,1
1798884.33,135279.98,584.0,5.0,28.0,7.0,0.496,1021442.29,2.0,1
1291792.36,949636.45,781.0,5.0,16.1,3.0,0.503,829216.84,0.0,0
1985536.13,605156.36,540.0,15.0,12.8,0.0,0.165,2834479.26,3.0,1
851004.05,3720804.01,381.0,1.0,6.8,5.0,0.072,2973109.22,3.0,1
1823865.42,3609011.51,751.0,10.0,9.2,2.0,0.137,,0.0,0
1721713.3,1831389.35,392.0,15.0,10.8,1.0,0.277,170985.64,0.0,1
,4839956.9,823.0,1.0,1.0,4.0,0.256,1619527.92,4.0,0
907674.96,4023080.02,710.0,3.0,11.9,6.0,0.433,2330775.1,0.0,0
1779242.04,3473742.55,669.0,3.0,26.8,0.0,0.093,2480118.68,5.0,0
927586.53,1960338.19,458.0,10.0,18.1,2.0,0.539,1964285.78,4.0,1
1767215.74,499270.25,700.0,1.0,5.5,0.0,0.243,2054377.51,3.0,1
776424.18,3685123.95,828.0,10.0,29.4,0.0,0.258,872185.37,4.0,0
76949.26,814420.43,740.0,20.0,15.2,1.0,0.183,828543.34,3.0,0
1008799.52,3710074.43,563.0,20.0,14.7,3.0,0.491,550032.48,2.0,1
299365.65,1124802.98,460.0,3.0,3.3,0.0,0.6,2578059.3,1.0,0
1169611.53,,687.0,3.0,21.9,2.0,0.581,1934488.48,4.0,1
924684.53,1262155.4,422.0,10.0,7.8,5.0,0.072,2495859.71,4.0,1
719542.06,1067209.49,534.0,2.0,23.9,3.0,0.521,1738805.24,4.0,1
1325360.16,1094125.83,562.0,2.0,23.0,1.0,0.368,2703121.06,1.0,0
468084.34,510214.81,699.0,2.0,23.4,1.0,0.482,2320713.16,2.0,0
1609360.46,2746091.72,844.0,2.0,25.0,4.0,0.449,,3.0,1
1783344.85,2683949.96,845.0,3.0,5.5,7.0,0.225,2197335.38,5.0,1
203150.97,3210202.15,459.0,20.0,2.2,,0.082,935371.92,3.0,1
911133.6,1301819.91,693.0,1.0,1.8,3.0,0.133,1625818.82,4.0,0
1976193.89,1977183.86,760.0,15.0,25.4,6.0,0.082,1535031.73,0.0,0
477360.4,139861.38,578.0,2.0,17.7,6.0,0.293,2405525.46,1.0,0
808334.6,260160.43,702.0,2.0,13.5,3.0,0.501,2937280.55,4.0,1
1237476.62,419722.08,517.0,2.0,1.8,1.0,0.43,,0.0,0
1030725.93,1607276.61,643.0,2.0,7.0,2.0,0.13,621553.19,5.0,0
1573633.72,3114891.32,474.0,3.0,8.4,7.0,0.487,1232620.12,2.0,1
1145408.03,4739357.64,355.0,3.0,6.9,1.0,0.364,1214232.71,0.0,0
1814944.49,1952003.35,510.0,10.0,1.3,0.0,0.481,2612576.55,4.0,1
1460019.33,4831787.61,694.0,2.0,7.0,0.0,0.397,504779.47,5.0,1
1197225.32,3607943.7,811.0,1.0,12.3,3.0,0.551,2417459.81,3.0,0
1393093.46,1518602.36,471.0,1.0,28.9,0.0,0.252,192027.86,3.0,0
,2990582.03,512.0,10.0,20.2,6.0,0.586,996172.65,3.0,1
1066215.42,3867102.47,624.0,1.0,11.4,2.0,0.459,1811034.06,3.0,1
1853890.54,2202453.64,711.0,10.0,10.3,5.0,0.548,1963396.08,1.0,0
483980.39,1173332.8,603.0,10.0,1.4,7.0,0.277,2090336.52,2.0,0
1560197.28,4577614.35,355.0,3.0,17.0,4.0,0.186,1160760.16,2.0,0
683851.83,666677.62,330.0,5.0,9.2,6.0,0.061,1372886.6,2.0,1
43757.87,3862521.1,303.0,1.0,7.5,7.0,0.596,1014199.75,5.0,1
32216.56,3900782.02,720.0,10.0,24.3,4.0,0.074,845618.07,3.0,0
899575.15,4629221.57,522.0,15.0,5.6,1.0,0.263,1632115.4,2.0,0
1195037.89,3620913.8,618.0,20.0,8.5,1.0,0.358,1553488.53,2.0,1
420603.64,1743137.38,425.0,5.0,26.3,6.0,0.238,151272.33,0.0,0
415881.85,3580091.04,677.0,20.0,9.5,,,2511583.73,1.0,0
408192.48,2677092.32,410.0,10.0,2.2,7.0,0.349,959497.68,4.0,1
485089.16,4766571.86,638.0,10.0,23.2,0.0,0.412,2880775.72,3.0,0
1412100.88,978056.14,588.0,15.0,19.6,1.0,0.209,1516055.22,5.0,1
1158312.46,2508930.99,505.0,2.0,0.9,1.0,0.4,1648450.06,2.0,1
1140341.79,4317165.28,403.0,10.0,26.1,7.0,0.335,809595.16,2.0,1
1048849.37,4922548.92,361.0,2.0,14.8,0.0,0.379,217064.07,0.0,0
863566.76,410693.58,653.0,15.0,16.8,7.0,0.448,1517980.54,0.0,1
1046695.75,2483774.48,375.0,2.0,8.1,3.0,0.341,612584.07,4.0,1
1216393.49,2417808.19,551.0,20.0,26.6,6.0,0.172,2215686.64,0.0,0
1515895.92,1309648.94,375.0,3.0,25.1,4.0,0.211,357961.64,1.0,1
868616.67,4015396.49,609.0,3.0,14.3,7.0,0.064,771734.65,0.0,0
944842.42,3550014.81,451.0,2.0,23.0,1.0,0.08,2217502.55,5.0,1
1208955.15,1212635.38,499.0,3.0,23.7,7.0,0.139,691989.66,5.0,1
695659.09,263638.33,768.0,20.0,21.4,7.0,0.091,1694163.95,3.0,1
357041.84,3198964.51,576.0,20.0,19.7,4.0,0.594,1928091.19,4.0,0
1781712.07,4604819.37,443.0,20.0,25.1,7.0,0.51,2686719.82,5.0,1
1339470.26,2184073.34,542.0,1.0,3.9,,0.287,2284284.34,1.0,0
1754843.38,4366523.15,309.0,15.0,16.6,0.0,0.491,1180104.89,4.0,1
1097536.88,3481100.81,620.0,20.0,0.7,6.0,0.458,2023702.4,5.0,1
1084492.14,4747345.62,607.0,5.0,23.9,5.0,0.483,1060684.45,3.0,0
1224018.03,4416623.63,343.0,,8.9,6.0,0.168,246624.75,5.0,1
,,702.0,15.0,24.0,2.0,0.337,544936.9,0.0,0
1322090.81,1346382.39,469.0,,3.9,3.0,0.069,1584369.83,5.0,1
,3455422.5,536.0,20.0,10.0,1.0,0.342,1384726.88,3.0,1
40305.86,3705246.08,444.0,20.0,0.5,0.0,0.466,2376599.5,4.0,1
1672460.53,391788.77,471.0,5.0,23.7,7.0,0.228,261020.13,0.0,1
1761607.59,4739911.35,816.0,1.0,11.5,4.0,0.154,2336769.7,4.0,0
413142.84,2991752.94,655.0,3.0,14.4,4.0,0.49,2541622.15,5.0,0
22782.98,4529440.78,666.0,15.0,2.3,7.0,0.354,1367698.48,5.0,0
